,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.user.entities.url.urls,user.entities.url.urls,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
118,Thu Jan 23 17:17:27 +0000 2020,1220395127979405314,1220395127979405314,@aquigley @UNSW Wow. Congratulations Aaron!,False,"[16, 43]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220223073573466e+18,1220223073573466112,15219932.0,15219932,aquigley,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'aquigley', 'name': 'aquigley', 'id': 15219932, 'id_str': '15219932', 'indices': [0, 9]}, {'screen_name': 'UNSW', 'name': 'UNSW', 'id': 14769030, 'id_str': '14769030', 'indices': [10, 15]}]",[],en,recent,390222279,390222279,Daniel Avrahami,CptPositive,,"Principal Scientist @ FXPAL. Research, HCI, Football ⚽️, Football 🏈, Coffee",,[],False,87,66,4,Thu Oct 13 17:09:37 +0000 2011,201,,,True,False,104,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1587160012/DanielAvrahami_smallish_normal.JPG,https://pbs.twimg.com/profile_images/1587160012/DanielAvrahami_smallish_normal.JPG,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Thu Jan 23 16:23:36 +0000 2020,1220381579551354886,1220381579551354886,@aquigley @UNSW Wow... welcome! We’re glad to have you down under. Please let us know when you’re in Melbourne. It would be great to host your talk at RMIT,False,"[16, 155]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220223073573466e+18,1220223073573466112,15219932.0,15219932,aquigley,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'aquigley', 'name': 'aquigley', 'id': 15219932, 'id_str': '15219932', 'indices': [0, 9]}, {'screen_name': 'UNSW', 'name': 'UNSW', 'id': 14769030, 'id_str': '14769030', 'indices': [10, 15]}]",[],en,recent,39697728,39697728,Flora Salim,flosalim,"Kassel, Germany","Assoc Prof @ RMIT, Victoria Fellow, Humboldt Fellow, Humboldt-Bayer Fellow, Visiting Prof @ UniKassel, CS academic in data science | ubicomp | urban computing",https://t.co/Dnj2HS8MSz,[],False,659,302,53,Wed May 13 05:45:16 +0000 2009,357,,,True,False,1458,,False,False,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,http://pbs.twimg.com/profile_images/693204817582272512/rDZsg4TA_normal.jpg,https://pbs.twimg.com/profile_images/693204817582272512/rDZsg4TA_normal.jpg,https://pbs.twimg.com/profile_banners/39697728/1562783375,009999,EEEEEE,EFEFEF,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/Dnj2HS8MSz', 'expanded_url': 'http://florasalim.com', 'display_url': 'florasalim.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,
126,Thu Jan 23 14:27:58 +0000 2020,1220352478107066368,1220352478107066368,@aquigley @UNSW Congrats!,False,"[16, 25]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220223073573466e+18,1220223073573466112,15219932.0,15219932,aquigley,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'aquigley', 'name': 'aquigley', 'id': 15219932, 'id_str': '15219932', 'indices': [0, 9]}, {'screen_name': 'UNSW', 'name': 'UNSW', 'id': 14769030, 'id_str': '14769030', 'indices': [10, 15]}]",[],en,recent,15615995,15615995,Matthew Turk,Matthew_Turk,"Chicago, IL","President, Toyota Technological Institute at Chicago (TTIC)
Professor Emeritus, Department of Computer Science at UC Santa Barbara.",https://t.co/jbrXAsqFmH,[],False,569,472,43,Sun Jul 27 00:56:54 +0000 2008,122,,,True,False,4673,,False,False,False,EBEBEB,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,False,http://pbs.twimg.com/profile_images/1542937973/mturk10_normal.jpg,https://pbs.twimg.com/profile_images/1542937973/mturk10_normal.jpg,https://pbs.twimg.com/profile_banners/15615995/1469681733,990000,DFDFDF,F3F3F3,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/jbrXAsqFmH', 'expanded_url': 'http://www.ttic.edu/mturk', 'display_url': 'ttic.edu/mturk', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,
129,Thu Jan 23 13:47:20 +0000 2020,1220342254428151808,1220342254428151808,@aquigley @UNSW Best wishes and every success.,False,"[16, 46]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220223073573466e+18,1220223073573466112,15219932.0,15219932,aquigley,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'aquigley', 'name': 'aquigley', 'id': 15219932, 'id_str': '15219932', 'indices': [0, 9]}, {'screen_name': 'UNSW', 'name': 'UNSW', 'id': 14769030, 'id_str': '14769030', 'indices': [10, 15]}]",[],en,recent,133426041,133426041,John McCall,JohnAWMcCall,"Kintore, Scotland","Mathematician / computer scientist. Interests: Life, the universe and everything. I tweet only on my own behalf.",,[],False,169,261,2,Thu Apr 15 19:18:48 +0000 2010,9932,,,False,False,5718,,False,False,False,000000,http://abs.twimg.com/images/themes/theme18/bg.gif,https://abs.twimg.com/images/themes/theme18/bg.gif,False,http://pbs.twimg.com/profile_images/737220544337051648/u5lqM3_V_normal.jpg,https://pbs.twimg.com/profile_images/737220544337051648/u5lqM3_V_normal.jpg,,4A913C,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Thu Jan 23 13:10:09 +0000 2020,1220332893765033984,1220332893765033984,"@aquigley @UNSW Congrats! A big loss for Scottish and UK HCI, but I'm sure you will keep in close contact :)",False,"[16, 108]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220223073573466e+18,1220223073573466112,15219932.0,15219932,aquigley,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'aquigley', 'name': 'aquigley', 'id': 15219932, 'id_str': '15219932', 'indices': [0, 9]}, {'screen_name': 'UNSW', 'name': 'UNSW', 'id': 14769030, 'id_str': '14769030', 'indices': [10, 15]}]",[],en,recent,19180042,19180042,Benjamin Gorman,benjgorman,"Bournemouth, England","Lecturer in Computer Science at Bournemouth University. I'm into HCI, #a11y lipreading/speechreading, hearing loss. Surfer and Yoga fan. RPi Certified Educator",https://t.co/RpFEblZUzt,[],False,390,646,19,Mon Jan 19 11:17:53 +0000 2009,2085,,,True,False,7428,,False,False,False,303038,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/989725750562504711/ze9rT5Vk_normal.jpg,https://pbs.twimg.com/profile_images/989725750562504711/ze9rT5Vk_normal.jpg,https://pbs.twimg.com/profile_banners/19180042/1579481938,1B95E0,FFFFFF,FFFFFF,303038,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/RpFEblZUzt', 'expanded_url': 'http://www.benjgorman.com', 'display_url': 'benjgorman.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,
133,Thu Jan 23 12:48:24 +0000 2020,1220327419690700800,1220327419690700800,@NElmqvist @UNSW No that shouldn’t happen. There is a clear plan and support so that I can continue to do both. I met other heads of school who keep going as their grants and pubs records show,False,"[17, 192]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220327012465873e+18,1220327012465872897,411681876.0,411681876,NElmqvist,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'NElmqvist', 'name': 'Niklas Elmqvist', 'id': 411681876, 'id_str': '411681876', 'indices': [0, 10]}, {'screen_name': 'UNSW', 'name': 'UNSW', 'id': 14769030, 'id_str': '14769030', 'indices': [11, 16]}]",[],en,recent,15219932,15219932,aquigley,aquigley,"Scotland, United Kingdom","Aaron Quigley, Professor @univofstandrews Director @sicsa_scotland incoming Head of School in Computer Science and Engineering @unsw Australia",https://t.co/3AEnqicrlR,[],False,4462,1756,283,Tue Jun 24 14:30:53 +0000 2008,17862,,,True,False,53291,,False,False,False,000000,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1166268368514703361/bQjN2RC7_normal.jpg,https://pbs.twimg.com/profile_images/1166268368514703361/bQjN2RC7_normal.jpg,https://pbs.twimg.com/profile_banners/15219932/1565990115,FF691F,AAAEB5,FFFFFF,000000,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/3AEnqicrlR', 'expanded_url': 'https://aaronquigley.org', 'display_url': 'aaronquigley.org', 'indices': [0, 23]}]",,,,,,,,,,,bb3cae69f9e1ecb5,https://api.twitter.com/1.1/geo/id/bb3cae69f9e1ecb5.json,city,Aoba-ku,"Aoba-ku, Miyagi",JP,Japan,[],Polygon,"[[[140.563283, 38.23675], [140.899833, 38.23675], [140.899833, 38.454521], [140.563283, 38.454521]]]"
135,Thu Jan 23 12:15:27 +0000 2020,1220319128885612544,1220319128885612544,@aquigley @UNSW Congratulations Aaron! My alma mater's loss is Sydney's gain. Good luck with the move - are you passing Newcastle before you go? Would be good to see you!,False,"[16, 170]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220223073573466e+18,1220223073573466112,15219932.0,15219932,aquigley,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'aquigley', 'name': 'aquigley', 'id': 15219932, 'id_str': '15219932', 'indices': [0, 9]}, {'screen_name': 'UNSW', 'name': 'UNSW', 'id': 14769030, 'id_str': '14769030', 'indices': [10, 15]}]",[],en,recent,11882242,11882242,sunildvr,sunildvr,Newcastle | Cambridge | St And,"PhD @ Newcastle Digital Civics; International Relations, Politics & History. Eclectic passions inc Rare Diseases (DMD), Africa (Zimbabwe), tech, music & travel",http://t.co/F08D9oXpQv,[],False,1737,3275,87,Sat Jan 05 18:25:38 +0000 2008,4917,,,False,False,61321,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/793420792272973825/vaiY2nra_normal.jpg,https://pbs.twimg.com/profile_images/793420792272973825/vaiY2nra_normal.jpg,https://pbs.twimg.com/profile_banners/11882242/1393410938,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'http://t.co/F08D9oXpQv', 'expanded_url': 'http://www.sunil.org.uk', 'display_url': 'sunil.org.uk', 'indices': [0, 22]}]",,,,,,,,,,,,,,,,,,,,
137,Thu Jan 23 11:53:37 +0000 2020,1220313634758217730,1220313634758217730,@kcarruthers @rogerkermode @UNSW I arrive June 1. The new lounge is very nice isn't it.,False,"[33, 87]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2203125812371702e+18,1220312581237170176,7950832.0,7950832,kcarruthers,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'kcarruthers', 'name': 'Kate Carruthers 🏳️\u200d🌈🌏🐶🐱', 'id': 7950832, 'id_str': '7950832', 'indices': [0, 12]}, {'screen_name': 'rogerkermode', 'name': 'Roger Kermode', 'id': 16020822, 'id_str': '16020822', 'indices': [13, 26]}, {'screen_name': 'UNSW', 'name': 'UNSW', 'id': 14769030, 'id_str': '14769030', 'indices': [27, 32]}]",[],en,recent,15219932,15219932,aquigley,aquigley,"Scotland, United Kingdom","Aaron Quigley, Professor @univofstandrews Director @sicsa_scotland incoming Head of School in Computer Science and Engineering @unsw Australia",https://t.co/3AEnqicrlR,[],False,4462,1756,283,Tue Jun 24 14:30:53 +0000 2008,17862,,,True,False,53291,,False,False,False,000000,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1166268368514703361/bQjN2RC7_normal.jpg,https://pbs.twimg.com/profile_images/1166268368514703361/bQjN2RC7_normal.jpg,https://pbs.twimg.com/profile_banners/15219932/1565990115,FF691F,AAAEB5,FFFFFF,000000,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/3AEnqicrlR', 'expanded_url': 'https://aaronquigley.org', 'display_url': 'aaronquigley.org', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,
138,Thu Jan 23 11:52:53 +0000 2020,1220313451391668225,1220313451391668225,@lilianedwards @UNSW Thank you! Your window to get me to fix your BBQ is closing now.,False,"[21, 85]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2203132546076877e+18,1220313254607687683,6411962.0,6411962,lilianedwards,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'lilianedwards', 'name': 'Lilian Edwards', 'id': 6411962, 'id_str': '6411962', 'indices': [0, 14]}, {'screen_name': 'UNSW', 'name': 'UNSW', 'id': 14769030, 'id_str': '14769030', 'indices': [15, 20]}]",[],en,recent,15219932,15219932,aquigley,aquigley,"Scotland, United Kingdom","Aaron Quigley, Professor @univofstandrews Director @sicsa_scotland incoming Head of School in Computer Science and Engineering @unsw Australia",https://t.co/3AEnqicrlR,[],False,4462,1756,283,Tue Jun 24 14:30:53 +0000 2008,17862,,,True,False,53291,,False,False,False,000000,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1166268368514703361/bQjN2RC7_normal.jpg,https://pbs.twimg.com/profile_images/1166268368514703361/bQjN2RC7_normal.jpg,https://pbs.twimg.com/profile_banners/15219932/1565990115,FF691F,AAAEB5,FFFFFF,000000,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/3AEnqicrlR', 'expanded_url': 'https://aaronquigley.org', 'display_url': 'aaronquigley.org', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,
146,Thu Jan 23 11:39:02 +0000 2020,1220309964431904769,1220309964431904769,"@bea_alex @UNSW And we will miss Scotland and everyone we know here. For you, it's a friendly face in Sydney when you come to visit!",False,"[16, 132]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2203047170892554e+18,1220304717089255424,33667097.0,33667097,bea_alex,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'bea_alex', 'name': 'Bea Alex', 'id': 33667097, 'id_str': '33667097', 'indices': [0, 9]}, {'screen_name': 'UNSW', 'name': 'UNSW', 'id': 14769030, 'id_str': '14769030', 'indices': [10, 15]}]",[],en,recent,15219932,15219932,aquigley,aquigley,"Scotland, United Kingdom","Aaron Quigley, Professor @univofstandrews Director @sicsa_scotland incoming Head of School in Computer Science and Engineering @unsw Australia",https://t.co/3AEnqicrlR,[],False,4462,1756,283,Tue Jun 24 14:30:53 +0000 2008,17862,,,True,False,53291,,False,False,False,000000,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1166268368514703361/bQjN2RC7_normal.jpg,https://pbs.twimg.com/profile_images/1166268368514703361/bQjN2RC7_normal.jpg,https://pbs.twimg.com/profile_banners/15219932/1565990115,FF691F,AAAEB5,FFFFFF,000000,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/3AEnqicrlR', 'expanded_url': 'https://aaronquigley.org', 'display_url': 'aaronquigley.org', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,
148,Thu Jan 23 11:37:51 +0000 2020,1220309667378647042,1220309667378647042,@kevinHCI @UNSW Thanks Kevin.,False,"[16, 29]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2203006698124288e+18,1220300669812428801,1943803232.0,1943803232,kevinHCI,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'kevinHCI', 'name': 'Kevin Doherty', 'id': 1943803232, 'id_str': '1943803232', 'indices': [0, 9]}, {'screen_name': 'UNSW', 'name': 'UNSW', 'id': 14769030, 'id_str': '14769030', 'indices': [10, 15]}]",[],en,recent,15219932,15219932,aquigley,aquigley,"Scotland, United Kingdom","Aaron Quigley, Professor @univofstandrews Director @sicsa_scotland incoming Head of School in Computer Science and Engineering @unsw Australia",https://t.co/3AEnqicrlR,[],False,4462,1756,283,Tue Jun 24 14:30:53 +0000 2008,17862,,,True,False,53291,,False,False,False,000000,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1166268368514703361/bQjN2RC7_normal.jpg,https://pbs.twimg.com/profile_images/1166268368514703361/bQjN2RC7_normal.jpg,https://pbs.twimg.com/profile_banners/15219932/1565990115,FF691F,AAAEB5,FFFFFF,000000,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/3AEnqicrlR', 'expanded_url': 'https://aaronquigley.org', 'display_url': 'aaronquigley.org', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,
149,Thu Jan 23 11:36:24 +0000 2020,1220309302369378305,1220309302369378305,@rogerkermode @UNSW I'm looking forward to catching up again. I'm sure things have changed in the 15yrs since I last lived in NSW.,False,"[20, 130]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2202960165465539e+18,1220296016546553856,16020822.0,16020822,rogerkermode,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'rogerkermode', 'name': 'Roger Kermode', 'id': 16020822, 'id_str': '16020822', 'indices': [0, 13]}, {'screen_name': 'UNSW', 'name': 'UNSW', 'id': 14769030, 'id_str': '14769030', 'indices': [14, 19]}]",[],en,recent,15219932,15219932,aquigley,aquigley,"Scotland, United Kingdom","Aaron Quigley, Professor @univofstandrews Director @sicsa_scotland incoming Head of School in Computer Science and Engineering @unsw Australia",https://t.co/3AEnqicrlR,[],False,4462,1756,283,Tue Jun 24 14:30:53 +0000 2008,17862,,,True,False,53291,,False,False,False,000000,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1166268368514703361/bQjN2RC7_normal.jpg,https://pbs.twimg.com/profile_images/1166268368514703361/bQjN2RC7_normal.jpg,https://pbs.twimg.com/profile_banners/15219932/1565990115,FF691F,AAAEB5,FFFFFF,000000,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/3AEnqicrlR', 'expanded_url': 'https://aaronquigley.org', 'display_url': 'aaronquigley.org', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,
150,Thu Jan 23 11:35:34 +0000 2020,1220309092280848384,1220309092280848384,"@MPorcheron @UNSW Thanks Martin, drop me a line when you are coming out way so we can invite you for a seminar.",False,"[18, 111]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2202934242570404e+18,1220293424257040385,15050976.0,15050976,MPorcheron,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'MPorcheron', 'name': 'Martin Porcheron', 'id': 15050976, 'id_str': '15050976', 'indices': [0, 11]}, {'screen_name': 'UNSW', 'name': 'UNSW', 'id': 14769030, 'id_str': '14769030', 'indices': [12, 17]}]",[],en,recent,15219932,15219932,aquigley,aquigley,"Scotland, United Kingdom","Aaron Quigley, Professor @univofstandrews Director @sicsa_scotland incoming Head of School in Computer Science and Engineering @unsw Australia",https://t.co/3AEnqicrlR,[],False,4462,1756,283,Tue Jun 24 14:30:53 +0000 2008,17862,,,True,False,53291,,False,False,False,000000,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1166268368514703361/bQjN2RC7_normal.jpg,https://pbs.twimg.com/profile_images/1166268368514703361/bQjN2RC7_normal.jpg,https://pbs.twimg.com/profile_banners/15219932/1565990115,FF691F,AAAEB5,FFFFFF,000000,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/3AEnqicrlR', 'expanded_url': 'https://aaronquigley.org', 'display_url': 'aaronquigley.org', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,
155,Thu Jan 23 10:57:13 +0000 2020,1220299439094616064,1220299439094616064,@aquigley @UNSW So glad for you! It's an amazing professional milestone and @UNSWEngineering are great (will be even better under your Headship😊) It doesn't stop me being a little sad for @StAndrewsCS and @univofstandrews though as your departure will be a big loss for them.  Good luck!,False,"[16, 287]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.220223073573466e+18,1220223073573466112,15219932.0,15219932,aquigley,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'aquigley', 'name': 'aquigley', 'id': 15219932, 'id_str': '15219932', 'indices': [0, 9]}, {'screen_name': 'UNSW', 'name': 'UNSW', 'id': 14769030, 'id_str': '14769030', 'indices': [10, 15]}, {'screen_name': 'UNSWEngineering', 'name': 'UNSW Engineering', 'id': 2432748481, 'id_str': '2432748481', 'indices': [76, 92]}, {'screen_name': 'StAndrewsCS', 'name': 'St Andrews CompSci', 'id': 381495047, 'id_str': '381495047', 'indices': [188, 200]}, {'screen_name': 'univofstandrews', 'name': 'University of St Andrews', 'id': 19910826, 'id_str': '19910826', 'indices': [205, 221]}]",[],en,recent,611616523,611616523,Adriana Wilde,AdrianaGWilde,"Southampton, UK",PhD researcher in Comp Science @SotonWAIS @ECSUoS @unisouthampton.  Serving in @ACMwomENcourage. Views my own.,https://t.co/IzwJG5rn6R,[],False,499,415,23,Mon Jun 18 11:38:11 +0000 2012,1411,,,True,False,2102,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/989511425298259971/jBLX_MmN_normal.jpg,https://pbs.twimg.com/profile_images/989511425298259971/jBLX_MmN_normal.jpg,https://pbs.twimg.com/profile_banners/611616523/1569879222,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/IzwJG5rn6R', 'expanded_url': 'https://www.ecs.soton.ac.uk/people/agw106', 'display_url': 'ecs.soton.ac.uk/people/agw106', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,
