,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang
1,Sat Jan 25 15:55:17 +0000 2020,1221099227725672448,1221099227725672448,"@jacquiavelli @monsoon0 @UOW @warwickmaths It is not a priority. Better things to spend their money on, etc.",False,"[43, 108]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2210944688011346e+18,1221094468801134594,7.513739019141161e+17,751373901914116097,jacquiavelli,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'jacquiavelli', 'name': 'Jacqui Ramagge', 'id': 751373901914116097, 'id_str': '751373901914116097', 'indices': [0, 13]}, {'screen_name': 'monsoon0', 'name': 'Nalini Joshi', 'id': 171782897, 'id_str': '171782897', 'indices': [14, 23]}, {'screen_name': 'UOW', 'name': 'UOW', 'id': 20570210, 'id_str': '20570210', 'indices': [24, 28]}, {'screen_name': 'warwickmaths', 'name': 'Warwick Uni Maths', 'id': 45858981, 'id_str': '45858981', 'indices': [29, 42]}]",[],en,recent,915117859,915117859,JenProf,JenProf,NJ-AB Metropolitan Area,"Hardworking, interdisciplinary-minded academic focused on modern-contemp lit, digital humanities, classics, cappuccino & good teaching. It does come together.",,,[],False,709,682,111,Tue Oct 30 17:32:39 +0000 2012,5764,,,False,False,18724,,False,False,False,352726,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,False,http://pbs.twimg.com/profile_images/2785621546/14caaa7e57429613d61282b5f9fbef5b_normal.png,https://pbs.twimg.com/profile_images/2785621546/14caaa7e57429613d61282b5f9fbef5b_normal.png,https://pbs.twimg.com/profile_banners/915117859/1363814884,312CCF,FFFFFF,99CC33,3E4415,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Sat Jan 25 15:34:36 +0000 2020,1221094024641220609,1221094024641220609,@jacquiavelli @monsoon0 @UOW @warwickmaths Did not know white board wall paper existed!  I am going to get some to cover the chalkboard in my office that they will not remove but that I hardly ever use b/c of chalk dust.,False,"[43, 220]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2210398176241172e+18,1221039817624117249,7.513739019141161e+17,751373901914116097,jacquiavelli,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'jacquiavelli', 'name': 'Jacqui Ramagge', 'id': 751373901914116097, 'id_str': '751373901914116097', 'indices': [0, 13]}, {'screen_name': 'monsoon0', 'name': 'Nalini Joshi', 'id': 171782897, 'id_str': '171782897', 'indices': [14, 23]}, {'screen_name': 'UOW', 'name': 'UOW', 'id': 20570210, 'id_str': '20570210', 'indices': [24, 28]}, {'screen_name': 'warwickmaths', 'name': 'Warwick Uni Maths', 'id': 45858981, 'id_str': '45858981', 'indices': [29, 42]}]",[],en,recent,915117859,915117859,JenProf,JenProf,NJ-AB Metropolitan Area,"Hardworking, interdisciplinary-minded academic focused on modern-contemp lit, digital humanities, classics, cappuccino & good teaching. It does come together.",,,[],False,709,682,111,Tue Oct 30 17:32:39 +0000 2012,5764,,,False,False,18724,,False,False,False,352726,http://abs.twimg.com/images/themes/theme5/bg.gif,https://abs.twimg.com/images/themes/theme5/bg.gif,False,http://pbs.twimg.com/profile_images/2785621546/14caaa7e57429613d61282b5f9fbef5b_normal.png,https://pbs.twimg.com/profile_images/2785621546/14caaa7e57429613d61282b5f9fbef5b_normal.png,https://pbs.twimg.com/profile_banners/915117859/1363814884,312CCF,FFFFFF,99CC33,3E4415,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Sat Jan 25 12:55:11 +0000 2020,1221053903015481344,1221053903015481344,"@jacquiavelli @monsoon0 @UOW @warwickmaths Almost OT: If you're in a Nuffield house and there's a large stain of Coca cola on the kitchen ceiling, be aware that it's there since 1991, and I'm sorry.",False,"[43, 198]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2210398176241172e+18,1221039817624117249,7.513739019141161e+17,751373901914116097,jacquiavelli,,,,,False,0,9,False,False,en,[],[],"[{'screen_name': 'jacquiavelli', 'name': 'Jacqui Ramagge', 'id': 751373901914116097, 'id_str': '751373901914116097', 'indices': [0, 13]}, {'screen_name': 'monsoon0', 'name': 'Nalini Joshi', 'id': 171782897, 'id_str': '171782897', 'indices': [14, 23]}, {'screen_name': 'UOW', 'name': 'UOW', 'id': 20570210, 'id_str': '20570210', 'indices': [24, 28]}, {'screen_name': 'warwickmaths', 'name': 'Warwick Uni Maths', 'id': 45858981, 'id_str': '45858981', 'indices': [29, 42]}]",[],en,recent,370111485,370111485,Scoffing Mathematician 🏳️‍🌈🇪🇺,BarbaraFantechi,Europe,"Full Professor in Geometry at Sissa since 2002. She/her, #BiInSci. I have strong opinions and a loud voice. Name courtesy @Astropartigirl",https://t.co/nqAJOkhVQt,"[{'url': 'https://t.co/nqAJOkhVQt', 'expanded_url': 'http://barbarafantechi.com', 'display_url': 'barbarafantechi.com', 'indices': [0, 23]}]",[],False,3150,1520,46,Thu Sep 08 13:47:21 +0000 2011,138144,,,False,False,33656,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/961861223162642432/FnYb6L5s_normal.jpg,https://pbs.twimg.com/profile_images/961861223162642432/FnYb6L5s_normal.jpg,https://pbs.twimg.com/profile_banners/370111485/1412285174,6209F0,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Fri Jan 24 08:56:18 +0000 2020,1220631399268401153,1220631399268401153,"@FireRecoveryAU @UniCanberra @UOW @ANUmedia Nice, any Indigenous fire experts?",False,"[44, 78]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2205763944862843e+18,1220576394486284288,1.2150602146820096e+18,1215060214682009600,FireRecoveryAU,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'FireRecoveryAU', 'name': 'National Bushfire Recovery Agency', 'id': 1215060214682009600, 'id_str': '1215060214682009600', 'indices': [0, 15]}, {'screen_name': 'UniCanberra', 'name': 'UniversityofCanberra', 'id': 27553603, 'id_str': '27553603', 'indices': [16, 28]}, {'screen_name': 'UOW', 'name': 'UOW', 'id': 20570210, 'id_str': '20570210', 'indices': [29, 33]}, {'screen_name': 'ANUmedia', 'name': 'ANU Media', 'id': 41699268, 'id_str': '41699268', 'indices': [34, 43]}]",[],en,recent,704608085969506305,704608085969506305,Bradley Moggridge,bradmoggo,Canberra,"Kamilaroi water scientist, closing the gap between western science and Traditional Science, PhD Candidate, ACT Tall Poppy #STEMoriginal #water4culture.",,,[],False,1206,548,20,Tue Mar 01 10:03:53 +0000 2016,8794,,,True,False,1713,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/709888191877111809/pW6L2Myq_normal.jpg,https://pbs.twimg.com/profile_images/709888191877111809/pW6L2Myq_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,01e4b0c84959d430,https://api.twitter.com/1.1/geo/id/01e4b0c84959d430.json,city,Canberra,"Canberra, Australian Capital Territory",AU,Australia,[],Polygon,"[[[148.9959216, -35.480260417], [149.263643456, -35.480260417], [149.263643456, -35.147699163], [148.9959216, -35.147699163]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Fri Jan 24 03:26:26 +0000 2020,1220548385691688960,1220548385691688960,@jindaola Congratulations to all @uow teams. Enjoy the journey. Relish the transformation 🌿,False,"[10, 91]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2204736341053809e+18,1220473634105380864,1.1034089573416264e+18,1103408957341626368,jindaola,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'jindaola', 'name': 'Jindaola', 'id': 1103408957341626368, 'id_str': '1103408957341626368', 'indices': [0, 9]}, {'screen_name': 'UOW', 'name': 'UOW', 'id': 20570210, 'id_str': '20570210', 'indices': [33, 37]}]",[],en,recent,2571829183,2571829183,Bonnie Dean,Bonniedeanltc,University of Wollongong,"#HigherEd developer/teacher/ researcher - Senior Lecturer - Easily seduced by a good theory 💜 📚(PhD,  SFHEA) #IloveWIL",https://t.co/dTlNOUIghG,"[{'url': 'https://t.co/dTlNOUIghG', 'expanded_url': 'https://scholars.uow.edu.au/display/bonnie_dean', 'display_url': 'scholars.uow.edu.au/display/bonnie…', 'indices': [0, 23]}]",[],False,665,1116,12,Mon Jun 16 23:23:13 +0000 2014,2767,,,True,False,1467,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/892504746476486656/O3ClPUKk_normal.jpg,https://pbs.twimg.com/profile_images/892504746476486656/O3ClPUKk_normal.jpg,https://pbs.twimg.com/profile_banners/2571829183/1501624731,F58EA8,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Thu Jan 23 22:03:16 +0000 2020,1220467059500429312,1220467059500429312,@EmmersonKathryn @nswenviromedia @UOW Cool! 😁 Thanks!!,False,"[38, 54]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2201044516686397e+18,1220104451668639744,3188347878.0,3188347878,EmmersonKathryn,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'EmmersonKathryn', 'name': 'Kathryn Emmerson', 'id': 3188347878, 'id_str': '3188347878', 'indices': [0, 16]}, {'screen_name': 'nswenviromedia', 'name': 'DPIE Environment, Energy and Science', 'id': 26172742, 'id_str': '26172742', 'indices': [17, 32]}, {'screen_name': 'UOW', 'name': 'UOW', 'id': 20570210, 'id_str': '20570210', 'indices': [33, 37]}]",[],en,recent,919677997761859584,919677997761859584,Gemma Purser,Mousk13,"Scotland, United Kingdom","PhD student @e3dtp
@Edinburghuni @UK_CEH 
@Forest_Research
Research on biogenic VOCs & bioenergy forests
iLEAPS early career European chair",https://t.co/AP62MJccXN,"[{'url': 'https://t.co/AP62MJccXN', 'expanded_url': 'https://ileapsecsn.wixsite.com/ileapseumedecs', 'display_url': 'ileapsecsn.wixsite.com/ileapseumedecs', 'indices': [0, 23]}]",[],False,235,554,2,Sun Oct 15 21:34:56 +0000 2017,1409,,,False,False,539,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1186330620789755914/2mNrInk4_normal.jpg,https://pbs.twimg.com/profile_images/1186330620789755914/2mNrInk4_normal.jpg,https://pbs.twimg.com/profile_banners/919677997761859584/1571678237,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Wed Jan 22 22:02:24 +0000 2020,1220104451668639744,1220104451668639744,@Mousk13 @nswenviromedia @UOW There's banksia and scribbly gums. Will have to ask a proper ecologist about the rest!,False,"[30, 116]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.219927958271484e+18,1219927958271483906,9.196779977618596e+17,919677997761859584,Mousk13,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'Mousk13', 'name': 'Gemma Purser', 'id': 919677997761859584, 'id_str': '919677997761859584', 'indices': [0, 8]}, {'screen_name': 'nswenviromedia', 'name': 'DPIE Environment, Energy and Science', 'id': 26172742, 'id_str': '26172742', 'indices': [9, 24]}, {'screen_name': 'UOW', 'name': 'UOW', 'id': 20570210, 'id_str': '20570210', 'indices': [25, 29]}]",[],en,recent,3188347878,3188347878,Kathryn Emmerson,EmmersonKathryn,"Melbourne, Australia","Senior air quality scientist with #CSIRO, interested in biogenic gases, pollen, particulate matter and atmospheric chemistry. A Brit in Oz, with own views.",http://t.co/U5DQdosrvV,"[{'url': 'http://t.co/U5DQdosrvV', 'expanded_url': 'http://www.csiro.au/en/Research/OandA/Areas/Assessing-our-climate/Air-pollution', 'display_url': 'csiro.au/en/Research/Oa…', 'indices': [0, 22]}]",[],False,1045,657,24,Fri May 08 05:26:48 +0000 2015,870,,,False,False,638,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/597545553157730305/g5wiZAVP_normal.jpg,https://pbs.twimg.com/profile_images/597545553157730305/g5wiZAVP_normal.jpg,https://pbs.twimg.com/profile_banners/3188347878/1465102141,94D487,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Wed Jan 22 10:21:05 +0000 2020,1219927958271483906,1219927958271483906,@EmmersonKathryn @nswenviromedia @UOW Nice trees in the background! What Eucalyptus species do you have in the area? 🙂,False,"[38, 118]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2197811148410102e+18,1219781114841010177,3188347878.0,3188347878,EmmersonKathryn,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'EmmersonKathryn', 'name': 'Kathryn Emmerson', 'id': 3188347878, 'id_str': '3188347878', 'indices': [0, 16]}, {'screen_name': 'nswenviromedia', 'name': 'DPIE Environment, Energy and Science', 'id': 26172742, 'id_str': '26172742', 'indices': [17, 32]}, {'screen_name': 'UOW', 'name': 'UOW', 'id': 20570210, 'id_str': '20570210', 'indices': [33, 37]}]",[],en,recent,919677997761859584,919677997761859584,Gemma Purser,Mousk13,"Scotland, United Kingdom","PhD student @e3dtp
@Edinburghuni @UK_CEH 
@Forest_Research
Research on biogenic VOCs & bioenergy forests
iLEAPS early career European chair",https://t.co/AP62MJccXN,"[{'url': 'https://t.co/AP62MJccXN', 'expanded_url': 'https://ileapsecsn.wixsite.com/ileapseumedecs', 'display_url': 'ileapsecsn.wixsite.com/ileapseumedecs', 'indices': [0, 23]}]",[],False,235,554,2,Sun Oct 15 21:34:56 +0000 2017,1409,,,False,False,539,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1186330620789755914/2mNrInk4_normal.jpg,https://pbs.twimg.com/profile_images/1186330620789755914/2mNrInk4_normal.jpg,https://pbs.twimg.com/profile_banners/919677997761859584/1571678237,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Wed Jan 22 08:52:15 +0000 2020,1219905604728131584,1219905604728131584,@GongGasGirl Choose @UOW because of the natural beauty of the Gong.,False,"[13, 67]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1.2199050126518108e+18,1219905012651810816,1547329490.0,1547329490,drhilary_joyce,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'GongGasGirl', 'name': 'Tanya', 'id': 1552074888, 'id_str': '1552074888', 'indices': [0, 12]}, {'screen_name': 'UOW', 'name': 'UOW', 'id': 20570210, 'id_str': '20570210', 'indices': [20, 24]}]",[],en,recent,1547329490,1547329490,Dr Hilary Joyce FRANZCOG,drhilary_joyce,Sydney Australia,ObGyn | Fertility Specialist | #Endometriosis | past President @NASOG & @ranzcog rep & AMA councillor @ama_media & board @amsCoolAgain | alum @unimelb,,,[],False,1285,1464,28,Wed Jun 26 04:40:15 +0000 2013,24297,,,False,False,9170,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1039047358347018240/odRsSSC-_normal.jpg,https://pbs.twimg.com/profile_images/1039047358347018240/odRsSSC-_normal.jpg,https://pbs.twimg.com/profile_banners/1547329490/1536308693,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Wed Jan 22 08:24:06 +0000 2020,1219898521068822528,1219898521068822528,@TimFernandezz @Wollongong_City @UOW Politicians gonna politish.,False,"[37, 64]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2198981467900723e+18,1219898146790072320,2283140160.0,2283140160,TimFernandezz,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'TimFernandezz', 'name': 'Tim Fernandez', 'id': 2283140160, 'id_str': '2283140160', 'indices': [0, 14]}, {'screen_name': 'Wollongong_City', 'name': 'Wollongong City', 'id': 366451736, 'id_str': '366451736', 'indices': [15, 31]}, {'screen_name': 'UOW', 'name': 'UOW', 'id': 20570210, 'id_str': '20570210', 'indices': [32, 36]}]",[],en,recent,142038481,142038481,Alfredo Paloyo,AlfredoPaloyo,"Wollongong, Australia","Economist: University of Wollongong, Australia. @UOW @RWI_Leibniz @lifecourseAust @iza_bonn @Glabor_org. Health, Labor, and Education Economics. 🇵🇭 🇩🇪 🇦🇺",https://t.co/XA9jNkvWcA,"[{'url': 'https://t.co/XA9jNkvWcA', 'expanded_url': 'http://www.paloyo.net', 'display_url': 'paloyo.net', 'indices': [0, 23]}]",[],False,1327,700,29,Sun May 09 19:29:03 +0000 2010,28974,,,True,False,3630,,False,False,False,FFF04D,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,http://pbs.twimg.com/profile_images/1163231018234466304/KgjsNBUd_normal.jpg,https://pbs.twimg.com/profile_images/1163231018234466304/KgjsNBUd_normal.jpg,https://pbs.twimg.com/profile_banners/142038481/1474285707,1B95E0,FFF8AD,F6FFD1,333333,False,False,False,False,False,False,False,none,0180d6313aa616b2,https://api.twitter.com/1.1/geo/id/0180d6313aa616b2.json,city,Wollongong,"Wollongong, New South Wales",AU,Australia,[],Polygon,"[[[150.743944832, -34.628601669], [150.973866016, -34.628601669], [150.973866016, -34.2513407335], [150.743944832, -34.2513407335]]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
