,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place
2,Fri Jan 24 00:52:14 +0000 2020,1220509579827564545,1220509579827564545,@junsugawara Great explanation!,False,"[13, 31]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1220506834248691712,1220506834248691712,77564363,77564363,junsugawara,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'junsugawara', 'name': 'Jun SUGAWARA', 'id': 77564363, 'id_str': '77564363', 'indices': [0, 12]}]",[],en,recent,878956495,878956495,Uyghur Scientist,UyghurScientist,,"Uyghur American, scientist.",,,[],False,1405,146,11,Sat Oct 13 23:52:05 +0000 2012,4669,,,False,False,8742,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/2714744471/31cc0c53a2450c58e7d713b47279e80d_normal.jpeg,https://pbs.twimg.com/profile_images/2714744471/31cc0c53a2450c58e7d713b47279e80d_normal.jpeg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,
