,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang
0,Thu Jan 23 20:11:54 +0000 2020,1220439030371901442,1220439030371901442,@breast2bone @ErasmusMC @SilviaScaglione @React4life1 @fet_eu @BET_Solutions @UniBasel_en @MaastrichtU @CITC_Ltd @StampaCnr Spectacular medical center @ErasmusMC! And spectacular @breast2bone consortium! Thanks all and thanks @SilviaScaglione for your leadership 👏🏻👏🏻 @StampaCnr,False,"[124, 278]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2204333810638316e+18,1220433381063831553,1.0419798449118781e+18,1041979844911878145,breast2bone,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'breast2bone', 'name': 'B2B', 'id': 1041979844911878145, 'id_str': '1041979844911878145', 'indices': [0, 12]}, {'screen_name': 'ErasmusMC', 'name': 'Erasmus MC', 'id': 57046824, 'id_str': '57046824', 'indices': [13, 23]}, {'screen_name': 'SilviaScaglione', 'name': 'silvia scaglione', 'id': 1189932920, 'id_str': '1189932920', 'indices': [24, 40]}, {'screen_name': 'React4life1', 'name': 'React4life', 'id': 1062616281512325120, 'id_str': '1062616281512325120', 'indices': [41, 53]}, {'screen_name': 'fet_eu', 'name': 'FET_EU', 'id': 122458732, 'id_str': '122458732', 'indices': [54, 61]}, {'screen_name': 'BET_Solutions', 'name': 'BET Solutions', 'id': 4395281601, 'id_str': '4395281601', 'indices': [62, 76]}, {'screen_name': 'UniBasel_en', 'name': 'University of Basel', 'id': 956952775, 'id_str': '956952775', 'indices': [77, 89]}, {'screen_name': 'MaastrichtU', 'name': 'MaastrichtUniversity', 'id': 516474576, 'id_str': '516474576', 'indices': [90, 102]}, {'screen_name': 'CITC_Ltd', 'name': 'CITC Ltd', 'id': 837972914800586755, 'id_str': '837972914800586755', 'indices': [103, 112]}, {'screen_name': 'StampaCnr', 'name': 'Ufficio Stampa Cnr', 'id': 4289404586, 'id_str': '4289404586', 'indices': [113, 123]}, {'screen_name': 'ErasmusMC', 'name': 'Erasmus MC', 'id': 57046824, 'id_str': '57046824', 'indices': [151, 161]}, {'screen_name': 'breast2bone', 'name': 'B2B', 'id': 1041979844911878145, 'id_str': '1041979844911878145', 'indices': [179, 191]}, {'screen_name': 'SilviaScaglione', 'name': 'silvia scaglione', 'id': 1189932920, 'id_str': '1189932920', 'indices': [226, 242]}, {'screen_name': 'StampaCnr', 'name': 'Ufficio Stampa Cnr', 'id': 4289404586, 'id_str': '4289404586', 'indices': [268, 278]}]",[],en,recent,3084192196,3084192196,laura martinelli,martinelli7512,,"curios, passionate, views are my own, #science #innovation #society",https://t.co/7xItPMIwup,"[{'url': 'https://t.co/7xItPMIwup', 'expanded_url': 'http://www.insrl.eu', 'display_url': 'insrl.eu', 'indices': [0, 23]}]",[],False,148,360,3,Tue Mar 10 14:56:49 +0000 2015,853,,,False,False,865,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/866651320236863489/U3nLwlVw_normal.jpg,https://pbs.twimg.com/profile_images/866651320236863489/U3nLwlVw_normal.jpg,https://pbs.twimg.com/profile_banners/3084192196/1495460970,E81C4F,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Thu Jan 23 07:17:01 +0000 2020,1220244026013646848,1220244026013646848,@FundacionBBVA @DMSabatini @biozentrum @WhiteheadInst @UniBasel_en Congratulations!,False,"[67, 83]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2199418861792788e+18,1219941886179278849,3389486200.0,3389486200,FundacionBBVA,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'FundacionBBVA', 'name': 'Fundación BBVA', 'id': 3389486200, 'id_str': '3389486200', 'indices': [0, 14]}, {'screen_name': 'DMSabatini', 'name': 'David M. Sabatini', 'id': 986185758, 'id_str': '986185758', 'indices': [15, 26]}, {'screen_name': 'biozentrum', 'name': 'Biozentrum Basel', 'id': 133623011, 'id_str': '133623011', 'indices': [27, 38]}, {'screen_name': 'WhiteheadInst', 'name': 'Whitehead Institute', 'id': 835828592, 'id_str': '835828592', 'indices': [39, 53]}, {'screen_name': 'UniBasel_en', 'name': 'University of Basel', 'id': 956952775, 'id_str': '956952775', 'indices': [54, 66]}]",[],en,recent,439530232,439530232,Christoph Schmitt,SchmittChr,"Berlin, Germany","Chief Editor of Nature Metabolism (@NatMetabolism). Interested in science, technology, games, music. Father of two. All views are my own.",,,[],False,1548,236,6,Sat Dec 17 22:14:03 +0000 2011,318,,,False,False,338,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1025102197342781440/hx8oYOdJ_normal.jpg,https://pbs.twimg.com/profile_images/1025102197342781440/hx8oYOdJ_normal.jpg,,0F0000,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Tue Jan 21 23:05:41 +0000 2020,1219757988199702528,1219757988199702528,Terrific event! I loved the crowd and that I even didn’t get close to the apéro! Awesome questions and discussions! @basel @UniBasel_en @baseltourism #aging #age #elegans,False,"[0, 170]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,7,False,False,en,"[{'text': 'aging', 'indices': [150, 156]}, {'text': 'age', 'indices': [157, 161]}, {'text': 'elegans', 'indices': [162, 170]}]",[],"[{'screen_name': 'Basel', 'name': 'βαsεl', 'id': 7360, 'id_str': '7360', 'indices': [116, 122]}, {'screen_name': 'UniBasel_en', 'name': 'University of Basel', 'id': 956952775, 'id_str': '956952775', 'indices': [123, 135]}, {'screen_name': 'baseltourism', 'name': 'Basel', 'id': 165793950, 'id_str': '165793950', 'indices': [136, 149]}]",[],en,recent,1043936774937083904,1043936774937083904,The Spang Lab,Spang_Lab,Basel,"We are scientists interested in understanding the basics of how a cell, the building block of our body, works.",https://t.co/ylEdYLCZUE,"[{'url': 'https://t.co/ylEdYLCZUE', 'expanded_url': 'https://www.biozentrum.unibas.ch/research/researchgroups/overview/unit/spang/research-group-anne-spa', 'display_url': 'biozentrum.unibas.ch/research/resea…', 'indices': [0, 23]}]",[],False,147,8,3,Sun Sep 23 18:54:57 +0000 2018,10,,,False,False,45,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1043941210170232832/GtZljrlZ_normal.jpg,https://pbs.twimg.com/profile_images/1043941210170232832/GtZljrlZ_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
