,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.place
26,Thu Jan 23 17:41:20 +0000 2020,1220401141512409088,1220401141512409088,@fmlesliegd @UCIrvineGD @UCIrvine I would love to see this happen!!! I'm waking to work with this person to see it happen too.,False,"[34, 126]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2203916891493048e+18,1220391689149304834,7.526189326668227e+17,752618932666822657,fmlesliegd,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'fmlesliegd', 'name': 'Frances Leslie Gonzalez', 'id': 752618932666822657, 'id_str': '752618932666822657', 'indices': [0, 11]}, {'screen_name': 'UCIrvineGD', 'name': 'UCI GraduateDivision', 'id': 197207263, 'id_str': '197207263', 'indices': [12, 23]}, {'screen_name': 'UCIrvine', 'name': 'UC Irvine', 'id': 19669207, 'id_str': '19669207', 'indices': [24, 33]}]",[],en,recent,975164629071441920,975164629071441920,Janielle Vidal,JanSVidal,"Irvine, CA",🇯🇲 UCI PhD Candidate in Environmental Health Sciences 👩🏾‍🔬. Science Policy  and Environmental Justice advocate. San Antonio Spurs Fan🏀#WOCinSTEM,,,[],False,199,298,1,Sun Mar 18 00:19:00 +0000 2018,1968,,,True,False,936,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1054177788184252416/5N6mOMRZ_normal.jpg,https://pbs.twimg.com/profile_images/1054177788184252416/5N6mOMRZ_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Thu Jan 23 17:03:47 +0000 2020,1220391689149304834,1220391689149304834,@JanSVidal @UCIrvineGD @UCIrvine I believe that one of my former graduate students did a #financialliteracy workshop this summer for Competitive Edge.  He's willing to do more.,False,"[33, 176]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2203762282065265e+18,1220376228206526464,9.751646290714419e+17,975164629071441920,JanSVidal,,,,,False,0,1,False,False,en,"[{'text': 'financialliteracy', 'indices': [89, 107]}]",[],"[{'screen_name': 'JanSVidal', 'name': 'Janielle Vidal', 'id': 975164629071441920, 'id_str': '975164629071441920', 'indices': [0, 10]}, {'screen_name': 'UCIrvineGD', 'name': 'UCI GraduateDivision', 'id': 197207263, 'id_str': '197207263', 'indices': [11, 22]}, {'screen_name': 'UCIrvine', 'name': 'UC Irvine', 'id': 19669207, 'id_str': '19669207', 'indices': [23, 32]}]",[],en,recent,752618932666822657,752618932666822657,Frances Leslie Gonzalez,fmlesliegd,"Irvine,  CA ","neuroscientist at UC Irvine, #pharmacology #addiction #neuroscience #adolescence #career #inclusion #womeninSTEM #gradlife",,,[],False,1146,1069,32,Mon Jul 11 21:41:51 +0000 2016,12975,,,True,False,4428,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1191025313985249282/pnMhUMcy_normal.jpg,https://pbs.twimg.com/profile_images/1191025313985249282/pnMhUMcy_normal.jpg,https://pbs.twimg.com/profile_banners/752618932666822657/1468345888,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Thu Jan 23 16:02:20 +0000 2020,1220376228206526464,1220376228206526464,"If this happens at UCI, please let me know but for the most part, I'm unaware. I understand investments are a personal thing but #financialliteracy can be a daunting task and does not have to be undertaken alone @UCIrvineGD @UCIrvine",False,"[0, 233]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2203762274725028e+18,1220376227472502784,9.751646290714419e+17,975164629071441920,JanSVidal,,,,,False,0,0,False,False,en,"[{'text': 'financialliteracy', 'indices': [129, 147]}]",[],"[{'screen_name': 'UCIrvineGD', 'name': 'UCI GraduateDivision', 'id': 197207263, 'id_str': '197207263', 'indices': [212, 223]}, {'screen_name': 'UCIrvine', 'name': 'UC Irvine', 'id': 19669207, 'id_str': '19669207', 'indices': [224, 233]}]",[],en,recent,975164629071441920,975164629071441920,Janielle Vidal,JanSVidal,"Irvine, CA",🇯🇲 UCI PhD Candidate in Environmental Health Sciences 👩🏾‍🔬. Science Policy  and Environmental Justice advocate. San Antonio Spurs Fan🏀#WOCinSTEM,,,[],False,199,298,1,Sun Mar 18 00:19:00 +0000 2018,1968,,,True,False,936,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1054177788184252416/5N6mOMRZ_normal.jpg,https://pbs.twimg.com/profile_images/1054177788184252416/5N6mOMRZ_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Thu Jan 23 15:25:48 +0000 2020,1220367031981076480,1220367031981076480,"RT @UCIrvine: Michael Dennin, Vice Provost @UCIovptl on thriving  at UCI: What does it mean to show people to learn from failure? If you ar…",False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'UCIrvine', 'name': 'UC Irvine', 'id': 19669207, 'id_str': '19669207', 'indices': [3, 12]}, {'screen_name': 'UCIovptl', 'name': 'OVPTL', 'id': 712332108551729152, 'id_str': '712332108551729152', 'indices': [43, 52]}]",[],en,recent,712332108551729152,712332108551729152,OVPTL,UCIovptl,"Irvine, CA","The Office of the Vice Provost for Teaching and Learning (OVPTL) oversees Undergraduate Education at UCI, working with academic units to ensure student success.",https://t.co/cnQdbeMdbz,"[{'url': 'https://t.co/cnQdbeMdbz', 'expanded_url': 'http://ovptl.uci.edu', 'display_url': 'ovptl.uci.edu', 'indices': [0, 23]}]",[],False,624,904,15,Tue Mar 22 17:36:23 +0000 2016,4865,,,True,False,2357,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/725474614608945153/-PeZlSCe_normal.jpg,https://pbs.twimg.com/profile_images/725474614608945153/-PeZlSCe_normal.jpg,https://pbs.twimg.com/profile_banners/712332108551729152/1461801663,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,Thu Jan 16 19:43:42 +0000 2020,1.2178952209787126e+18,1217895220978712576,"Michael Dennin, Vice Provost @UCIovptl on thriving  at UCI: What does it mean to show people to learn from failure? If you aren’t allowed space for mistakes, you won’t find your passion. We don’t always help our students understand that mistakes are OK. #actforinclusion",False,"[0, 270]","[{'text': 'actforinclusion', 'indices': [254, 270]}]",[],"[{'screen_name': 'UCIovptl', 'name': 'OVPTL', 'id': 712332108551729152, 'id_str': '712332108551729152', 'indices': [29, 38]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,19669207.0,19669207,UC Irvine,UCIrvine,"Irvine, Calif.","The official Twitter account for the University of California, Irvine. 🐜🍴💙💛 #UCIPride",https://t.co/57FFmDgnxW,"[{'url': 'https://t.co/57FFmDgnxW', 'expanded_url': 'http://www.uci.edu', 'display_url': 'uci.edu', 'indices': [0, 23]}]",[],False,64614.0,528.0,709.0,Wed Jan 28 19:13:26 +0000 2009,82768.0,,,True,True,11178.0,,False,False,False,0064A4,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1180149528126582784/u0DOYTqz_normal.jpg,https://pbs.twimg.com/profile_images/1180149528126582784/u0DOYTqz_normal.jpg,https://pbs.twimg.com/profile_banners/19669207/1570204549,0084B4,FFFFFF,FCF7C5,333333,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,False,1.0,6.0,False,False,en,
32,Thu Jan 23 12:02:50 +0000 2020,1220315952681754624,1220315952681754624,"Our panel chairs will include: Dr. Oceane Zubeldia (@IRSEM1), Pr. Daniel Brunstetter (@UCIrvine), Dr. @amelie_theussen (@CWSWarStudies), Dr. @vckeating  (CWS, SDU), Pr. Jean-Vincent Holeindre (@AfriThucy) and Pr. @Olivier1Schmitt (CWS, SDU). Many thanks to them!",False,"[0, 262]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2203149725652541e+18,1220314972565254144,1676105197.0,1676105197,Marie_Robin_,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'IRSEM1', 'name': 'IRSEM', 'id': 326677349, 'id_str': '326677349', 'indices': [52, 59]}, {'screen_name': 'UCIrvine', 'name': 'UC Irvine', 'id': 19669207, 'id_str': '19669207', 'indices': [86, 95]}, {'screen_name': 'amelie_theussen', 'name': 'Amelie Theussen', 'id': 765175335956672512, 'id_str': '765175335956672512', 'indices': [102, 118]}, {'screen_name': 'CWSWarStudies', 'name': 'CWS - War Studies', 'id': 837658502982164480, 'id_str': '837658502982164480', 'indices': [120, 134]}, {'screen_name': 'vckeating', 'name': 'Vincent Keating', 'id': 1510662235, 'id_str': '1510662235', 'indices': [141, 151]}, {'screen_name': 'AfriThucy', 'name': 'Centre Thucydide / AFRI', 'id': 3092457467, 'id_str': '3092457467', 'indices': [193, 203]}, {'screen_name': 'Olivier1Schmitt', 'name': 'Olivier Schmitt', 'id': 431535920, 'id_str': '431535920', 'indices': [213, 229]}]",[],en,recent,1676105197,1676105197,Marie Robin,Marie_Robin_,"Paris, France",PhD candidate in political science - @AssasParis2 and @CWSWarStudies. RTs not endorsements,,,[],False,366,1061,2,Fri Aug 16 16:06:08 +0000 2013,1296,,,False,False,505,,False,False,False,89C9FA,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1078996042430009344/chRpLxDQ_normal.jpg,https://pbs.twimg.com/profile_images/1078996042430009344/chRpLxDQ_normal.jpg,https://pbs.twimg.com/profile_banners/1676105197/1433424405,3B94D9,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Thu Jan 23 03:54:27 +0000 2020,1220193047935275009,1220193047935275009,@btlamb @Model_ad_alz @IUMedSchool @gwcarter @garethhowell10 @stforner @jacksonlab @PittTweet @Sagebio @UCIrvine @NeurosciStark Appreciate being part of it,False,"[128, 155]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2201787029375754e+18,1220178702937575425,20343440.0,20343440,btlamb,,,,,False,0,4,False,False,en,[],[],"[{'screen_name': 'btlamb', 'name': 'Bruce Lamb', 'id': 20343440, 'id_str': '20343440', 'indices': [0, 7]}, {'screen_name': 'Model_ad_alz', 'name': 'MODEL-AD', 'id': 843812358841622528, 'id_str': '843812358841622528', 'indices': [8, 21]}, {'screen_name': 'IUMedSchool', 'name': 'IU Medicine', 'id': 31742031, 'id_str': '31742031', 'indices': [22, 34]}, {'screen_name': 'gwcarter', 'name': 'Greg Carter', 'id': 21048097, 'id_str': '21048097', 'indices': [35, 44]}, {'screen_name': 'garethhowell10', 'name': 'Gareth Howell', 'id': 3982411995, 'id_str': '3982411995', 'indices': [45, 60]}, {'screen_name': 'stforner', 'name': 'Stefania Forner, PhD', 'id': 162893753, 'id_str': '162893753', 'indices': [61, 70]}, {'screen_name': 'jacksonlab', 'name': 'The Jackson Laboratory', 'id': 46485024, 'id_str': '46485024', 'indices': [71, 82]}, {'screen_name': 'PittTweet', 'name': 'University of Pittsburgh', 'id': 68503423, 'id_str': '68503423', 'indices': [83, 93]}, {'screen_name': 'Sagebio', 'name': 'Sage Bionetworks', 'id': 130579391, 'id_str': '130579391', 'indices': [94, 102]}, {'screen_name': 'UCIrvine', 'name': 'UC Irvine', 'id': 19669207, 'id_str': '19669207', 'indices': [103, 112]}, {'screen_name': 'NeurosciStark', 'name': 'Stark Neuroscience Institute', 'id': 950372164741599232, 'id_str': '950372164741599232', 'indices': [113, 127]}]",[],en,recent,20521523,20521523,mette (abrahamsen) peters,amapeters,"Bainbridge Island, WA",Director of neuroscience data management @Sagebio - opinions are my own 🧠 🇳🇴 🇺🇸,,,[],False,130,558,3,Tue Feb 10 15:56:39 +0000 2009,360,,,False,False,350,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/694300911544348672/nyPPdSmz_normal.png,https://pbs.twimg.com/profile_images/694300911544348672/nyPPdSmz_normal.png,https://pbs.twimg.com/profile_banners/20521523/1579834091,7FDBB6,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Thu Jan 23 02:59:31 +0000 2020,1220179224113418240,1220179224113418240,@btlamb @Model_ad_alz @IUMedSchool @gwcarter @garethhowell10 @stforner @jacksonlab @PittTweet @Sagebio @UCIrvine @NeurosciStark What an amazing team !,False,"[128, 150]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2201787029375754e+18,1220178702937575425,20343440.0,20343440,btlamb,,,,,False,0,5,False,False,en,[],[],"[{'screen_name': 'btlamb', 'name': 'Bruce Lamb', 'id': 20343440, 'id_str': '20343440', 'indices': [0, 7]}, {'screen_name': 'Model_ad_alz', 'name': 'MODEL-AD', 'id': 843812358841622528, 'id_str': '843812358841622528', 'indices': [8, 21]}, {'screen_name': 'IUMedSchool', 'name': 'IU Medicine', 'id': 31742031, 'id_str': '31742031', 'indices': [22, 34]}, {'screen_name': 'gwcarter', 'name': 'Greg Carter', 'id': 21048097, 'id_str': '21048097', 'indices': [35, 44]}, {'screen_name': 'garethhowell10', 'name': 'Gareth Howell', 'id': 3982411995, 'id_str': '3982411995', 'indices': [45, 60]}, {'screen_name': 'stforner', 'name': 'Stefania Forner, PhD', 'id': 162893753, 'id_str': '162893753', 'indices': [61, 70]}, {'screen_name': 'jacksonlab', 'name': 'The Jackson Laboratory', 'id': 46485024, 'id_str': '46485024', 'indices': [71, 82]}, {'screen_name': 'PittTweet', 'name': 'University of Pittsburgh', 'id': 68503423, 'id_str': '68503423', 'indices': [83, 93]}, {'screen_name': 'Sagebio', 'name': 'Sage Bionetworks', 'id': 130579391, 'id_str': '130579391', 'indices': [94, 102]}, {'screen_name': 'UCIrvine', 'name': 'UC Irvine', 'id': 19669207, 'id_str': '19669207', 'indices': [103, 112]}, {'screen_name': 'NeurosciStark', 'name': 'Stark Neuroscience Institute', 'id': 950372164741599232, 'id_str': '950372164741599232', 'indices': [113, 127]}]",[],en,recent,4001272947,4001272947,beth stevens,stevens1lab,"Boston, MA","Neuroscientist studying Glia, Synapses, and Neural - immune interactions; caffeine addict, wine enthusiast",https://t.co/xscnIHpULk,"[{'url': 'https://t.co/xscnIHpULk', 'expanded_url': 'http://stevenslab.org', 'display_url': 'stevenslab.org', 'indices': [0, 23]}]",[],False,5455,1011,41,Tue Oct 20 10:32:21 +0000 2015,1850,,,True,False,953,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1109234210680778752/MKXHqvFm_normal.jpg,https://pbs.twimg.com/profile_images/1109234210680778752/MKXHqvFm_normal.jpg,https://pbs.twimg.com/profile_banners/4001272947/1512065132,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Thu Jan 23 00:26:06 +0000 2020,1220140614106222593,1220140614106222593,@HER_storian @UCIHumanities @UCIEnglish @ldelanyu @jodyservon @UCIrvine @UofCalifornia @UCIIllumination I’m so there!,False,"[104, 117]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.219932621389435e+18,1219932621389434881,8.602503980571566e+17,860250398057156608,HER_storian,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'HER_storian', 'name': 'Stephanie Narrow', 'id': 860250398057156608, 'id_str': '860250398057156608', 'indices': [0, 12]}, {'screen_name': 'UCIHumanities', 'name': 'UCI Humanities', 'id': 1601841654, 'id_str': '1601841654', 'indices': [13, 27]}, {'screen_name': 'UCIEnglish', 'name': 'The English Department at UC Irvine', 'id': 953751905028591616, 'id_str': '953751905028591616', 'indices': [28, 39]}, {'screen_name': 'ldelanyu', 'name': 'Lorene Delany-Ullman', 'id': 359770802, 'id_str': '359770802', 'indices': [40, 49]}, {'screen_name': 'jodyservon', 'name': 'Jody Servon', 'id': 79495446, 'id_str': '79495446', 'indices': [50, 61]}, {'screen_name': 'UCIrvine', 'name': 'UC Irvine', 'id': 19669207, 'id_str': '19669207', 'indices': [62, 71]}, {'screen_name': 'UofCalifornia', 'name': 'UC', 'id': 89793645, 'id_str': '89793645', 'indices': [72, 86]}, {'screen_name': 'UCIIllumination', 'name': 'UCI Illuminations', 'id': 3750730350, 'id_str': '3750730350', 'indices': [87, 103]}]",[],en,recent,61547124,61547124,Olivia Humphrey,Olivia_Humph3,"irvine, CA",History PhD student at UC Irvine. Coffee addict and football (read: soccer) fan.,,,[],False,197,360,4,Thu Jul 30 17:37:03 +0000 2009,1025,,,True,False,823,,False,False,False,EBEBEB,http://abs.twimg.com/images/themes/theme7/bg.gif,https://abs.twimg.com/images/themes/theme7/bg.gif,False,http://pbs.twimg.com/profile_images/1189764553736966144/21fA-fUN_normal.jpg,https://pbs.twimg.com/profile_images/1189764553736966144/21fA-fUN_normal.jpg,https://pbs.twimg.com/profile_banners/61547124/1380385968,990000,DFDFDF,F3F3F3,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Wed Jan 22 21:01:21 +0000 2020,1220089090286055424,1220089090286055424,RT @UCIEEB: Congratulations to @UCIrvine EEB PhD student @SymbiontSam for winning the Mary Rice Best Oral Student Presentation award at #si…,False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,3,0,False,False,en,[],[],"[{'screen_name': 'UCIEEB', 'name': 'UCI Ecology and Evolutionary Biol', 'id': 1008763527576686593, 'id_str': '1008763527576686593', 'indices': [3, 10]}, {'screen_name': 'UCIrvine', 'name': 'UC Irvine', 'id': 19669207, 'id_str': '19669207', 'indices': [31, 40]}, {'screen_name': 'SymbiontSam', 'name': 'Samuel Bedgood', 'id': 1078356304123625477, 'id_str': '1078356304123625477', 'indices': [57, 69]}]",[],en,recent,976878775471345670,976878775471345670,Matt Bracken,BrackenLab,"Irvine, CA",Marine biodiversity lab @UCIEEB @UCIBioSci @UCIrvine | He / Him | Alaska grown | Tweets my own,https://t.co/wxpEiqTOGd,"[{'url': 'https://t.co/wxpEiqTOGd', 'expanded_url': 'http://faculty.sites.uci.edu/biodiversity/', 'display_url': 'faculty.sites.uci.edu/biodiversity/', 'indices': [0, 23]}]",[],False,1125,645,10,Thu Mar 22 17:50:24 +0000 2018,20414,,,False,False,3456,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1129476969609826304/pwP7JBDn_normal.png,https://pbs.twimg.com/profile_images/1129476969609826304/pwP7JBDn_normal.png,https://pbs.twimg.com/profile_banners/976878775471345670/1521745832,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,Wed Jan 22 20:15:51 +0000 2020,1.2200776370343772e+18,1220077637034377216,"Congratulations to @UCIrvine EEB PhD student @SymbiontSam for winning the Mary Rice Best Oral Student Presentation award at #sicb2020!

Talk entitled: “Making it Big and Losing Friends: Algal Symbiont Contributions are Shaped by Sea Anemone Life History”",False,"[0, 254]","[{'text': 'sicb2020', 'indices': [124, 133]}]",[],"[{'screen_name': 'UCIrvine', 'name': 'UC Irvine', 'id': 19669207, 'id_str': '19669207', 'indices': [19, 28]}, {'screen_name': 'SymbiontSam', 'name': 'Samuel Bedgood', 'id': 1078356304123625477, 'id_str': '1078356304123625477', 'indices': [45, 57]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,1.0087635275766866e+18,1008763527576686593,UCI Ecology and Evolutionary Biol,UCIEEB,"Irvine, CA",Department of Ecology and Evolutionary Biology @UCIrvine 🦈🌼🍄🌎🧬,https://t.co/4nG4BATxDs,"[{'url': 'https://t.co/4nG4BATxDs', 'expanded_url': 'https://ecoevo.bio.uci.edu/', 'display_url': 'ecoevo.bio.uci.edu', 'indices': [0, 23]}]",[],False,927.0,1106.0,4.0,Mon Jun 18 17:29:01 +0000 2018,3660.0,,,False,False,1417.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1064348260997812224/6Gx6Ed6__normal.jpg,https://pbs.twimg.com/profile_images/1064348260997812224/6Gx6Ed6__normal.jpg,https://pbs.twimg.com/profile_banners/1008763527576686593/1530420779,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,False,3.0,20.0,False,False,en,
51,Wed Jan 22 20:15:51 +0000 2020,1220077637034377216,1220077637034377216,"Congratulations to @UCIrvine EEB PhD student @SymbiontSam for winning the Mary Rice Best Oral Student Presentation award at #sicb2020!

Talk entitled: “Making it Big and Losing Friends: Algal Symbiont Contributions are Shaped by Sea Anemone Life History”",False,"[0, 254]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,3,20,False,False,en,"[{'text': 'sicb2020', 'indices': [124, 133]}]",[],"[{'screen_name': 'UCIrvine', 'name': 'UC Irvine', 'id': 19669207, 'id_str': '19669207', 'indices': [19, 28]}, {'screen_name': 'SymbiontSam', 'name': 'Samuel Bedgood', 'id': 1078356304123625477, 'id_str': '1078356304123625477', 'indices': [45, 57]}]",[],en,recent,1008763527576686593,1008763527576686593,UCI Ecology and Evolutionary Biol,UCIEEB,"Irvine, CA",Department of Ecology and Evolutionary Biology @UCIrvine 🦈🌼🍄🌎🧬,https://t.co/4nG4BATxDs,"[{'url': 'https://t.co/4nG4BATxDs', 'expanded_url': 'https://ecoevo.bio.uci.edu/', 'display_url': 'ecoevo.bio.uci.edu', 'indices': [0, 23]}]",[],False,927,1106,4,Mon Jun 18 17:29:01 +0000 2018,3660,,,False,False,1417,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1064348260997812224/6Gx6Ed6__normal.jpg,https://pbs.twimg.com/profile_images/1064348260997812224/6Gx6Ed6__normal.jpg,https://pbs.twimg.com/profile_banners/1008763527576686593/1530420779,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
