,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
0,Tue Jan 21 13:40:31 +0000 2020,1219615763067174912,1219615763067174912,@ZINClick @UniAvogadro Thank you Alberto! My pleasure.,False,"[23, 54]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1219608212011397121,1219608212011397121,1682575788,1682575788,ZINClick,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'ZINClick', 'name': 'ZINClick', 'id': 1682575788, 'id_str': '1682575788', 'indices': [0, 9]}, {'screen_name': 'UniAvogadro', 'name': 'UPO - Università', 'id': 1595334888, 'id_str': '1595334888', 'indices': [10, 22]}]",[],en,recent,631398790,631398790,Silvia Giordani,giordanisilvia,"Dublin City, Ireland","Professor of Nanomaterials @DublinCityUni, STEMinist, L’Oréal-UNESCO FWIS alumna, passionate about science, art, music and communication! (views are my own)",,[],False,468,567,10,Mon Jul 09 20:29:26 +0000 2012,1237,,,True,False,681,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1133816835344916481/2gGci0t8_normal.jpg,https://pbs.twimg.com/profile_images/1133816835344916481/2gGci0t8_normal.jpg,https://pbs.twimg.com/profile_banners/631398790/1558175392,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,b6761f22f568b61e,https://api.twitter.com/1.1/geo/id/b6761f22f568b61e.json,city,Novara,"Novara, Piemonte",IT,Italy,[],Polygon,"[[[8.5292625, 45.3815617], [8.7034828, 45.3815617], [8.7034828, 45.5051299], [8.5292625, 45.5051299]]]"
