,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type
1,Wed Jan 22 15:55:45 +0000 2020,1220012180592001025,1220012180592001025,"@uofg @CamGuthrie @UofGuelphNews I received my high school diploma, my college diploma and my u of g degree all from Linc!!  He even remembered me by the 3rd time...at conviction he said ""ahhh my big buddy from Hamilton, congratulations young man"". He was a great great man!!",False,"[33, 275]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1219731667310522372,1219731667310522372,16134692,16134692,uofg,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'uofg', 'name': 'University of Guelph', 'id': 16134692, 'id_str': '16134692', 'indices': [0, 5]}, {'screen_name': 'CamGuthrie', 'name': 'Mayor Cam Guthrie', 'id': 33074382, 'id_str': '33074382', 'indices': [6, 17]}, {'screen_name': 'UofGuelphNews', 'name': 'University of Guelph News', 'id': 709447592468463617, 'id_str': '709447592468463617', 'indices': [18, 32]}]",[],en,recent,49075665,49075665,Cameron McNaughton,cammer20,"Guelph, ON","Father, U of G Alum, BMO Mortgage Specialist, retired tendy, Hamilton native. My tweets are my thoughts and mine alone.",,[],False,250,475,6,Sat Jun 20 18:27:32 +0000 2009,9521,,,False,False,8857,,False,False,False,C6E2EE,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,False,http://pbs.twimg.com/profile_images/1206600997713465345/itV-HZbI_normal.jpg,https://pbs.twimg.com/profile_images/1206600997713465345/itV-HZbI_normal.jpg,https://pbs.twimg.com/profile_banners/49075665/1495124378,1F98C7,C6E2EE,DAECF4,663B12,True,False,False,False,False,False,False,none
