,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,user.profile_banner_url
2,Tue Jan 21 20:07:50 +0000 2020,1219713233092825089,1219713233092825089,@carynheldt @michigantech @mturesearch Too much different to Moroccan weather🌅 but it seems you are having fun  😁,False,"[39, 113]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.219642051798741e+18,1219642051798740994,2696797824.0,2696797824,carynheldt,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'carynheldt', 'name': 'Caryn Heldt', 'id': 2696797824, 'id_str': '2696797824', 'indices': [0, 11]}, {'screen_name': 'michigantech', 'name': 'Michigan Tech', 'id': 15135543, 'id_str': '15135543', 'indices': [12, 25]}, {'screen_name': 'mturesearch', 'name': 'MTU Research', 'id': 3416072949, 'id_str': '3416072949', 'indices': [26, 38]}]",[],en,recent,57641456,57641456,Hajar✨,b_Haajar,Morocco,"IT PhD Scientist #WomenInTech👩🏽‍💻Addicted to be #Optimistic🙋🏽‍♀️#OpenMinded #Leadership potential👩🏽‍🏫interested in #Peace✌ #Success🏆
#WomenOfColor👩🏽‍",https://t.co/E7mzZensgz,[],False,468,1019,93,Fri Jul 17 13:24:33 +0000 2009,3806,,,True,False,1806,,False,False,False,000000,http://abs.twimg.com/images/themes/theme8/bg.gif,https://abs.twimg.com/images/themes/theme8/bg.gif,False,http://pbs.twimg.com/profile_images/945285588395155456/wsn5gIxb_normal.jpg,https://pbs.twimg.com/profile_images/945285588395155456/wsn5gIxb_normal.jpg,000080,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/E7mzZensgz', 'expanded_url': 'https://www.linkedin.com/in/bhajar/', 'display_url': 'linkedin.com/in/bhajar/', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/57641456/1514730132
