,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,place,user.entities.url.urls
4,Fri Jan 24 03:02:35 +0000 2020,1220542384989016064,1220542384989016064,@UICFlamesMBB @deebrown11 Dee is the man! #IlliniLegend #Dee4Three,False,"[26, 66]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220531640050516e+18,1220531640050515968,743680266.0,743680266,UICFlamesMBB,,,,False,0,1,False,False,en,"[{'text': 'IlliniLegend', 'indices': [42, 55]}, {'text': 'Dee4Three', 'indices': [56, 66]}]",[],"[{'screen_name': 'UICFlamesMBB', 'name': 'UIC FL🔥MES 🏀', 'id': 743680266, 'id_str': '743680266', 'indices': [0, 13]}, {'screen_name': 'deebrown11', 'name': 'Coach Dee Brown', 'id': 57417006, 'id_str': '57417006', 'indices': [14, 25]}]",[],en,recent,570945124,570945124,Tate Hedgespeth,TateHedge,"Loveland, CO","Former High School Basketball and Track & Field Coach, Colorado State University alumni, and University of Illinois fanatic!",,[],False,607,593,10,Fri May 04 15:58:35 +0000 2012,76865,,,True,False,4556,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/979926592775270405/R8x0FxOF_normal.jpg,https://pbs.twimg.com/profile_images/979926592775270405/R8x0FxOF_normal.jpg,https://pbs.twimg.com/profile_banners/570945124/1574311687,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,
