,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,user.profile_banner_url,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
0,Sat Jan 25 22:24:12 +0000 2020,1221197102530932736,1221197102530932736,@btc is way behind @eth.  I could not trade bitcoin for ether in a decentralized manner.  @btc needs to catch up.,False,"[0, 113]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,8.771557377132093e+17,877155737713209344,btc,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'btc', 'name': 'Bitcoin', 'id': 877155737713209344, 'id_str': '877155737713209344', 'indices': [0, 4]}, {'screen_name': 'ETH', 'name': 'ETH Zürich', 'id': 202806809, 'id_str': '202806809', 'indices': [19, 23]}, {'screen_name': 'btc', 'name': 'Bitcoin', 'id': 877155737713209344, 'id_str': '877155737713209344', 'indices': [90, 94]}]",[],en,recent,3084134292,3084134292,EdiTwoOhFour,Edi2041yes,,student of LIFE...expected graduation 6/2080,,[],False,12,81,0,Sun Mar 15 08:36:08 +0000 2015,381,,,False,False,231,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/577026375112093696/qQl1GDkX_normal.jpeg,https://pbs.twimg.com/profile_images/577026375112093696/qQl1GDkX_normal.jpeg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sat Jan 25 10:29:43 +0000 2020,1221017296342343680,1221017296342343680,This new manipulator is created by @ETH @ETH_en Pioneer Fellow Marcel Schuck.,False,"[0, 77]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2210168408115036e+18,1221016840811503616,1.0954006552279409e+18,1095400655227940864,Scixp,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'ETH', 'name': 'ETH Zürich', 'id': 202806809, 'id_str': '202806809', 'indices': [35, 39]}, {'screen_name': 'ETH_en', 'name': 'ETH Zurich', 'id': 204279080, 'id_str': '204279080', 'indices': [40, 47]}]",[],en,recent,1095400655227940864,1095400655227940864,Scientifically Explained,Scixp,55 Mil. Light Years from M87,"Electrical Engineer w/ Major in Power & Electronics, Science Education YouTuber, Artist, Athlete. And I absosciencinglutely love Physics humour.",https://t.co/WKcgRItfWi,[],False,179,295,3,Tue Feb 12 19:14:02 +0000 2019,6269,,,False,False,3040,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1219916664365559809/a9N0D0Dz_normal.jpg,https://pbs.twimg.com/profile_images/1219916664365559809/a9N0D0Dz_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/WKcgRItfWi', 'expanded_url': 'http://youtube.com/c/ScientificallyExplained', 'display_url': 'youtube.com/c/Scientifical…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/1095400655227940864/1579698853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Thu Jan 23 16:33:27 +0000 2020,1220384057105711105,1220384057105711105,@WSL_research @EPFL @ETH @empa @psi @ETH_Rat @DefrWbf @SBFI_CH @UZH_ch @uzh_president @MartinVetterli @Bundesrat_Bern @koni_steffen truly diverse environment 🤵‍♀️🤵 #valuegenderdiversity #genderdiversityisimportant,False,"[132, 213]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2203505045235098e+18,1220350504523509764,3402941374.0,3402941374,WSL_research,,,,,False,0,0,False,False,en,"[{'text': 'valuegenderdiversity', 'indices': [164, 185]}, {'text': 'genderdiversityisimportant', 'indices': [186, 213]}]",[],"[{'screen_name': 'WSL_research', 'name': 'WSL Umweltforschung', 'id': 3402941374, 'id_str': '3402941374', 'indices': [0, 13]}, {'screen_name': 'EPFL', 'name': 'EPFL', 'id': 108364911, 'id_str': '108364911', 'indices': [14, 19]}, {'screen_name': 'ETH', 'name': 'ETH Zürich', 'id': 202806809, 'id_str': '202806809', 'indices': [20, 24]}, {'screen_name': 'empa', 'name': 'Emir Dizdarevic', 'id': 15880646, 'id_str': '15880646', 'indices': [25, 30]}, {'screen_name': 'psi', 'name': 'JD Harrington', 'id': 1269, 'id_str': '1269', 'indices': [31, 35]}, {'screen_name': 'ETH_Rat', 'name': 'ETH-Rat', 'id': 940218735381696513, 'id_str': '940218735381696513', 'indices': [36, 44]}, {'screen_name': 'DefrWbf', 'name': 'WBF DEFR EAER', 'id': 1075730956936466437, 'id_str': '1075730956936466437', 'indices': [45, 53]}, {'screen_name': 'SBFI_CH', 'name': 'SBFI SEFRI SERI', 'id': 3223969787, 'id_str': '3223969787', 'indices': [54, 62]}, {'screen_name': 'UZH_ch', 'name': 'Universität Zürich', 'id': 384753474, 'id_str': '384753474', 'indices': [63, 70]}, {'screen_name': 'uzh_president', 'name': 'Michael Hengartner', 'id': 16350174, 'id_str': '16350174', 'indices': [71, 85]}, {'screen_name': 'MartinVetterli', 'name': 'Martin Vetterli', 'id': 2382286849, 'id_str': '2382286849', 'indices': [86, 101]}, {'screen_name': 'Bundesrat_Bern', 'name': 'Bundesrat Schweiz', 'id': 2212305481, 'id_str': '2212305481', 'indices': [102, 117]}, {'screen_name': 'koni_steffen', 'name': 'Konrad Steffen', 'id': 162984220, 'id_str': '162984220', 'indices': [118, 131]}]",[],en,recent,53064739,53064739,Martina Ulvrova,mulvr,"Zurich, Switzerland",H2020 MSC individual fellow. Earth science researcher at @ETH_ERDW. Woman in Science. Founding member of @team_dtrh. She/Her. 🇨🇿🇫🇷🇨🇭Views are mine.,,[],False,349,1460,4,Thu Jul 02 13:40:14 +0000 2009,739,,,False,False,1018,,False,False,False,A9D6D9,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,False,http://pbs.twimg.com/profile_images/1126144912519565314/XMcpjNN7_normal.png,https://pbs.twimg.com/profile_images/1126144912519565314/XMcpjNN7_normal.png,6699FF,C6E2EE,DAECF4,403439,True,False,False,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/53064739/1575410148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Thu Jan 23 15:05:24 +0000 2020,1220361898471968769,1220361898471968769,"@alpineedna @ETH @ERC_Research Congratulations, well deserved!!",False,"[31, 63]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2195665468189368e+18,1219566546818936832,3001893383.0,3001893383,alpineedna,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'alpineedna', 'name': 'Dr Kristy Deiner', 'id': 3001893383, 'id_str': '3001893383', 'indices': [0, 11]}, {'screen_name': 'ETH', 'name': 'ETH Zürich', 'id': 202806809, 'id_str': '202806809', 'indices': [12, 16]}, {'screen_name': 'ERC_Research', 'name': 'ERC Europe', 'id': 467551928, 'id_str': '467551928', 'indices': [17, 30]}]",[],en,recent,699372519602593792,699372519602593792,Manuel Muñoz,munozbiol,,"PhD student (Limnology), Traveler  and chilango perdido en algún lugar del mundo 🤔🌎  #eDNA #Limnology #AquaticEcology #Zooplankton",,[],False,31,109,0,Mon Feb 15 23:19:37 +0000 2016,261,,,False,False,138,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1088913714932301825/Y5yph-A7_normal.jpg,https://pbs.twimg.com/profile_images/1088913714932301825/Y5yph-A7_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/699372519602593792/1548452234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Thu Jan 23 10:41:04 +0000 2020,1220295375967440897,1220295375967440897,"RT @VideoAlchemists: We're very excited to be creating social videos for #Davos2020 this week, including some mind-boggling research from @…",False,"[0, 140]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,3,0,False,False,en,"[{'text': 'Davos2020', 'indices': [73, 83]}]",[],"[{'screen_name': 'VideoAlchemists', 'name': 'The Video Alchemists', 'id': 3981499875, 'id_str': '3981499875', 'indices': [3, 19]}]",[],en,recent,737428308,737428308,Benedict Ⓥ,BenFurness,Bristol,"International humanitarian, aspiring ethnobotanist, plant eater and #BritishEuropean. Comms. and fundraising for @phaseworldwide. Founder at Fire and Fir.",https://t.co/2DRnUxDyEx,[],False,195,154,4,Sat Aug 04 21:17:11 +0000 2012,726,,,True,False,2797,,False,False,False,000000,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,True,http://pbs.twimg.com/profile_images/1172587972249698305/_7XM69Ab_normal.jpg,https://pbs.twimg.com/profile_images/1172587972249698305/_7XM69Ab_normal.jpg,FF691F,000000,252429,666666,True,True,False,False,False,False,False,none,"[{'url': 'https://t.co/2DRnUxDyEx', 'expanded_url': 'http://fireandfir.tumblr.com', 'display_url': 'fireandfir.tumblr.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/737428308/1549740060,Wed Jan 22 18:58:47 +0000 2020,1.2200582444349071e+18,1220058244434907136,"We're very excited to be creating social videos for #Davos2020 this week, including some mind-boggling research from @ETH 🤯 #physics #ClimateChange",False,"[0, 147]","[{'text': 'Davos2020', 'indices': [52, 62]}, {'text': 'physics', 'indices': [124, 132]}, {'text': 'ClimateChange', 'indices': [133, 147]}]",[],"[{'screen_name': 'ETH', 'name': 'ETH Zürich', 'id': 202806809, 'id_str': '202806809', 'indices': [117, 121]}]",[],en,recent,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,3981499875.0,3981499875,The Video Alchemists,VideoAlchemists,"England, United Kingdom",Exceptional production services for corporates and commercials.,https://t.co/6ibIgftr51,"[{'url': 'https://t.co/6ibIgftr51', 'expanded_url': 'http://www.thevideoalchemists.com', 'display_url': 'thevideoalchemists.com', 'indices': [0, 23]}]",[],False,82.0,144.0,7.0,Sat Oct 17 19:04:11 +0000 2015,226.0,,,True,False,212.0,,False,False,False,FFCC4D,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/690243564006195204/-uzOaIm__normal.jpg,https://pbs.twimg.com/profile_images/690243564006195204/-uzOaIm__normal.jpg,https://pbs.twimg.com/profile_banners/3981499875/1453222782,FFCC2D,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,False,3.0,3.0,False,False,en,,,,,,,,,,
17,Wed Jan 22 13:51:43 +0000 2020,1219980966380429312,1219980966380429312,"@unige_int @unige_en @UNIGEnews @ETH @UZH_ch @Unispital_USZ Accelerare is a joint initiative by  @UNIGEnews, @ETH &amp;  @UZH_ch / @Unispital_USZ - BUT NOT an #NCCR and NOT funded by @snsf_ch  ... (not very professional ...)",False,"[60, 224]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2199741242122936e+18,1219974124212293633,1.1813052532596163e+18,1181305253259616258,unige_int,,,,,False,0,1,False,False,en,"[{'text': 'NCCR', 'indices': [159, 164]}]",[],"[{'screen_name': 'unige_int', 'name': 'UNIGE International', 'id': 1181305253259616258, 'id_str': '1181305253259616258', 'indices': [0, 10]}, {'screen_name': 'unige_en', 'name': 'UNIGE_en', 'id': 3345275435, 'id_str': '3345275435', 'indices': [11, 20]}, {'screen_name': 'UNIGEnews', 'name': 'Université de Genève', 'id': 157980214, 'id_str': '157980214', 'indices': [21, 31]}, {'screen_name': 'ETH', 'name': 'ETH Zürich', 'id': 202806809, 'id_str': '202806809', 'indices': [32, 36]}, {'screen_name': 'UZH_ch', 'name': 'Universität Zürich', 'id': 384753474, 'id_str': '384753474', 'indices': [37, 44]}, {'screen_name': 'Unispital_USZ', 'name': 'Unispital_USZ', 'id': 3163938257, 'id_str': '3163938257', 'indices': [45, 59]}, {'screen_name': 'UNIGEnews', 'name': 'Université de Genève', 'id': 157980214, 'id_str': '157980214', 'indices': [97, 107]}, {'screen_name': 'ETH', 'name': 'ETH Zürich', 'id': 202806809, 'id_str': '202806809', 'indices': [109, 113]}, {'screen_name': 'UZH_ch', 'name': 'Universität Zürich', 'id': 384753474, 'id_str': '384753474', 'indices': [121, 128]}, {'screen_name': 'Unispital_USZ', 'name': 'Unispital_USZ', 'id': 3163938257, 'id_str': '3163938257', 'indices': [131, 145]}, {'screen_name': 'snsf_ch', 'name': 'SNSF', 'id': 835594501, 'id_str': '835594501', 'indices': [183, 191]}]",[],en,recent,877094402715471872,877094402715471872,Thomas Griessen,ThomasGriessen,"Bern, Schweiz",Science management @snsf_ch Centres of Excellence / Science Communication / Political Scientist @IPWunibern @unil  @unige_en - my tweets are my own!,,[],False,85,131,2,Tue Jun 20 09:22:56 +0000 2017,102,,,False,False,424,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1164821670965592064/J4a-Z5kD_normal.jpg,https://pbs.twimg.com/profile_images/1164821670965592064/J4a-Z5kD_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/877094402715471872/1566550180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Wed Jan 22 10:04:10 +0000 2020,1219923702068011008,1219923702068011008,"Effry Vayena from @ETH says that most guidelines on health data sharing agree on 3 main principles :
1. Consent 
2. Privacy
3. Quality and curation of data
#CPDP2020",False,"[0, 165]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,en,"[{'text': 'CPDP2020', 'indices': [156, 165]}]",[],"[{'screen_name': 'ETH', 'name': 'ETH Zürich', 'id': 202806809, 'id_str': '202806809', 'indices': [18, 22]}]",[],en,recent,538505151,538505151,Katia Bouslimani,bouslika,Grenoble,PhD candidate - Data Protection & Privacy in Internat. & Europ. Law / Member of CESICE / Research Fellow @AI_Regulation,,[],False,90,91,4,Tue Mar 27 19:24:46 +0000 2012,50,,,False,False,261,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/930369631080108032/Ma6m6Yk4_normal.jpg,https://pbs.twimg.com/profile_images/930369631080108032/Ma6m6Yk4_normal.jpg,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/538505151/1574677652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Wed Jan 22 09:10:27 +0000 2020,1219910182521667584,1219910182521667584,@alpineedna @ETH @ERC_Research Congratulations!!!!,False,"[31, 50]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1.2195665468189368e+18,1219566546818936832,3001893383.0,3001893383,alpineedna,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'alpineedna', 'name': 'Dr Kristy Deiner', 'id': 3001893383, 'id_str': '3001893383', 'indices': [0, 11]}, {'screen_name': 'ETH', 'name': 'ETH Zürich', 'id': 202806809, 'id_str': '202806809', 'indices': [12, 16]}, {'screen_name': 'ERC_Research', 'name': 'ERC Europe', 'id': 467551928, 'id_str': '467551928', 'indices': [17, 30]}]",[],en,recent,84382638,84382638,Mariane Kaizer,Marikaizer,"Inglaterra, Reino Unido",PhD Student | University of Salford | Primates Conservation | camera traps | acoustics,https://t.co/8yxtsPR5pW,[],False,239,666,3,Thu Oct 22 18:00:17 +0000 2009,2550,,,False,False,401,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/888050109518417920/bkUhmg2C_normal.jpg,https://pbs.twimg.com/profile_images/888050109518417920/bkUhmg2C_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,"[{'url': 'https://t.co/8yxtsPR5pW', 'expanded_url': 'https://www.facebook.com/muriquicaparao/', 'display_url': 'facebook.com/muriquicaparao/', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/84382638/1435122857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Wed Jan 22 09:07:57 +0000 2020,1219909553950744576,1219909553950744576,"@Phil_Baty @ETH How are Uni students, EU-wide helped with selfie picture?",False,"[16, 73]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2199088036316897e+18,1219908803631689729,354880191.0,354880191,Phil_Baty,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Phil_Baty', 'name': 'Phil Baty', 'id': 354880191, 'id_str': '354880191', 'indices': [0, 10]}, {'screen_name': 'ETH', 'name': 'ETH Zürich', 'id': 202806809, 'id_str': '202806809', 'indices': [11, 15]}]",[],en,recent,435123380,435123380,lena_liapi,lenalp1,,"Biologist, RNA researcher 2/3D | MSc1. Forensic Science | MSc2. Bioeconomy (in the making) | PhD student | Hosted #Pint19 | RT ≠ Endorsement | Own views",,[],False,73,303,0,Mon Dec 12 18:07:56 +0000 2011,2221,,,False,False,1601,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1215427221248077824/9x1bYtUc_normal.jpg,https://pbs.twimg.com/profile_images/1215427221248077824/9x1bYtUc_normal.jpg,91D2FA,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,,https://pbs.twimg.com/profile_banners/435123380/1579736566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Wed Jan 22 01:40:19 +0000 2020,1219796904571068416,1219796904571068416,@alpineedna @ETH @ERC_Research Congratulations!! 💧🧬,False,"[31, 51]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2195665468189368e+18,1219566546818936832,3001893383.0,3001893383,alpineedna,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'alpineedna', 'name': 'Dr Kristy Deiner', 'id': 3001893383, 'id_str': '3001893383', 'indices': [0, 11]}, {'screen_name': 'ETH', 'name': 'ETH Zürich', 'id': 202806809, 'id_str': '202806809', 'indices': [12, 16]}, {'screen_name': 'ERC_Research', 'name': 'ERC Europe', 'id': 467551928, 'id_str': '467551928', 'indices': [17, 30]}]",[],en,recent,1712691781,1712691781,Collin Closek 🏳️‍🌈,CClosek,Stanford & Hopkins Marine Stn,"-omics, biodiversity, ocean health & disease. Early Career Science Fellow @oceansolutions & Teaching Fellow @StanfordVPUE #NatGeoExplorer @500QueerSci (he/him)",https://t.co/qnjqSBeynI,[],False,477,1247,13,Fri Aug 30 12:42:29 +0000 2013,1476,,,False,False,1114,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1218723405345652736/6edfee84_normal.jpg,https://pbs.twimg.com/profile_images/1218723405345652736/6edfee84_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/qnjqSBeynI', 'expanded_url': 'http://closek.com', 'display_url': 'closek.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/1712691781/1579401278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
