,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,user.profile_banner_url,user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.entities.media,retweeted_status.extended_entities.media,retweeted_status.possibly_sensitive
26,Sat Jan 25 07:23:35 +0000 2020,1220970454099296256,1220970454099296256,"RT @PKU1898: Choose #Peking University's International Elite Ph.D. Program in #ComputerScience, a pathway to your future career. Click here…",False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,97,0,False,False,en,"[{'text': 'Peking', 'indices': [20, 27]}, {'text': 'ComputerScience', 'indices': [78, 94]}]",[],"[{'screen_name': 'PKU1898', 'name': 'Peking University', 'id': 850157859065151488, 'id_str': '850157859065151488', 'indices': [3, 11]}]",[],en,recent,1122414791304331264,1122414791304331264,Imre Vigh,TiszaToni,"Langley, Slough, UK","chess, Mozart, ancient world, nature, cooking, baking, vintage cars, travelling, Liverpool FC football club, Forex trading, Chevrolet car, science, engineering.",,[],False,79,137,3,Sun Apr 28 08:18:34 +0000 2019,6537,,,False,False,6873,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1213539818560540675/8WWwWVjP_normal.jpg,https://pbs.twimg.com/profile_images/1213539818560540675/8WWwWVjP_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,Wed Dec 18 03:20:46 +0000 2019,1.2071386086474097e+18,1207138608647409665,"Choose #Peking University's International Elite Ph.D. Program in #ComputerScience, a pathway to your future career. Click here to learn more.",False,"[0, 141]","[{'text': 'Peking', 'indices': [7, 14]}, {'text': 'ComputerScience', 'indices': [65, 81]}]",[],[],[],en,recent,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",,,,,,8.501578590651515e+17,850157859065151488,Peking University,PKU1898,Beijing,Peking University was established in 1898. This account is dedicated to #Peking University’s global outreach and communications.,https://t.co/r7wFhinRq0,"[{'url': 'https://t.co/r7wFhinRq0', 'expanded_url': 'http://english.pku.edu.cn/', 'display_url': 'english.pku.edu.cn', 'indices': [0, 23]}]",[],False,165205.0,125.0,147.0,Fri Apr 07 01:26:43 +0000 2017,404.0,,,True,True,1188.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/850159843847454720/Pcc-5nS__normal.jpg,https://pbs.twimg.com/profile_images/850159843847454720/Pcc-5nS__normal.jpg,https://pbs.twimg.com/profile_banners/850157859065151488/1575277417,990012,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,False,97.0,692.0,False,False,en,,,,,,,,,,,,,,,
28,Sat Jan 25 01:03:54 +0000 2020,1220874903219589120,1220874903219589120,"RT @PKU1898: Choose the English Ph.D. Program in History and Theory of Art at #Peking University, a pathway to your future career.",False,"[0, 130]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,33,0,False,False,en,"[{'text': 'Peking', 'indices': [78, 85]}]",[],"[{'screen_name': 'PKU1898', 'name': 'Peking University', 'id': 850157859065151488, 'id_str': '850157859065151488', 'indices': [3, 11]}]",[],en,recent,3240197969,3240197969,sciencenews,Scieducation1,,Science News,,[],False,1435,1029,760,Thu May 07 09:53:04 +0000 2015,600,,,True,False,84801,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,3B94D9,000000,000000,000000,False,False,False,True,False,False,False,none,Wed Jan 15 05:15:16 +0000 2020,1.2173142825446277e+18,1217314282544627712,"Choose the English Ph.D. Program in History and Theory of Art at #Peking University, a pathway to your future career.",False,"[0, 117]","[{'text': 'Peking', 'indices': [65, 72]}]",[],[],[],en,recent,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",,,,,,8.501578590651515e+17,850157859065151488,Peking University,PKU1898,Beijing,Peking University was established in 1898. This account is dedicated to #Peking University’s global outreach and communications.,https://t.co/r7wFhinRq0,"[{'url': 'https://t.co/r7wFhinRq0', 'expanded_url': 'http://english.pku.edu.cn/', 'display_url': 'english.pku.edu.cn', 'indices': [0, 23]}]",[],False,165205.0,125.0,147.0,Fri Apr 07 01:26:43 +0000 2017,404.0,,,True,True,1188.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/850159843847454720/Pcc-5nS__normal.jpg,https://pbs.twimg.com/profile_images/850159843847454720/Pcc-5nS__normal.jpg,https://pbs.twimg.com/profile_banners/850157859065151488/1575277417,990012,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,False,33.0,226.0,False,False,en,https://pbs.twimg.com/profile_banners/3240197969/1442510659,,,,,,,,,,,,,,
31,Fri Jan 24 23:50:41 +0000 2020,1220856478132776960,1220856478132776960,RT @gast_25: Opinion: China will likely ask airline firms to impose flight limitations if the 2019-nCov spreds further. @Tsinghua_sem @PKU1…,False,"[0, 140]","<a href=""https://google.com"" rel=""nofollow"">Twitterbot Tsinghua</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'gast_25', 'name': 'Tenka Fubu Trading', 'id': 131414833, 'id_str': '131414833', 'indices': [3, 11]}, {'screen_name': 'Tsinghua_sem', 'name': 'Tsinghua SEM Alumni', 'id': 1350882588, 'id_str': '1350882588', 'indices': [120, 133]}]",[],en,recent,1350882588,1350882588,Tsinghua SEM Alumni,Tsinghua_sem,"Beijing, People's Republic of ",#Beijing #Tsinghua School of Economics and Management (SEM) Alumni about @tsinghua_uni join us https://t.co/xZhJsTaXmx .RT ≠ endorsement,https://t.co/jYmzfnxpSk,"[{'url': 'https://t.co/xZhJsTaXmx', 'expanded_url': 'http://facebook.com/groups/tsinghuasemalumni', 'display_url': 'facebook.com/groups/tsinghu…', 'indices': [95, 118]}]",False,761,247,6,Sun Apr 14 03:49:20 +0000 2013,2211,,,False,False,2437,,False,False,False,000000,http://abs.twimg.com/images/themes/theme13/bg.gif,https://abs.twimg.com/images/themes/theme13/bg.gif,False,http://pbs.twimg.com/profile_images/548437266515775488/c7dfNkhU_normal.png,https://pbs.twimg.com/profile_images/548437266515775488/c7dfNkhU_normal.png,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,Fri Jan 24 23:45:51 +0000 2020,1.2208552623548908e+18,1220855262354890754,Opinion: China will likely ask airline firms to impose flight limitations if the 2019-nCov spreds further. @Tsinghua_sem @PKU1898 @qatarairways @FlyANA_official @EtihadAirways @emirates @flyethiopian @KremlinRussia_E,False,"[0, 216]",[],[],"[{'screen_name': 'Tsinghua_sem', 'name': 'Tsinghua SEM Alumni', 'id': 1350882588, 'id_str': '1350882588', 'indices': [107, 120]}, {'screen_name': 'PKU1898', 'name': 'Peking University', 'id': 850157859065151488, 'id_str': '850157859065151488', 'indices': [121, 129]}, {'screen_name': 'qatarairways', 'name': 'Qatar Airways', 'id': 14589119, 'id_str': '14589119', 'indices': [130, 143]}, {'screen_name': 'FlyANA_official', 'name': 'All Nippon Airways', 'id': 2616826076, 'id_str': '2616826076', 'indices': [144, 160]}, {'screen_name': 'EtihadAirways', 'name': 'Etihad Airways', 'id': 45621423, 'id_str': '45621423', 'indices': [161, 175]}, {'screen_name': 'emirates', 'name': 'Emirates Airline', 'id': 821045162, 'id_str': '821045162', 'indices': [176, 185]}, {'screen_name': 'flyethiopian', 'name': 'Ethiopian Airlines', 'id': 334032462, 'id_str': '334032462', 'indices': [186, 199]}, {'screen_name': 'KremlinRussia_E', 'name': 'President of Russia', 'id': 205622130, 'id_str': '205622130', 'indices': [200, 216]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,131414833.0,131414833,Tenka Fubu Trading,gast_25,"Davao City, Davao Region",Art of speculative think tank. 2020: Rise of edible insects. 2021: Rise of edible cannabis. 2022: Rise of blue crude.,,,[],False,273.0,135.0,429.0,Sat Apr 10 05:43:35 +0000 2010,75613.0,,,False,False,7251.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1052491265336471552/weWurzsu_normal.jpg,https://pbs.twimg.com/profile_images/1052491265336471552/weWurzsu_normal.jpg,https://pbs.twimg.com/profile_banners/131414833/1536850769,1B95E0,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,False,1.0,1.0,False,False,en,https://pbs.twimg.com/profile_banners/1350882588/1489732197,"[{'url': 'https://t.co/jYmzfnxpSk', 'expanded_url': 'http://linkedin.com/groups/134432', 'display_url': 'linkedin.com/groups/134432', 'indices': [0, 23]}]",,,,,,,,,,,,,
35,Fri Jan 24 22:54:37 +0000 2020,1220842367479173121,1220842367479173121,"RT @PKU1898: Want to improve your #Chinese by engaging with traditional performances, visiting historic sites around #China, and attending…",False,"[0, 139]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,59,0,False,False,en,"[{'text': 'Chinese', 'indices': [34, 42]}, {'text': 'China', 'indices': [117, 123]}]",[],"[{'screen_name': 'PKU1898', 'name': 'Peking University', 'id': 850157859065151488, 'id_str': '850157859065151488', 'indices': [3, 11]}]",[],en,recent,1122414791304331264,1122414791304331264,Imre Vigh,TiszaToni,"Langley, Slough, UK","chess, Mozart, ancient world, nature, cooking, baking, vintage cars, travelling, Liverpool FC football club, Forex trading, Chevrolet car, science, engineering.",,[],False,79,137,3,Sun Apr 28 08:18:34 +0000 2019,6537,,,False,False,6873,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1213539818560540675/8WWwWVjP_normal.jpg,https://pbs.twimg.com/profile_images/1213539818560540675/8WWwWVjP_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,Wed Jan 15 11:55:36 +0000 2020,1.2174150295966843e+18,1217415029596684288,"Want to improve your #Chinese by engaging with traditional performances, visiting historic sites around #China, and attending exclusive lectures for free? Apply to join the #Peking University Chinese Language Summer School 2020!",False,"[0, 228]","[{'text': 'Chinese', 'indices': [21, 29]}, {'text': 'China', 'indices': [104, 110]}, {'text': 'Peking', 'indices': [173, 180]}]",[],[],[],en,recent,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",,,,,,8.501578590651515e+17,850157859065151488,Peking University,PKU1898,Beijing,Peking University was established in 1898. This account is dedicated to #Peking University’s global outreach and communications.,https://t.co/r7wFhinRq0,"[{'url': 'https://t.co/r7wFhinRq0', 'expanded_url': 'http://english.pku.edu.cn/', 'display_url': 'english.pku.edu.cn', 'indices': [0, 23]}]",[],False,165205.0,125.0,147.0,Fri Apr 07 01:26:43 +0000 2017,404.0,,,True,True,1188.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/850159843847454720/Pcc-5nS__normal.jpg,https://pbs.twimg.com/profile_images/850159843847454720/Pcc-5nS__normal.jpg,https://pbs.twimg.com/profile_banners/850157859065151488/1575277417,990012,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,False,59.0,292.0,False,False,en,,,,,,,,,,,,,,,
42,Fri Jan 24 17:45:35 +0000 2020,1220764598405607424,1220764598405607424,RT @gast_25: Opinion: China wants to limit the number of domestic and international flights to contain the 2019-nCov outbreak. @Tsinghua_se…,False,"[0, 140]","<a href=""https://google.com"" rel=""nofollow"">Twitterbot Tsinghua</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'gast_25', 'name': 'Tenka Fubu Trading', 'id': 131414833, 'id_str': '131414833', 'indices': [3, 11]}]",[],en,recent,1350882588,1350882588,Tsinghua SEM Alumni,Tsinghua_sem,"Beijing, People's Republic of ",#Beijing #Tsinghua School of Economics and Management (SEM) Alumni about @tsinghua_uni join us https://t.co/xZhJsTaXmx .RT ≠ endorsement,https://t.co/jYmzfnxpSk,"[{'url': 'https://t.co/xZhJsTaXmx', 'expanded_url': 'http://facebook.com/groups/tsinghuasemalumni', 'display_url': 'facebook.com/groups/tsinghu…', 'indices': [95, 118]}]",False,761,247,6,Sun Apr 14 03:49:20 +0000 2013,2211,,,False,False,2437,,False,False,False,000000,http://abs.twimg.com/images/themes/theme13/bg.gif,https://abs.twimg.com/images/themes/theme13/bg.gif,False,http://pbs.twimg.com/profile_images/548437266515775488/c7dfNkhU_normal.png,https://pbs.twimg.com/profile_images/548437266515775488/c7dfNkhU_normal.png,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,Fri Jan 24 17:45:06 +0000 2020,1.2207644746273505e+18,1220764474627350530,Opinion: China wants to limit the number of domestic and international flights to contain the 2019-nCov outbreak. @Tsinghua_sem @PKU1898 @mfa_russia,False,"[0, 148]",[],[],"[{'screen_name': 'Tsinghua_sem', 'name': 'Tsinghua SEM Alumni', 'id': 1350882588, 'id_str': '1350882588', 'indices': [114, 127]}, {'screen_name': 'PKU1898', 'name': 'Peking University', 'id': 850157859065151488, 'id_str': '850157859065151488', 'indices': [128, 136]}, {'screen_name': 'mfa_russia', 'name': 'MFA Russia 🇷🇺', 'id': 255471924, 'id_str': '255471924', 'indices': [137, 148]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,131414833.0,131414833,Tenka Fubu Trading,gast_25,"Davao City, Davao Region",Art of speculative think tank. 2020: Rise of edible insects. 2021: Rise of edible cannabis. 2022: Rise of blue crude.,,,[],False,273.0,135.0,429.0,Sat Apr 10 05:43:35 +0000 2010,75613.0,,,False,False,7251.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1052491265336471552/weWurzsu_normal.jpg,https://pbs.twimg.com/profile_images/1052491265336471552/weWurzsu_normal.jpg,https://pbs.twimg.com/profile_banners/131414833/1536850769,1B95E0,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,False,1.0,0.0,False,False,en,https://pbs.twimg.com/profile_banners/1350882588/1489732197,"[{'url': 'https://t.co/jYmzfnxpSk', 'expanded_url': 'http://linkedin.com/groups/134432', 'display_url': 'linkedin.com/groups/134432', 'indices': [0, 23]}]",,,,,,,,,,,,,
47,Fri Jan 24 14:05:49 +0000 2020,1220709290912120833,1220709290912120833,"RT @PKU1898: Want to improve your #Chinese by engaging with traditional performances, visiting historic sites around #China, and attending…",False,"[0, 139]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,59,0,False,False,en,"[{'text': 'Chinese', 'indices': [34, 42]}, {'text': 'China', 'indices': [117, 123]}]",[],"[{'screen_name': 'PKU1898', 'name': 'Peking University', 'id': 850157859065151488, 'id_str': '850157859065151488', 'indices': [3, 11]}]",[],en,recent,3240197969,3240197969,sciencenews,Scieducation1,,Science News,,[],False,1435,1029,760,Thu May 07 09:53:04 +0000 2015,600,,,True,False,84801,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,3B94D9,000000,000000,000000,False,False,False,True,False,False,False,none,Wed Jan 15 11:55:36 +0000 2020,1.2174150295966843e+18,1217415029596684288,"Want to improve your #Chinese by engaging with traditional performances, visiting historic sites around #China, and attending exclusive lectures for free? Apply to join the #Peking University Chinese Language Summer School 2020!",False,"[0, 228]","[{'text': 'Chinese', 'indices': [21, 29]}, {'text': 'China', 'indices': [104, 110]}, {'text': 'Peking', 'indices': [173, 180]}]",[],[],[],en,recent,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",,,,,,8.501578590651515e+17,850157859065151488,Peking University,PKU1898,Beijing,Peking University was established in 1898. This account is dedicated to #Peking University’s global outreach and communications.,https://t.co/r7wFhinRq0,"[{'url': 'https://t.co/r7wFhinRq0', 'expanded_url': 'http://english.pku.edu.cn/', 'display_url': 'english.pku.edu.cn', 'indices': [0, 23]}]",[],False,165205.0,125.0,147.0,Fri Apr 07 01:26:43 +0000 2017,404.0,,,True,True,1188.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/850159843847454720/Pcc-5nS__normal.jpg,https://pbs.twimg.com/profile_images/850159843847454720/Pcc-5nS__normal.jpg,https://pbs.twimg.com/profile_banners/850157859065151488/1575277417,990012,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,False,59.0,292.0,False,False,en,https://pbs.twimg.com/profile_banners/3240197969/1442510659,,,,,,,,,,,,,,
53,Fri Jan 24 11:48:20 +0000 2020,1220674694120116225,1220674694120116225,"RT @PKU1898: Choose #Peking University's International Elite Ph.D. Program in #ComputerScience, a pathway to your future career. Click here…",False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,97,0,False,False,en,"[{'text': 'Peking', 'indices': [20, 27]}, {'text': 'ComputerScience', 'indices': [78, 94]}]",[],"[{'screen_name': 'PKU1898', 'name': 'Peking University', 'id': 850157859065151488, 'id_str': '850157859065151488', 'indices': [3, 11]}]",[],en,recent,3240197969,3240197969,sciencenews,Scieducation1,,Science News,,[],False,1435,1029,760,Thu May 07 09:53:04 +0000 2015,600,,,True,False,84801,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,3B94D9,000000,000000,000000,False,False,False,True,False,False,False,none,Wed Dec 18 03:20:46 +0000 2019,1.2071386086474097e+18,1207138608647409665,"Choose #Peking University's International Elite Ph.D. Program in #ComputerScience, a pathway to your future career. Click here to learn more.",False,"[0, 141]","[{'text': 'Peking', 'indices': [7, 14]}, {'text': 'ComputerScience', 'indices': [65, 81]}]",[],[],[],en,recent,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers</a>",,,,,,8.501578590651515e+17,850157859065151488,Peking University,PKU1898,Beijing,Peking University was established in 1898. This account is dedicated to #Peking University’s global outreach and communications.,https://t.co/r7wFhinRq0,"[{'url': 'https://t.co/r7wFhinRq0', 'expanded_url': 'http://english.pku.edu.cn/', 'display_url': 'english.pku.edu.cn', 'indices': [0, 23]}]",[],False,165205.0,125.0,147.0,Fri Apr 07 01:26:43 +0000 2017,404.0,,,True,True,1188.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/850159843847454720/Pcc-5nS__normal.jpg,https://pbs.twimg.com/profile_images/850159843847454720/Pcc-5nS__normal.jpg,https://pbs.twimg.com/profile_banners/850157859065151488/1575277417,990012,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,False,97.0,692.0,False,False,en,https://pbs.twimg.com/profile_banners/3240197969/1442510659,,,,,,,,,,,,,,
54,Fri Jan 24 11:30:29 +0000 2020,1220670201580216320,1220670201580216320,RT @gast_25: Opinion: China's wet markets harboring deadly pathogens. @Tsinghua_sem @PKU1898 @PMOIndia @KremlinRussia_E @GovernmentRF,False,"[0, 133]","<a href=""https://google.com"" rel=""nofollow"">Twitterbot Tsinghua</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'gast_25', 'name': 'Tenka Fubu Trading', 'id': 131414833, 'id_str': '131414833', 'indices': [3, 11]}, {'screen_name': 'Tsinghua_sem', 'name': 'Tsinghua SEM Alumni', 'id': 1350882588, 'id_str': '1350882588', 'indices': [70, 83]}, {'screen_name': 'PKU1898', 'name': 'Peking University', 'id': 850157859065151488, 'id_str': '850157859065151488', 'indices': [84, 92]}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [93, 102]}, {'screen_name': 'KremlinRussia_E', 'name': 'President of Russia', 'id': 205622130, 'id_str': '205622130', 'indices': [103, 119]}, {'screen_name': 'GovernmentRF', 'name': 'Government of Russia', 'id': 633794939, 'id_str': '633794939', 'indices': [120, 133]}]",[],en,recent,1350882588,1350882588,Tsinghua SEM Alumni,Tsinghua_sem,"Beijing, People's Republic of ",#Beijing #Tsinghua School of Economics and Management (SEM) Alumni about @tsinghua_uni join us https://t.co/xZhJsTaXmx .RT ≠ endorsement,https://t.co/jYmzfnxpSk,"[{'url': 'https://t.co/xZhJsTaXmx', 'expanded_url': 'http://facebook.com/groups/tsinghuasemalumni', 'display_url': 'facebook.com/groups/tsinghu…', 'indices': [95, 118]}]",False,761,247,6,Sun Apr 14 03:49:20 +0000 2013,2211,,,False,False,2437,,False,False,False,000000,http://abs.twimg.com/images/themes/theme13/bg.gif,https://abs.twimg.com/images/themes/theme13/bg.gif,False,http://pbs.twimg.com/profile_images/548437266515775488/c7dfNkhU_normal.png,https://pbs.twimg.com/profile_images/548437266515775488/c7dfNkhU_normal.png,1B95E0,000000,000000,000000,False,False,False,False,False,False,False,none,Fri Jan 24 11:29:07 +0000 2020,1.2206698582427116e+18,1220669858242711554,Opinion: China's wet markets harboring deadly pathogens. @Tsinghua_sem @PKU1898 @PMOIndia @KremlinRussia_E @GovernmentRF,False,"[0, 120]",[],[],"[{'screen_name': 'Tsinghua_sem', 'name': 'Tsinghua SEM Alumni', 'id': 1350882588, 'id_str': '1350882588', 'indices': [57, 70]}, {'screen_name': 'PKU1898', 'name': 'Peking University', 'id': 850157859065151488, 'id_str': '850157859065151488', 'indices': [71, 79]}, {'screen_name': 'PMOIndia', 'name': 'PMO India', 'id': 471741741, 'id_str': '471741741', 'indices': [80, 89]}, {'screen_name': 'KremlinRussia_E', 'name': 'President of Russia', 'id': 205622130, 'id_str': '205622130', 'indices': [90, 106]}, {'screen_name': 'GovernmentRF', 'name': 'Government of Russia', 'id': 633794939, 'id_str': '633794939', 'indices': [107, 120]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,131414833.0,131414833,Tenka Fubu Trading,gast_25,"Davao City, Davao Region",Art of speculative think tank. 2020: Rise of edible insects. 2021: Rise of edible cannabis. 2022: Rise of blue crude.,,,[],False,273.0,135.0,429.0,Sat Apr 10 05:43:35 +0000 2010,75613.0,,,False,False,7251.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1052491265336471552/weWurzsu_normal.jpg,https://pbs.twimg.com/profile_images/1052491265336471552/weWurzsu_normal.jpg,https://pbs.twimg.com/profile_banners/131414833/1536850769,1B95E0,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,False,1.0,1.0,False,False,en,https://pbs.twimg.com/profile_banners/1350882588/1489732197,"[{'url': 'https://t.co/jYmzfnxpSk', 'expanded_url': 'http://linkedin.com/groups/134432', 'display_url': 'linkedin.com/groups/134432', 'indices': [0, 23]}]",,,,,,,,,,,,,
