,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.user.profile_banner_url,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
24,Fri Jan 24 18:12:45 +0000 2020,1220771435179802624,1220771435179802624,@StineLiv @AarhusUni I feel like I know the one to the far right? 😉,False,"[21, 67]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2207553505651302e+18,1220755350565130240,355461219.0,355461219,StineLiv,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'StineLiv', 'name': 'Stine Liv Johansen', 'id': 355461219, 'id_str': '355461219', 'indices': [0, 9]}, {'screen_name': 'AarhusUni', 'name': 'Aarhus Universitet', 'id': 224283051, 'id_str': '224283051', 'indices': [10, 20]}]",[],en,recent,740606349113974785,740606349113974785,Thomas E. Lundtofte,onlyfield,"Odense, Danmark","Assistant Professor, PhD, @UclDk. Researching children’s play & practices with digital media.",,,[],False,393,869,5,Wed Jun 08 18:08:08 +0000 2016,2969,,,True,False,1288,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/986586058904268800/NPlejSG2_normal.jpg,https://pbs.twimg.com/profile_images/986586058904268800/NPlejSG2_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Fri Jan 24 17:08:42 +0000 2020,1220755314695458816,1220755314695458816,@boztdk @AarhusUni Well done!,False,"[19, 29]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2207530505806807e+18,1220753050580680704,9.254265298527068e+17,925426529852706816,boztdk,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'boztdk', 'name': 'Buket Öztürk', 'id': 925426529852706816, 'id_str': '925426529852706816', 'indices': [0, 7]}, {'screen_name': 'AarhusUni', 'name': 'Aarhus Universitet', 'id': 224283051, 'id_str': '224283051', 'indices': [8, 18]}]",[],en,recent,1192174094869028864,1192174094869028864,Anne Sofie Dam Laursen,dam_laursen,,Postdoctoral researcher in nutritional and reproductive epidemiology @dceaarhus and @AarhusUni,,,[],False,45,118,0,Wed Nov 06 20:20:10 +0000 2019,77,,,False,False,17,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1192494986471911427/UQqrHdBX_normal.jpg,https://pbs.twimg.com/profile_images/1192494986471911427/UQqrHdBX_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Fri Jan 24 17:03:29 +0000 2020,1220754002335424514,1220754002335424514,@BiochangeAU @SigneNormand @AarhusUni OMG!  I Wish I was there to see it ! Good luck @SigneNormand !,False,"[38, 100]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2207050960168468e+18,1220705096016846849,8.77872025846657e+17,877872025846657024,BiochangeAU,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'BiochangeAU', 'name': 'BIOCHANGE', 'id': 877872025846657024, 'id_str': '877872025846657024', 'indices': [0, 12]}, {'screen_name': 'SigneNormand', 'name': 'Signe Normand', 'id': 3092697387, 'id_str': '3092697387', 'indices': [13, 26]}, {'screen_name': 'AarhusUni', 'name': 'Aarhus Universitet', 'id': 224283051, 'id_str': '224283051', 'indices': [27, 37]}, {'screen_name': 'SigneNormand', 'name': 'Signe Normand', 'id': 3092697387, 'id_str': '3092697387', 'indices': [85, 98]}]",[],en,recent,2872469303,2872469303,JM (Pep) Serra-Diaz,JMSerraDiaz,,"Assist. Prof @AgroParisTech. Spatial ecologist, environmental scientist, vegetation analyst in the quest of cross-scaling in the era of global change.",,,[],False,439,490,14,Tue Nov 11 16:18:34 +0000 2014,3065,,,True,False,511,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/734746949887217664/S_ntTsR8_normal.jpg,https://pbs.twimg.com/profile_images/734746949887217664/S_ntTsR8_normal.jpg,https://pbs.twimg.com/profile_banners/2872469303/1464012429,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Fri Jan 24 16:20:21 +0000 2020,1220743149129289729,1220743149129289729,@GilmanStephenE @epi_twit @AarhusUni Thank you @GilmanStephenE ! We found a small elevated risk but triangulation of different approaches and a bunch of sensitivity analyses suggested that this was likely due to residual confounding.,False,"[37, 233]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2207153837595402e+18,1220715383759540228,3785860343.0,3785860343,GilmanStephenE,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'GilmanStephenE', 'name': 'Stephen Gilman', 'id': 3785860343, 'id_str': '3785860343', 'indices': [0, 15]}, {'screen_name': 'epi_twit', 'name': 'epibot', 'id': 1054600164172677120, 'id_str': '1054600164172677120', 'indices': [16, 25]}, {'screen_name': 'AarhusUni', 'name': 'Aarhus Universitet', 'id': 224283051, 'id_str': '224283051', 'indices': [26, 36]}, {'screen_name': 'GilmanStephenE', 'name': 'Stephen Gilman', 'id': 3785860343, 'id_str': '3785860343', 'indices': [47, 62]}]",[],en,recent,925426529852706816,925426529852706816,Buket Öztürk,boztdk,"Aarhus, Danmark",phd student ○ statistician ○ reproductive pharmacoepidemiology ○ department of clinical epidemiology ○ aarhus ○ denmark,,,[],False,101,145,2,Tue Oct 31 18:17:33 +0000 2017,344,,,True,False,80,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1087655123189485574/07MzZxhi_normal.jpg,https://pbs.twimg.com/profile_images/1087655123189485574/07MzZxhi_normal.jpg,https://pbs.twimg.com/profile_banners/925426529852706816/1579525812,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Fri Jan 24 14:07:21 +0000 2020,1220709679422197760,1220709679422197760,"Thereby my take over of the @dceaarhus account today is over. I hope you have enjoyed following me at the #PhDDay2020 at the Health Faculty @AarhusUni, and look forward to a take over 2.0...
mic drop by @epi_viborg",False,"[0, 214]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2207096772536566e+18,1220709677253656583,7.681705252900946e+17,768170525290094592,dceaarhus,,,,,False,0,1,False,False,en,"[{'text': 'PhDDay2020', 'indices': [106, 117]}]",[],"[{'screen_name': 'dceaarhus', 'name': 'Department of Clinical Epidemiology, Aarhus', 'id': 768170525290094592, 'id_str': '768170525290094592', 'indices': [28, 38]}, {'screen_name': 'AarhusUni', 'name': 'Aarhus Universitet', 'id': 224283051, 'id_str': '224283051', 'indices': [140, 150]}, {'screen_name': 'epi_viborg', 'name': 'Søren Viborg Vestergaard', 'id': 1528662006, 'id_str': '1528662006', 'indices': [203, 214]}]",[],en,recent,768170525290094592,768170525290094592,"Department of Clinical Epidemiology, Aarhus",dceaarhus,"Aarhus, Danmark","Department of Clinical Epidemiology at Aarhus University (@AarhusUni) and Aarhus University Hospital (@AUHdk), Denmark.",https://t.co/MgJkOVRebA,"[{'url': 'https://t.co/MgJkOVRebA', 'expanded_url': 'http://kea.au.dk', 'display_url': 'kea.au.dk', 'indices': [0, 23]}]",[],False,698,353,10,Tue Aug 23 19:38:20 +0000 2016,2183,,,True,False,789,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/769065920794951681/lTxHIxk3_normal.jpg,https://pbs.twimg.com/profile_images/769065920794951681/lTxHIxk3_normal.jpg,https://pbs.twimg.com/profile_banners/768170525290094592/1471983378,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Fri Jan 24 14:07:21 +0000 2020,1220709677253656583,1220709677253656583,"Now, we'll soon get to the Fogh-Nielsen competition, where 3 especially talented PhD students present their research! Unfortunately, my phone is running low on battery - I blame today's Twitter activity! 😀 Thanks to the PhD Association at Health @AarhusUni for a great day!",False,"[0, 273]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'AarhusUni', 'name': 'Aarhus Universitet', 'id': 224283051, 'id_str': '224283051', 'indices': [246, 256]}]",[],en,recent,768170525290094592,768170525290094592,"Department of Clinical Epidemiology, Aarhus",dceaarhus,"Aarhus, Danmark","Department of Clinical Epidemiology at Aarhus University (@AarhusUni) and Aarhus University Hospital (@AUHdk), Denmark.",https://t.co/MgJkOVRebA,"[{'url': 'https://t.co/MgJkOVRebA', 'expanded_url': 'http://kea.au.dk', 'display_url': 'kea.au.dk', 'indices': [0, 23]}]",[],False,698,353,10,Tue Aug 23 19:38:20 +0000 2016,2183,,,True,False,789,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/769065920794951681/lTxHIxk3_normal.jpg,https://pbs.twimg.com/profile_images/769065920794951681/lTxHIxk3_normal.jpg,https://pbs.twimg.com/profile_banners/768170525290094592/1471983378,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Fri Jan 24 11:21:08 +0000 2020,1220667846511992832,1220667846511992832,@dceaarhus @AarhusUni Good luck to all of you. Will be cheering from my office.,False,"[22, 79]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.22064239499298e+18,1220642394992979973,7.681705252900946e+17,768170525290094592,dceaarhus,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'dceaarhus', 'name': 'Department of Clinical Epidemiology, Aarhus', 'id': 768170525290094592, 'id_str': '768170525290094592', 'indices': [0, 10]}, {'screen_name': 'AarhusUni', 'name': 'Aarhus Universitet', 'id': 224283051, 'id_str': '224283051', 'indices': [11, 21]}]",[],en,recent,1192174094869028864,1192174094869028864,Anne Sofie Dam Laursen,dam_laursen,,Postdoctoral researcher in nutritional and reproductive epidemiology @dceaarhus and @AarhusUni,,,[],False,45,118,0,Wed Nov 06 20:20:10 +0000 2019,77,,,False,False,17,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1192494986471911427/UQqrHdBX_normal.jpg,https://pbs.twimg.com/profile_images/1192494986471911427/UQqrHdBX_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Fri Jan 24 10:56:06 +0000 2020,1220661547510456320,1220661547510456320,"@DrBradBrad @deepbiosphere @deepcarb @AarhusUni so close, yet so far away! I’m giving a talk at SDU in Odense this afternoon, hosted by @AmeliaRotaru :) Hi to Aarhus peeps!",False,"[48, 172]","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1.2206533341782712e+18,1220653334178271232,953681678.0,953681678,DrBradBrad,,,,,False,1,2,False,False,en,[],[],"[{'screen_name': 'DrBradBrad', 'name': 'James Bradley', 'id': 953681678, 'id_str': '953681678', 'indices': [0, 11]}, {'screen_name': 'deepbiosphere', 'name': 'C-DEBI', 'id': 2275115868, 'id_str': '2275115868', 'indices': [12, 26]}, {'screen_name': 'deepcarb', 'name': 'Deep Carbon Obsrvtry', 'id': 932779740, 'id_str': '932779740', 'indices': [27, 36]}, {'screen_name': 'AarhusUni', 'name': 'Aarhus Universitet', 'id': 224283051, 'id_str': '224283051', 'indices': [37, 47]}, {'screen_name': 'AmeliaRotaru', 'name': 'Amelia-Elena Rotaru', 'id': 2492586643, 'id_str': '2492586643', 'indices': [136, 149]}]",[],en,recent,349719041,349719041,Beth Orcutt,DeepMicrobe,Maine,"I am the voice of microbes from below the sea, and a Senior Research Scientist at Bigelow Laboratory. I am not a puppet - the views expressed here are my own.",https://t.co/HMzaeeuvFl,"[{'url': 'https://t.co/HMzaeeuvFl', 'expanded_url': 'https://www.bigelow.org/about/people/borcutt.html', 'display_url': 'bigelow.org/about/people/b…', 'indices': [0, 23]}]",[],False,3001,494,90,Sat Aug 06 15:42:35 +0000 2011,41,,,False,False,5256,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1531729397/20100730_01_normal.jpg,https://pbs.twimg.com/profile_images/1531729397/20100730_01_normal.jpg,,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Fri Jan 24 10:23:57 +0000 2020,1220653455943118849,1220653455943118849,@deepbiosphere @deepcarb @AarhusUni Thank you to @AlexAnesio @LauraHalbach @EvaDoting for hosting me 🙏🏼,False,"[36, 103]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.2206533341782712e+18,1220653334178271232,953681678.0,953681678,DrBradBrad,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'deepbiosphere', 'name': 'C-DEBI', 'id': 2275115868, 'id_str': '2275115868', 'indices': [0, 14]}, {'screen_name': 'deepcarb', 'name': 'Deep Carbon Obsrvtry', 'id': 932779740, 'id_str': '932779740', 'indices': [15, 24]}, {'screen_name': 'AarhusUni', 'name': 'Aarhus Universitet', 'id': 224283051, 'id_str': '224283051', 'indices': [25, 35]}, {'screen_name': 'AlexAnesio', 'name': 'Alexandre Anesio', 'id': 2636846432, 'id_str': '2636846432', 'indices': [49, 60]}, {'screen_name': 'LauraHalbach', 'name': 'Laura Halbach', 'id': 1158044197741563904, 'id_str': '1158044197741563904', 'indices': [61, 74]}, {'screen_name': 'EvaDoting', 'name': 'Eva Doting', 'id': 1148141928543924224, 'id_str': '1148141928543924224', 'indices': [75, 85]}]",[],en,recent,953681678,953681678,James Bradley,DrBradBrad,"Los Angeles, CA","Scientist at @qmul & @gfz_potsdam. Geobiology, life and biogeochemistry of extreme environments, carbon cycle, global climate change. Views are my own.",https://t.co/gsLNS3BKAo,"[{'url': 'https://t.co/gsLNS3BKAo', 'expanded_url': 'http://jbradleylab.com', 'display_url': 'jbradleylab.com', 'indices': [0, 23]}]",[],False,1410,854,21,Sat Nov 17 14:28:30 +0000 2012,6633,,,True,False,5808,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1109188234297262080/Um-3u-oC_normal.png,https://pbs.twimg.com/profile_images/1109188234297262080/Um-3u-oC_normal.png,https://pbs.twimg.com/profile_banners/953681678/1553286022,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Thu Jan 23 20:39:12 +0000 2020,1220445900671279117,1220445900671279117,RT @DANWISE_DK: @eautoft @ZachariassenH @kifinfo @kjonnsforskning @likestillingISF @curtrice @evasophiamyers @koebenhavns_uni @BrittaVegebe…,False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,3,0,False,False,en,[],[],"[{'screen_name': 'DANWISE_DK', 'name': 'DANWISE', 'id': 1092354193090854912, 'id_str': '1092354193090854912', 'indices': [3, 14]}, {'screen_name': 'eautoft', 'name': 'Ea Høg Utoft', 'id': 914537172841189376, 'id_str': '914537172841189376', 'indices': [16, 24]}, {'screen_name': 'ZachariassenH', 'name': 'Heidi Zachariassen', 'id': 2943688929, 'id_str': '2943688929', 'indices': [25, 39]}, {'screen_name': 'kifinfo', 'name': 'kifinfo.no', 'id': 3086692949, 'id_str': '3086692949', 'indices': [40, 48]}, {'screen_name': 'kjonnsforskning', 'name': 'Kilden', 'id': 577249224, 'id_str': '577249224', 'indices': [49, 65]}, {'screen_name': 'likestillingISF', 'name': 'CORE', 'id': 1731175884, 'id_str': '1731175884', 'indices': [66, 82]}, {'screen_name': 'curtrice', 'name': 'Curt Rice', 'id': 26710373, 'id_str': '26710373', 'indices': [83, 92]}, {'screen_name': 'evasophiamyers', 'name': 'eva sophia myers', 'id': 333229946, 'id_str': '333229946', 'indices': [93, 108]}, {'screen_name': 'koebenhavns_uni', 'name': 'Københavns Uni', 'id': 70354237, 'id_str': '70354237', 'indices': [109, 125]}]",[],en,recent,2369887456,2369887456,Christina Fiig,cfiig8200,"Aarhus University, Denmark","Political scientist & gender scholar European Studies Aarhus U. Democracy, #gender, #politics + uni-stuff are my vibes. Personal views in DANISH & ENGLISH",,,[],False,1974,1485,124,Thu Feb 27 22:00:54 +0000 2014,23406,,,True,False,10572,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/441955791160246272/Tb5ztCK6_normal.jpeg,https://pbs.twimg.com/profile_images/441955791160246272/Tb5ztCK6_normal.jpeg,https://pbs.twimg.com/profile_banners/2369887456/1561203555,3B94D9,000000,000000,000000,False,False,False,False,False,False,False,none,Wed Jan 22 09:06:20 +0000 2020,1.2199091503790694e+18,1219909150379069440,"@eautoft @ZachariassenH @kifinfo @kjonnsforskning @likestillingISF @curtrice @evasophiamyers @koebenhavns_uni @BrittaVegeberg @Kvindesamfund @GearingRoles @marcela_linkova @GENDERACTION_EU @SpearProject Hi @eautoft, yesterday @DANWISE_DK held a meeting with @UNESCO, @UFM_MIN, @teknologipagtdk @Danskeuni, as well as gender equality representatives from @SyddanskUniv @DTUtweet @AarhusUni @aalborguni to discuss implementation of a gender diversity scheme, similar to @Athena_SWAN.",False,"[203, 481]",[],[],"[{'screen_name': 'eautoft', 'name': 'Ea Høg Utoft', 'id': 914537172841189376, 'id_str': '914537172841189376', 'indices': [0, 8]}, {'screen_name': 'ZachariassenH', 'name': 'Heidi Zachariassen', 'id': 2943688929, 'id_str': '2943688929', 'indices': [9, 23]}, {'screen_name': 'kifinfo', 'name': 'kifinfo.no', 'id': 3086692949, 'id_str': '3086692949', 'indices': [24, 32]}, {'screen_name': 'kjonnsforskning', 'name': 'Kilden', 'id': 577249224, 'id_str': '577249224', 'indices': [33, 49]}, {'screen_name': 'likestillingISF', 'name': 'CORE', 'id': 1731175884, 'id_str': '1731175884', 'indices': [50, 66]}, {'screen_name': 'curtrice', 'name': 'Curt Rice', 'id': 26710373, 'id_str': '26710373', 'indices': [67, 76]}, {'screen_name': 'evasophiamyers', 'name': 'eva sophia myers', 'id': 333229946, 'id_str': '333229946', 'indices': [77, 92]}, {'screen_name': 'koebenhavns_uni', 'name': 'Københavns Uni', 'id': 70354237, 'id_str': '70354237', 'indices': [93, 109]}, {'screen_name': 'BrittaVegeberg', 'name': 'Britta Vegeberg', 'id': 2161496426, 'id_str': '2161496426', 'indices': [110, 125]}, {'screen_name': 'Kvindesamfund', 'name': 'Dansk Kvindesamfund', 'id': 988406744, 'id_str': '988406744', 'indices': [126, 140]}, {'screen_name': 'GearingRoles', 'name': 'GEARING-Roles', 'id': 1080830432609030148, 'id_str': '1080830432609030148', 'indices': [141, 154]}, {'screen_name': 'marcela_linkova', 'name': 'Marcela Linkova', 'id': 3340603275, 'id_str': '3340603275', 'indices': [155, 171]}, {'screen_name': 'GENDERACTION_EU', 'name': 'GENDERACTION', 'id': 880773990771552256, 'id_str': '880773990771552256', 'indices': [172, 188]}, {'screen_name': 'SpearProject', 'name': 'SPEAR project', 'id': 1087324871401619456, 'id_str': '1087324871401619456', 'indices': [189, 202]}, {'screen_name': 'eautoft', 'name': 'Ea Høg Utoft', 'id': 914537172841189376, 'id_str': '914537172841189376', 'indices': [206, 214]}, {'screen_name': 'DANWISE_DK', 'name': 'DANWISE', 'id': 1092354193090854912, 'id_str': '1092354193090854912', 'indices': [226, 237]}, {'screen_name': 'UNESCO', 'name': 'UNESCO', 'id': 20646711, 'id_str': '20646711', 'indices': [258, 265]}, {'screen_name': 'UFM_MIN', 'name': 'Uddannelses- og Forskningsministeriet', 'id': 266517649, 'id_str': '266517649', 'indices': [267, 275]}, {'screen_name': 'teknologipagtdk', 'name': 'Teknologipagten', 'id': 1005045681252380672, 'id_str': '1005045681252380672', 'indices': [277, 293]}, {'screen_name': 'Danskeuni', 'name': 'Danske Universiteter', 'id': 836904236327833600, 'id_str': '836904236327833600', 'indices': [294, 304]}, {'screen_name': 'SyddanskUniv', 'name': 'Syddansk Universitet', 'id': 156018793, 'id_str': '156018793', 'indices': [354, 367]}, {'screen_name': 'DTUtweet', 'name': 'DTU', 'id': 294010596, 'id_str': '294010596', 'indices': [368, 377]}, {'screen_name': 'AarhusUni', 'name': 'Aarhus Universitet', 'id': 224283051, 'id_str': '224283051', 'indices': [378, 388]}, {'screen_name': 'aalborguni', 'name': 'AAU', 'id': 187448672, 'id_str': '187448672', 'indices': [389, 400]}, {'screen_name': 'Athena_SWAN', 'name': 'Athena SWAN Charter', 'id': 628286960, 'id_str': '628286960', 'indices': [468, 480]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2198841560978473e+18,1219884156097847296,9.145371728411894e+17,914537172841189376,eautoft,1.0923541930908549e+18,1092354193090854912,DANWISE,DANWISE_DK,Denmark,The Danish Society for Women in Science is an NGO to reduce the gender gap in STEMM & Humanities fields in Denmark. #danwise #bridgingthegendergap,https://t.co/BQqbMS5Bnz,"[{'url': 'https://t.co/BQqbMS5Bnz', 'expanded_url': 'http://www.danwise.org', 'display_url': 'danwise.org', 'indices': [0, 23]}]",[],False,311.0,165.0,0.0,Mon Feb 04 09:28:29 +0000 2019,456.0,,,True,False,165.0,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1092354396766261248/dPXdZ1dO_normal.png,https://pbs.twimg.com/profile_images/1092354396766261248/dPXdZ1dO_normal.png,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,False,3.0,9.0,False,False,en,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1092354193090854912/1549790197,c29833e68a86e703,https://api.twitter.com/1.1/geo/id/c29833e68a86e703.json,country,Denmark,Denmark,DK,Denmark,[],Polygon,"[[[8.0755852, 54.5591331], [15.1932158, 54.5591331], [15.1932158, 57.7510766], [8.0755852, 57.7510766]]]"
