,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
1,Fri Jan 24 08:18:30 +0000 2020,1220621886998175744,1220621886998175744,@v_courdavault @OConnor_lab @project_miami @LESTUDIUM @BBVEA2106_Tours @UnivTours @Tours_Loire_V @TrendsinPharma Congratulations @v_courdavault . It's really stunning.,False,"[113, 167]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1220618228793212928,1220618228793212928,874205442125299712,874205442125299712,v_courdavault,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'v_courdavault', 'name': 'Vincent Courdavault', 'id': 874205442125299712, 'id_str': '874205442125299712', 'indices': [0, 14]}, {'screen_name': 'OConnor_lab', 'name': ""O'Connor Lab"", 'id': 859505257, 'id_str': '859505257', 'indices': [15, 27]}, {'screen_name': 'project_miami', 'name': 'MIAMi Project', 'id': 1109127723161698304, 'id_str': '1109127723161698304', 'indices': [28, 42]}, {'screen_name': 'LESTUDIUM', 'name': 'LE STUDIUM', 'id': 2711602752, 'id_str': '2711602752', 'indices': [43, 53]}, {'screen_name': 'BBVEA2106_Tours', 'name': 'Plant & Biotech Lab', 'id': 879287444994215936, 'id_str': '879287444994215936', 'indices': [54, 70]}, {'screen_name': 'UnivTours', 'name': 'Université de Tours', 'id': 115386275, 'id_str': '115386275', 'indices': [71, 81]}, {'screen_name': 'Tours_Loire_V', 'name': 'ToursLoireValley', 'id': 1075745567156908037, 'id_str': '1075745567156908037', 'indices': [82, 96]}, {'screen_name': 'TrendsinPharma', 'name': 'Trends in Pharmacological Sciences', 'id': 258944051, 'id_str': '258944051', 'indices': [97, 112]}, {'screen_name': 'v_courdavault', 'name': 'Vincent Courdavault', 'id': 874205442125299712, 'id_str': '874205442125299712', 'indices': [129, 143]}]",[],en,recent,588118728,588118728,Amr El-Demerdash,Eldemerdash83,"Norwich, England","Organic and Natural Products Chemist. Postdoc. John Innes Centre Norwich, UK. PhD in Marine Natural Products, ICSN-CNRS, Paris-Sud (11) University, France.",https://t.co/gQtKzfATDp,[],False,303,1029,2,Wed May 23 05:40:59 +0000 2012,2084,,,False,False,495,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1097484919834660864/jJnRFs5x_normal.png,https://pbs.twimg.com/profile_images/1097484919834660864/jJnRFs5x_normal.png,https://pbs.twimg.com/profile_banners/588118728/1550495996,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,"[{'url': 'https://t.co/gQtKzfATDp', 'expanded_url': 'https://scholar.google.fr/citations?hl=en&user=o7o1G7AAAAAJ', 'display_url': 'scholar.google.fr/citations?hl=e…', 'indices': [0, 23]}]",,,,,,,,,,
2,Thu Jan 23 17:45:41 +0000 2020,1220402235177426945,1220402235177426945,@iBrain_Inserm @Inserm @CHRU_Tours @InsermGrdOuest @UnivTours @FacmedTours 👍bravo Mesdames !,False,"[75, 92]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1220326793145614336,1220326793145614336,809872674847649792,809872674847649792,iBrain_Inserm,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'iBrain_Inserm', 'name': 'Imaging & Brain U1253', 'id': 809872674847649792, 'id_str': '809872674847649792', 'indices': [0, 14]}, {'screen_name': 'Inserm', 'name': 'Inserm', 'id': 102074868, 'id_str': '102074868', 'indices': [15, 22]}, {'screen_name': 'CHRU_Tours', 'name': 'CHRUTOURS', 'id': 815352385, 'id_str': '815352385', 'indices': [23, 34]}, {'screen_name': 'InsermGrdOuest', 'name': 'Inserm Grand Ouest', 'id': 968121557330653184, 'id_str': '968121557330653184', 'indices': [35, 50]}, {'screen_name': 'UnivTours', 'name': 'Université de Tours', 'id': 115386275, 'id_str': '115386275', 'indices': [51, 61]}, {'screen_name': 'FacmedTours', 'name': 'Faculté de médecine', 'id': 773876333671743488, 'id_str': '773876333671743488', 'indices': [62, 74]}]",[],en,recent,2557197902,2557197902,Jean-Michel Escoffre,JMEscoffre31,"Tours, Centre","Inserm researcher, PhD at @iBrain_Inserm 🔬",https://t.co/ZE5U7gzwtg,[],False,379,435,108,Mon Jun 09 17:04:43 +0000 2014,4242,,,True,False,17496,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1108816710830903297/UnZbSErn_normal.jpg,https://pbs.twimg.com/profile_images/1108816710830903297/UnZbSErn_normal.jpg,https://pbs.twimg.com/profile_banners/2557197902/1577481750,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,"[{'url': 'https://t.co/ZE5U7gzwtg', 'expanded_url': 'https://www.linkedin.com/in/jean-michel-escoffre-936b275b/', 'display_url': 'linkedin.com/in/jean-michel…', 'indices': [0, 23]}]",65d3d595e8ee2942,https://api.twitter.com/1.1/geo/id/65d3d595e8ee2942.json,city,Tours,"Tours, France",FR,France,[],Polygon,"[[[0.652869, 47.3488731], [0.7373838, 47.3488731], [0.7373838, 47.4395668], [0.652869, 47.4395668]]]"
3,Wed Jan 22 18:21:34 +0000 2020,1220048876100628488,1220048876100628488,@iBrain_Inserm @CecileMartias @Camille__Dupuy @UnivTours Bravo Mesdames 👏,False,"[57, 73]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1219976306441539584,1219976306441539584,809872674847649792,809872674847649792,iBrain_Inserm,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'iBrain_Inserm', 'name': 'Imaging & Brain U1253', 'id': 809872674847649792, 'id_str': '809872674847649792', 'indices': [0, 14]}, {'screen_name': 'CecileMartias', 'name': 'Martias Cécile', 'id': 1191645206568935424, 'id_str': '1191645206568935424', 'indices': [15, 29]}, {'screen_name': 'Camille__Dupuy', 'name': 'Camille', 'id': 103070450, 'id_str': '103070450', 'indices': [30, 45]}, {'screen_name': 'UnivTours', 'name': 'Université de Tours', 'id': 115386275, 'id_str': '115386275', 'indices': [46, 56]}]",[],en,recent,2557197902,2557197902,Jean-Michel Escoffre,JMEscoffre31,"Tours, Centre","Inserm researcher, PhD at @iBrain_Inserm 🔬",https://t.co/ZE5U7gzwtg,[],False,379,435,108,Mon Jun 09 17:04:43 +0000 2014,4242,,,True,False,17496,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1108816710830903297/UnZbSErn_normal.jpg,https://pbs.twimg.com/profile_images/1108816710830903297/UnZbSErn_normal.jpg,https://pbs.twimg.com/profile_banners/2557197902/1577481750,1B95E0,000000,000000,000000,False,True,False,False,False,False,False,none,"[{'url': 'https://t.co/ZE5U7gzwtg', 'expanded_url': 'https://www.linkedin.com/in/jean-michel-escoffre-936b275b/', 'display_url': 'linkedin.com/in/jean-michel…', 'indices': [0, 23]}]",65d3d595e8ee2942,https://api.twitter.com/1.1/geo/id/65d3d595e8ee2942.json,city,Tours,"Tours, France",FR,France,[],Polygon,"[[[0.652869, 47.3488731], [0.7373838, 47.3488731], [0.7373838, 47.4395668], [0.652869, 47.4395668]]]"
