,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,user.entities.url.urls,user.profile_banner_url,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates,retweeted_status.user.entities.url.urls,retweeted_status.user.profile_banner_url,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates
71,Fri Jan 24 14:01:50 +0000 2020,1220708289886945282,1220708289886945282,"@imogendl @RoyalHolloway Even though it was supposed to come from money in our department, not allocated money from a pool in the entire university. They said I could go back to the US and start in a year if I wanted the scholarship. I chose not to, but ugh",False,"[25, 257]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2207080134740419e+18,1220708013474041857,65561511.0,65561511,annascanlon,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'imogendl', 'name': 'Imogen Dalziel', 'id': 351020479, 'id_str': '351020479', 'indices': [0, 9]}, {'screen_name': 'RoyalHolloway', 'name': 'Royal Holloway', 'id': 22626892, 'id_str': '22626892', 'indices': [10, 24]}]",[],en,recent,65561511,65561511,Dr Anna Scanlon 👩🏼‍💻💐🌷,annascanlon,"Milton Keynes, England","PhD Holocaust History. Traveler. Historian. Writer. 🇺🇸 in 🇬🇧Work ft. Forward, BBC, Jewish Journal & more. Opinions mine. She/her. Podcast coming soon.",https://t.co/MHxOjlWLk4,[],False,8490,2902,186,Fri Aug 14 04:29:32 +0000 2009,15393,,,True,False,29124,,False,False,False,F5ABB5,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,False,http://pbs.twimg.com/profile_images/1174665465869811712/t6WHLWMa_normal.jpg,https://pbs.twimg.com/profile_images/1174665465869811712/t6WHLWMa_normal.jpg,F5ABB5,FFFFFF,D2D8B3,E0BCB3,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/MHxOjlWLk4', 'expanded_url': 'http://www.annascanlon.co.uk', 'display_url': 'annascanlon.co.uk', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/65561511/1539218132,,,,,,,,,,,,,,,,,,,,,,
72,Fri Jan 24 14:00:44 +0000 2020,1220708013474041857,1220708013474041857,"@imogendl @RoyalHolloway I’m so sorry. That sounds about right though when it comes to the university system. My advisor had wanted to give me a specific scholarship, but he didn’t check a certain box, so when I got there, they said they couldn’t give it to me because it wasn’t checked in time.",False,"[25, 295]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2206744024062812e+18,1220674402406281216,351020479.0,351020479,imogendl,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'imogendl', 'name': 'Imogen Dalziel', 'id': 351020479, 'id_str': '351020479', 'indices': [0, 9]}, {'screen_name': 'RoyalHolloway', 'name': 'Royal Holloway', 'id': 22626892, 'id_str': '22626892', 'indices': [10, 24]}]",[],en,recent,65561511,65561511,Dr Anna Scanlon 👩🏼‍💻💐🌷,annascanlon,"Milton Keynes, England","PhD Holocaust History. Traveler. Historian. Writer. 🇺🇸 in 🇬🇧Work ft. Forward, BBC, Jewish Journal & more. Opinions mine. She/her. Podcast coming soon.",https://t.co/MHxOjlWLk4,[],False,8490,2902,186,Fri Aug 14 04:29:32 +0000 2009,15393,,,True,False,29124,,False,False,False,F5ABB5,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,False,http://pbs.twimg.com/profile_images/1174665465869811712/t6WHLWMa_normal.jpg,https://pbs.twimg.com/profile_images/1174665465869811712/t6WHLWMa_normal.jpg,F5ABB5,FFFFFF,D2D8B3,E0BCB3,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/MHxOjlWLk4', 'expanded_url': 'http://www.annascanlon.co.uk', 'display_url': 'annascanlon.co.uk', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/65561511/1539218132,,,,,,,,,,,,,,,,,,,,,,
77,Fri Jan 24 12:57:01 +0000 2020,1220691977001369603,1220691977001369603,"@PistolRachel @RoyalHolloway It's obscene. The only reason I didn't stop working was because I didn't want to let the HRI or my colleagues down. But the College (including the Principal) will be getting a nice, long letter of complaint very shortly!",False,"[29, 249]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.220691414306214e+18,1220691414306213889,8.086656708923433e+17,808665670892343296,PistolRachel,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'PistolRachel', 'name': 'Dr Rachel Pistol', 'id': 808665670892343296, 'id_str': '808665670892343296', 'indices': [0, 13]}, {'screen_name': 'RoyalHolloway', 'name': 'Royal Holloway', 'id': 22626892, 'id_str': '22626892', 'indices': [14, 28]}]",[],en,recent,351020479,351020479,Imogen Dalziel,imogendl,United Kingdom,"PhD student, @RHUL_HRI admin, occasional TA @unibirmingham, @holocaustuk Educator, @AuschwitzMuseum volunteer. Also into yoga, crafts & mental health awareness.",,[],False,423,458,13,Mon Aug 08 17:31:51 +0000 2011,1869,,,False,False,934,,False,False,False,090A0A,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1197058009714843648/1U1kqxQC_normal.jpg,https://pbs.twimg.com/profile_images/1197058009714843648/1U1kqxQC_normal.jpg,0D0C0C,000000,DDEEF6,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/351020479/1576811007,,,,,,,,,,,,,,,,,,,,,,
83,Fri Jan 24 11:47:11 +0000 2020,1220674402406281216,1220674402406281216,"I hold a part-time job at @RoyalHolloway, where I'm also studying. Due to a mix-up, my contract wasn't extended past September 2019 and has only just been reapproved. I haven't been paid for nearly five months. Why can't universities guarantee job security for their students?",False,"[0, 276]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,15,False,False,en,[],[],"[{'screen_name': 'RoyalHolloway', 'name': 'Royal Holloway', 'id': 22626892, 'id_str': '22626892', 'indices': [26, 40]}]",[],en,recent,351020479,351020479,Imogen Dalziel,imogendl,United Kingdom,"PhD student, @RHUL_HRI admin, occasional TA @unibirmingham, @holocaustuk Educator, @AuschwitzMuseum volunteer. Also into yoga, crafts & mental health awareness.",,[],False,423,458,13,Mon Aug 08 17:31:51 +0000 2011,1869,,,False,False,934,,False,False,False,090A0A,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1197058009714843648/1U1kqxQC_normal.jpg,https://pbs.twimg.com/profile_images/1197058009714843648/1U1kqxQC_normal.jpg,0D0C0C,000000,DDEEF6,333333,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/351020479/1576811007,,,,,,,,,,,,,,,,,,,,,,
87,Fri Jan 24 10:39:12 +0000 2020,1220657295203368961,1220657295203368961,@RAEngNews @RoyalHolloway Amazing,False,"[26, 33]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2203939807786885e+18,1220393980778688512,348352704.0,348352704,RAEngNews,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'RAEngNews', 'name': 'Royal Academy of Engineering', 'id': 348352704, 'id_str': '348352704', 'indices': [0, 10]}, {'screen_name': 'RoyalHolloway', 'name': 'Royal Holloway', 'id': 22626892, 'id_str': '22626892', 'indices': [11, 25]}]",[],en,recent,354215133,354215133,Joanna Pegum #FBPE,londoner_007,london,"Love arts, science, history, travel, dogs, books, tech, coffee, being in the EU - the lot!",,[],False,2398,4815,75,Sat Aug 13 10:00:00 +0000 2011,188198,,,False,False,69504,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1496368779/twitter_tig_normal.jpg,https://pbs.twimg.com/profile_images/1496368779/twitter_tig_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Fri Jan 24 07:58:30 +0000 2020,1220616851576836097,1220616851576836097,@RoyalHolloway @howarddavidm @UniOfYork @LeedsMuseums @RHElecEng @_RHResearch That’s brilliant. Congrats! They should add some ancient Egyptian scientist as co-author as their mummification technology was key to preserve tissue visible in the scan and used to reproduce the organs.,False,"[78, 281]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2203766178616893e+18,1220376617861689344,22626892.0,22626892,RoyalHolloway,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'RoyalHolloway', 'name': 'Royal Holloway', 'id': 22626892, 'id_str': '22626892', 'indices': [0, 14]}, {'screen_name': 'howarddavidm', 'name': 'David M Howard', 'id': 372870329, 'id_str': '372870329', 'indices': [15, 28]}, {'screen_name': 'UniOfYork', 'name': 'University of York', 'id': 27035508, 'id_str': '27035508', 'indices': [29, 39]}, {'screen_name': 'LeedsMuseums', 'name': 'Leeds Museums & Galleries', 'id': 28075476, 'id_str': '28075476', 'indices': [40, 53]}, {'screen_name': 'RHElecEng', 'name': 'RHElecEng', 'id': 745620384318365696, 'id_str': '745620384318365696', 'indices': [54, 64]}, {'screen_name': '_RHResearch', 'name': 'RH Research', 'id': 1040216002276020226, 'id_str': '1040216002276020226', 'indices': [65, 77]}]",[],en,recent,1018436930,1018436930,Andrea Serino,andrea__serino,,"Neuroscientist @LabMyspace University Hospital Lausanne, Head of Neuroscience @MindMaze  ""Matti, it's time to wake up.. Papà, can I finish this dream, pls?""",,[],False,420,245,2,Mon Dec 17 22:11:13 +0000 2012,572,,,False,False,527,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/2988503520/74ac1a9cd4a1420de7a710bb4b47dc10_normal.jpeg,https://pbs.twimg.com/profile_images/2988503520/74ac1a9cd4a1420de7a710bb4b47dc10_normal.jpeg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1018436930/1536962162,,,,,,,,,,,,,,,,,,,,,,
102,Thu Jan 23 19:17:26 +0000 2020,1220425326095978503,1220425326095978503,"New favourite author: Benjamin Markovits - works 
@RoyalHolloway too! Can't wait for the next Essinger novel!",False,"[0, 109]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'RoyalHolloway', 'name': 'Royal Holloway', 'id': 22626892, 'id_str': '22626892', 'indices': [50, 64]}]",[],en,recent,3362047366,3362047366,Foivi Mouzakiti,FoiviMouz,"London, England","Lecturer in Law @RoyalHolloway @RHUL_Law. 
Research in #FinancialCrime #Privacy #DataProtection",,[],False,178,623,2,Mon Jul 06 07:17:33 +0000 2015,507,,,False,False,374,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/901105751967641602/lO3tQ0_a_normal.jpg,https://pbs.twimg.com/profile_images/901105751967641602/lO3tQ0_a_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/3362047366/1509728380,,,,,,,,,,,,,,,,,,,,,,
109,Wed Jan 22 20:10:02 +0000 2020,1220076172878450689,1220076172878450689,"Looking forward to our Applicant Visitor Day on Saturday! Come if you can and if you can’t, do get in touch with any questions or to arrange a separate visit @RoyalHolloway",False,"[0, 172]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,2,False,False,en,[],[],"[{'screen_name': 'RoyalHolloway', 'name': 'Royal Holloway', 'id': 22626892, 'id_str': '22626892', 'indices': [158, 172]}]",[],en,recent,1670753569,1670753569,Royal Holloway History Department,RHULHistory,"Egham, Surrey, UK",News and updates from the Department of History at @RoyalHolloway. https://t.co/oonpMzsOUh,https://t.co/FfU5Mc8EGi,"[{'url': 'https://t.co/oonpMzsOUh', 'expanded_url': 'http://instagram.com/rh_history', 'display_url': 'instagram.com/rh_history', 'indices': [67, 90]}]",False,2247,920,20,Wed Aug 14 15:04:21 +0000 2013,3199,,,False,False,2689,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/644106937928429573/KbllsYAY_normal.jpg,https://pbs.twimg.com/profile_images/644106937928429573/KbllsYAY_normal.jpg,89C9FA,FFFFFF,DDEEF6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/FfU5Mc8EGi', 'expanded_url': 'http://www.rhul.ac.uk/history', 'display_url': 'rhul.ac.uk/history', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/1670753569/1442402181,,,,,,,,,,,,,,,,,,,,,,
111,Wed Jan 22 10:14:57 +0000 2020,1219926417166807040,1219926417166807040,The latest Climate Action Think Tank meeting @RoyalHolloway produced some really exciting ideas for campus sustainability - look out for some great sustainability campaigns in the near future!,False,"[0, 192]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'RoyalHolloway', 'name': 'Royal Holloway', 'id': 22626892, 'id_str': '22626892', 'indices': [45, 59]}]",[],en,recent,1217803813505196033,1217803813505196033,Students for Planetary Health,students_ph,"Egham, Surrey","Coordinating/promoting student sustainability campaigns and activities at Royal Holloway, University of London",https://t.co/j5liv5KL8a,[],False,7,34,0,Thu Jan 16 13:41:37 +0000 2020,1,,,False,False,8,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1219942609315037184/r44yz4Gd_normal.jpg,https://pbs.twimg.com/profile_images/1219942609315037184/r44yz4Gd_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/j5liv5KL8a', 'expanded_url': 'https://studentsforplanetaryhealth.com/', 'display_url': 'studentsforplanetaryhealth.com', 'indices': [0, 23]}]",,,,,,,,,,,,,,,,,,,,,,,
117,Tue Jan 21 16:20:31 +0000 2020,1219656025520988165,1219656025520988165,RT @AnnaWhitelock: Delighted to say a Centre for the Study of Modern Monarchy is to be established @RoyalHolloway which I shall be co-direc…,False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,24,0,False,False,en,[],[],"[{'screen_name': 'AnnaWhitelock', 'name': 'Anna Whitelock', 'id': 244017585, 'id_str': '244017585', 'indices': [3, 17]}, {'screen_name': 'RoyalHolloway', 'name': 'Royal Holloway', 'id': 22626892, 'id_str': '22626892', 'indices': [99, 113]}]",[],en,recent,97883174,97883174,Lee Jackson,VictorianLondon,"London, N16","Lee Jackson, Victorianist, historian, author of 'Dirty Old London' (Yale, 2014), 'Palaces of Pleasure' (Yale, 2019) & other stuff; working on PhD  'Dickensland'",https://t.co/q0lWX39jAM,[],False,17139,604,690,Sat Dec 19 11:46:58 +0000 2009,6060,,,False,False,90031,,False,False,False,C6E2EE,http://abs.twimg.com/images/themes/theme2/bg.gif,https://abs.twimg.com/images/themes/theme2/bg.gif,True,http://pbs.twimg.com/profile_images/2215850965/head2_normal.jpg,https://pbs.twimg.com/profile_images/2215850965/head2_normal.jpg,000000,000000,DAECF4,663B12,True,False,False,False,False,False,False,none,Mon Jan 20 18:02:13 +0000 2020,1.2193192321120092e+18,1219319232112009216,"Delighted to say a Centre for the Study of Modern Monarchy is to be established @RoyalHolloway which I shall be co-directing with @klausdodds. Timely indeed but long in the planning! More details to come, lots to do!",False,"[0, 216]",[],[],"[{'screen_name': 'RoyalHolloway', 'name': 'Royal Holloway', 'id': 22626892, 'id_str': '22626892', 'indices': [80, 94]}, {'screen_name': 'klausdodds', 'name': 'Klaus Dodds', 'id': 164254434, 'id_str': '164254434', 'indices': [130, 141]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,244017585.0,244017585,Anna Whitelock,AnnaWhitelock,"England, United Kingdom","Historian, author. broadcaster, royal commentator. Head of History RHUL. Director of LCPHH, Distinguishing features:curly hair,red shoes.",https://t.co/jyaixXUcj2,[],False,6290.0,2644.0,138.0,Fri Jan 28 09:38:56 +0000 2011,5288.0,,,False,False,3845.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/3602980826/69943b1b14f0737f35aaea0f23af7738_normal.jpeg,https://pbs.twimg.com/profile_images/3602980826/69943b1b14f0737f35aaea0f23af7738_normal.jpeg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,24.0,151.0,False,False,en,"[{'url': 'https://t.co/q0lWX39jAM', 'expanded_url': 'https://www.victorianlondon.org', 'display_url': 'victorianlondon.org', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/97883174/1398685842,,,,,,,,,,,"[{'url': 'https://t.co/jyaixXUcj2', 'expanded_url': 'http://www.annawhitelock.co.uk', 'display_url': 'annawhitelock.co.uk', 'indices': [0, 23]}]",,,,,,,,,,,
142,Mon Jan 20 21:49:23 +0000 2020,1219376402446848000,1219376402446848000,RT @AnnaWhitelock: Delighted to say a Centre for the Study of Modern Monarchy is to be established @RoyalHolloway which I shall be co-direc…,False,"[0, 140]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,24,0,False,False,en,[],[],"[{'screen_name': 'AnnaWhitelock', 'name': 'Anna Whitelock', 'id': 244017585, 'id_str': '244017585', 'indices': [3, 17]}, {'screen_name': 'RoyalHolloway', 'name': 'Royal Holloway', 'id': 22626892, 'id_str': '22626892', 'indices': [99, 113]}]",[],en,recent,710943997573898245,710943997573898245,Jonathan Triffitt,JJTriffitt,St Andrews | N. Yorks. ,"PhD @StAndrewsHist & @CarnegieUni. Modern Germany and history of monarchy. Lapsed linguist, hornist & cricketist. Prev @HCAatEdinburgh & @UniBonn 🇬🇧🇩🇪",https://t.co/SYtBbg0Mmz,[],False,328,654,5,Fri Mar 18 21:40:32 +0000 2016,2555,,,True,False,1063,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1208517902258835457/M45GFeDW_normal.jpg,https://pbs.twimg.com/profile_images/1208517902258835457/M45GFeDW_normal.jpg,DC143C,000000,000000,000000,False,False,False,False,False,False,False,none,Mon Jan 20 18:02:13 +0000 2020,1.2193192321120092e+18,1219319232112009216,"Delighted to say a Centre for the Study of Modern Monarchy is to be established @RoyalHolloway which I shall be co-directing with @klausdodds. Timely indeed but long in the planning! More details to come, lots to do!",False,"[0, 216]",[],[],"[{'screen_name': 'RoyalHolloway', 'name': 'Royal Holloway', 'id': 22626892, 'id_str': '22626892', 'indices': [80, 94]}, {'screen_name': 'klausdodds', 'name': 'Klaus Dodds', 'id': 164254434, 'id_str': '164254434', 'indices': [130, 141]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,244017585.0,244017585,Anna Whitelock,AnnaWhitelock,"England, United Kingdom","Historian, author. broadcaster, royal commentator. Head of History RHUL. Director of LCPHH, Distinguishing features:curly hair,red shoes.",https://t.co/jyaixXUcj2,[],False,6290.0,2644.0,138.0,Fri Jan 28 09:38:56 +0000 2011,5288.0,,,False,False,3845.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/3602980826/69943b1b14f0737f35aaea0f23af7738_normal.jpeg,https://pbs.twimg.com/profile_images/3602980826/69943b1b14f0737f35aaea0f23af7738_normal.jpeg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,24.0,151.0,False,False,en,"[{'url': 'https://t.co/SYtBbg0Mmz', 'expanded_url': 'https://bit.ly/2WMzxZV', 'display_url': 'bit.ly/2WMzxZV', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/710943997573898245/1578084988,,,,,,,,,,,"[{'url': 'https://t.co/jyaixXUcj2', 'expanded_url': 'http://www.annawhitelock.co.uk', 'display_url': 'annawhitelock.co.uk', 'indices': [0, 23]}]",,,,,,,,,,,
