,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,user.entities.url.urls,user.profile_banner_url,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
254,Sun Jan 26 02:11:40 +0000 2020,1221254345892777984,1221254345892777984,@GP_Tre_Ball @TexasTechMBB Wow you are so funny,False,"[27, 47]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2212479499272602e+18,1221247949927260160,846173053.0,846173053,GP_Tre_Ball,,,,,False,0,4,False,False,en,[],[],"[{'screen_name': 'GP_Tre_Ball', 'name': 'Grant Peters', 'id': 846173053, 'id_str': '846173053', 'indices': [0, 12]}, {'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [13, 26]}]",[],en,recent,1163162453351522304,1163162453351522304,Sizz (NinerGang),UnLockedDrew,Broncos Country,@Broncos/@nuggets/@Yankees/@Avalanche/@TexasTechMBB/@DrewLock23/#UnlockDrew/🔴#WreckEm⚫️/#Broncoscountry/#FrenshipTennis,,[],False,189,512,1,Sun Aug 18 18:55:25 +0000 2019,7866,,,False,False,2385,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1218302167121059841/U8y7hW3t_normal.jpg,https://pbs.twimg.com/profile_images/1218302167121059841/U8y7hW3t_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1163162453351522304/1577661304,,,,,,,,,,
258,Sun Jan 26 02:09:52 +0000 2020,1221253890915667968,1221253890915667968,"@BengalSadness @GP_Tre_Ball @TexasTechMBB I mean 7 presidents from Ohio, can’t really argue with that. 🇺🇸",False,"[42, 105]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2212530930961326e+18,1221253093096132608,1.0616860954805289e+18,1061686095480528898,BengalSadness,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'BengalSadness', 'name': 'Deys of our Bengals 🐯', 'id': 1061686095480528898, 'id_str': '1061686095480528898', 'indices': [0, 14]}, {'screen_name': 'GP_Tre_Ball', 'name': 'Grant Peters', 'id': 846173053, 'id_str': '846173053', 'indices': [15, 27]}, {'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [28, 41]}]",[],en,recent,177460119,177460119,Brandon Benefiel,BrandonJoe11,"Aledo, TX","Texas Tech Alumni, Wreck Em!",,[],False,79,215,3,Thu Aug 12 05:17:17 +0000 2010,13303,,,True,False,4066,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/937435661560410112/c_fUMgq4_normal.jpg,https://pbs.twimg.com/profile_images/937435661560410112/c_fUMgq4_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/177460119/1547830846,,,,,,,,,,
284,Sun Jan 26 02:03:31 +0000 2020,1221252293238181888,1221252293238181888,Win or lose I still love @TexasTechMBB with all my heart. And @Bryan_Nester too ❤️#wreckem,False,"[0, 90]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,3,False,False,en,"[{'text': 'wreckem', 'indices': [82, 90]}]",[],"[{'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [25, 38]}, {'screen_name': 'Bryan_Nester', 'name': 'Bryan Nester', 'id': 1564515894, 'id_str': '1564515894', 'indices': [62, 75]}]",[],en,recent,3320502972,3320502972,Katherine Johnson,heyheyitsmsj,"Little Elm, TX",English Teacher at LEHS. Christ Follower. Texas Tech Alumni.,,[],False,321,402,5,Wed Aug 19 20:10:02 +0000 2015,9100,,,True,False,1795,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1171448776982069250/Bh9UKM99_normal.jpg,https://pbs.twimg.com/profile_images/1171448776982069250/Bh9UKM99_normal.jpg,F58EA8,000000,000000,000000,False,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/3320502972/1566779642,3f3f6803f117606d,https://api.twitter.com/1.1/geo/id/3f3f6803f117606d.json,city,Lubbock,"Lubbock, TX",US,United States,[],Polygon,"[[[-102.033765, 33.4471196], [-101.760581, 33.4471196], [-101.760581, 33.693933], [-102.033765, 33.693933]]]"
327,Sun Jan 26 01:54:41 +0000 2020,1221250073662820352,1221250073662820352,@GP_Tre_Ball @TexasTechMBB You couldn’t even afford to live in Aledo.,False,"[27, 69]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.221248871822766e+18,1221248871822766080,846173053.0,846173053,GP_Tre_Ball,,,,,False,0,3,False,False,en,[],[],"[{'screen_name': 'GP_Tre_Ball', 'name': 'Grant Peters', 'id': 846173053, 'id_str': '846173053', 'indices': [0, 12]}, {'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [13, 26]}]",[],en,recent,177460119,177460119,Brandon Benefiel,BrandonJoe11,"Aledo, TX","Texas Tech Alumni, Wreck Em!",,[],False,79,215,3,Thu Aug 12 05:17:17 +0000 2010,13303,,,True,False,4066,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/937435661560410112/c_fUMgq4_normal.jpg,https://pbs.twimg.com/profile_images/937435661560410112/c_fUMgq4_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/177460119/1547830846,,,,,,,,,,
332,Sun Jan 26 01:53:16 +0000 2020,1221249717302112256,1221249717302112256,"@TexasTechMBB @newanimprovedJR Hey, that's me in the tortilla!",False,"[31, 62]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2211965993946522e+18,1221196599394652160,2829783529.0,2829783529,TexasTechMBB,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [0, 13]}, {'screen_name': 'newanimprovedJR', 'name': 'Jahmi’us Ramsey', 'id': 699844978286006272, 'id_str': '699844978286006272', 'indices': [14, 30]}]",[],en,recent,124601156,124601156,🔴⚫Colby Killian ⚫🔴,KillianBeast,,19 | Texas Tech Student | I like video games only sometimes | Red Raider Nation | #DallasCowboys,,[],False,118,299,2,Fri Mar 19 23:32:14 +0000 2010,9246,,,False,False,1181,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1221252925701279745/QEoDSNS8_normal.jpg,https://pbs.twimg.com/profile_images/1221252925701279745/QEoDSNS8_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/124601156/1580004434,,,,,,,,,,
334,Sun Jan 26 01:53:11 +0000 2020,1221249694451609600,1221249694451609600,@MortisGrati @TechAthletics @TexasTechMBB IF YOU ARE AWARE then you would also know that the tickets they were selling were the student tickets that didn’t show up #Facts,False,"[42, 170]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2212322065946132e+18,1221232206594613249,210658418.0,210658418,MortisGrati,,,,,False,0,0,False,False,en,"[{'text': 'Facts', 'indices': [164, 170]}]",[],"[{'screen_name': 'MortisGrati', 'name': 'Ashton', 'id': 210658418, 'id_str': '210658418', 'indices': [0, 12]}, {'screen_name': 'TechAthletics', 'name': 'Texas Tech Red Raiders', 'id': 22073642, 'id_str': '22073642', 'indices': [13, 27]}, {'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [28, 41]}]",[],en,recent,590431062,590431062,Zander Lewis,zanderlew,"Lubbock, TX",TTU Alum,,[],False,421,410,2,Fri May 25 21:55:22 +0000 2012,12477,,,False,False,8663,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1190786361869164545/uqOzQlni_normal.jpg,https://pbs.twimg.com/profile_images/1190786361869164545/uqOzQlni_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Sun Jan 26 01:52:49 +0000 2020,1221249602906656768,1221249602906656768,@slathbalgar @decemberskies9 @TexasTechMBB @espn @slathbalgar apparently he wasn’t watching the game... they explained the difference in the shot clock!!!,False,"[49, 154]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.221247731437658e+18,1221247731437658115,22828857.0,22828857,slathbalgar,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'slathbalgar', 'name': 'Brook Walther', 'id': 22828857, 'id_str': '22828857', 'indices': [0, 12]}, {'screen_name': 'decemberskies9', 'name': 'december', 'id': 1952750335, 'id_str': '1952750335', 'indices': [13, 28]}, {'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [29, 42]}, {'screen_name': 'espn', 'name': 'ESPN', 'id': 2557521, 'id_str': '2557521', 'indices': [43, 48]}, {'screen_name': 'slathbalgar', 'name': 'Brook Walther', 'id': 22828857, 'id_str': '22828857', 'indices': [49, 61]}]",[],en,recent,1145725922,1145725922,Matt,harmebaseball13,"Fort Thomas, KY","Love the Reds, The Seminoles and the Blue Devils! Love baseball! Highlands Bluebirds Alum SC: harmebaseball13",,[],False,155,482,7,Sun Feb 03 17:22:35 +0000 2013,24442,,,True,False,6344,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1211826118514401282/o-paCb_O_normal.jpg,https://pbs.twimg.com/profile_images/1211826118514401282/o-paCb_O_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1145725922/1536203431,,,,,,,,,,
373,Sun Jan 26 01:47:04 +0000 2020,1221248155334909953,1221248155334909953,"Great game @TexasTechMBB! Fun to watch you guys get after it. Stay the course, it’ll start falling your way.",False,"[0, 108]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,4,False,False,en,[],[],"[{'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [11, 24]}]",[],en,recent,1003121360,1003121360,Kyler Billingsley,KylerZant,,Texas Tech Alum - Farm & Ranch Loan Officer,,[],False,812,804,1,Tue Dec 11 02:34:35 +0000 2012,24301,,,True,False,8888,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1014547018088402949/91Br43Pd_normal.jpg,https://pbs.twimg.com/profile_images/1014547018088402949/91Br43Pd_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1003121360/1554864119,,,,,,,,,,
377,Sun Jan 26 01:46:37 +0000 2020,1221248039676973058,1221248039676973058,"@TexasTechMBB Great effort, but if there’s a Mark Adams-esque offensive coaching equivalent out there (ANYWHERE on this planet), damn the cost, let’s get him/her onboard",False,"[14, 169]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2212458600312545e+18,1221245860031254529,2829783529.0,2829783529,TexasTechMBB,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [0, 13]}]",[],en,recent,727680497300733952,727680497300733952,mattyr1824,mattyr1824,"Fort Worth, TX",Texas Tech Alum / D/FW Lifer,,[],False,7,220,0,Wed May 04 02:05:25 +0000 2016,9,,,False,False,188,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1136061222040850432/2XTDRgMO_normal.jpg,https://pbs.twimg.com/profile_images/1136061222040850432/2XTDRgMO_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/727680497300733952/1559693773,,,,,,,,,,
382,Sun Jan 26 01:46:06 +0000 2020,1221247912950276097,1221247912950276097,Y’all gave free beer to y’all students just to lose at home. Horrible financial planning @TexasTechMBB,False,"[0, 102]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [89, 102]}]",[],en,recent,171059726,171059726,🌬,ChrisTheeeGreat,"Aburrá Valley, Columbia",God's plan//BBN WILDCATS|Sociology major| 1 OF 1|Aspiring Urban Planner| Alexis❤️,,[],False,1161,971,5,Mon Jul 26 13:14:19 +0000 2010,16346,,,True,False,54906,,False,False,False,BADFCD,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1205871226662588416/LD3GaQAn_normal.jpg,https://pbs.twimg.com/profile_images/1205871226662588416/LD3GaQAn_normal.jpg,FF0000,FFFFFF,FFF7CC,0C3E53,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/171059726/1570210876,,,,,,,,,,
392,Sun Jan 26 01:45:19 +0000 2020,1221247716409380867,1221247716409380867,@PatrickMahomes @TexasTechMBB Stick to football. #BBN,False,"[30, 53]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2212105384888443e+18,1221210538488844288,353178677.0,353178677,PatrickMahomes,,,,,False,0,0,False,False,en,"[{'text': 'BBN', 'indices': [49, 53]}]",[],"[{'screen_name': 'PatrickMahomes', 'name': 'Patrick Mahomes II', 'id': 353178677, 'id_str': '353178677', 'indices': [0, 15]}, {'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [16, 29]}]",[],en,recent,1244325732,1244325732,Lance 'Doc' Pearson ⚪️,DocLanceP,United States,"Former Philadelphia 76ers' Director of Applied Analytics: Data Science, Software Dev., Psychology, Strategy, Planning, Scouting, Skill Development, you name it.",,[],False,2480,3165,42,Tue Mar 05 18:24:29 +0000 2013,8964,,,False,False,17236,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/3343737187/0ed9b345428a0095f462fbce4a6ff08e_normal.png,https://pbs.twimg.com/profile_images/3343737187/0ed9b345428a0095f462fbce4a6ff08e_normal.png,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1244325732/1407171873,,,,,,,,,,
393,Sun Jan 26 01:45:15 +0000 2020,1221247696222277632,1221247696222277632,RT @PatrickMahomes: Man that game in Lubbock looks LITTTT!!! 🔥🔥 @TexasTechMBB,False,"[0, 77]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,505,0,False,False,en,[],[],"[{'screen_name': 'PatrickMahomes', 'name': 'Patrick Mahomes II', 'id': 353178677, 'id_str': '353178677', 'indices': [3, 18]}, {'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [64, 77]}]",[],en,recent,379297830,379297830,Brooks McDowell,Bmac2507,"Edwardsville, IL",SIUe baseball Alum - Teacher - O'Fallon Varsity Pitching Coach,,[],False,186,393,0,Sat Sep 24 18:15:57 +0000 2011,1392,,,True,False,2112,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1132799776796356608/4_T0Auo7_normal.jpg,https://pbs.twimg.com/profile_images/1132799776796356608/4_T0Auo7_normal.jpg,0084B4,C0DEED,DDEEF6,333333,True,False,False,False,False,False,False,none,Sat Jan 25 23:17:36 +0000 2020,1.2212105384888443e+18,1221210538488844288,Man that game in Lubbock looks LITTTT!!! 🔥🔥 @TexasTechMBB,False,"[0, 57]",[],[],"[{'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [44, 57]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,353178677.0,353178677,Patrick Mahomes II,PatrickMahomes,"Tyler, TX",,https://t.co/dk33wg3CmM,"[{'url': 'https://t.co/dk33wg3CmM', 'expanded_url': 'http://PatrickMahomes.com', 'display_url': 'PatrickMahomes.com', 'indices': [0, 23]}]",[],False,780840.0,406.0,960.0,Thu Aug 11 17:31:20 +0000 2011,13759.0,,,True,True,16098.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1102419763563773952/Xcf0IYlE_normal.jpg,https://pbs.twimg.com/profile_images/1102419763563773952/Xcf0IYlE_normal.jpg,https://pbs.twimg.com/profile_banners/353178677/1493533148,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,505.0,6994.0,False,False,en,,https://pbs.twimg.com/profile_banners/379297830/1558915302,,,,,,,,,,
438,Sun Jan 26 01:41:46 +0000 2020,1221246821806243840,1221246821806243840,@TexasTechMBB Still better than living in Kentucky,False,"[14, 50]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2212458600312545e+18,1221245860031254529,2829783529.0,2829783529,TexasTechMBB,,,,,False,0,7,False,False,en,[],[],"[{'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [0, 13]}]",[],en,recent,177460119,177460119,Brandon Benefiel,BrandonJoe11,"Aledo, TX","Texas Tech Alumni, Wreck Em!",,[],False,79,215,3,Thu Aug 12 05:17:17 +0000 2010,13303,,,True,False,4066,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/937435661560410112/c_fUMgq4_normal.jpg,https://pbs.twimg.com/profile_images/937435661560410112/c_fUMgq4_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/177460119/1547830846,,,,,,,,,,
448,Sun Jan 26 01:41:08 +0000 2020,1221246663358140417,1221246663358140417,@YaB0iMaCoy @TexasTechMBB You literally won by a fluke half court prayer at the halftime buzzer. Sit down kid.,False,"[26, 110]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2212459424494756e+18,1221245942449475584,1.203801409638019e+18,1203801409638019075,YaB0iMaCoy,,,,,False,0,4,False,False,en,[],[],"[{'screen_name': 'YaB0iMaCoy', 'name': 'Matthew MaCoy😴', 'id': 1203801409638019075, 'id_str': '1203801409638019075', 'indices': [0, 11]}, {'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [12, 25]}]",[],en,recent,51994004,51994004,Vader Rx,VaderRx,,Red Raider alum. Gator alum. Destiny Junkie. OCR. Texan.,,[],False,104,498,4,Mon Jun 29 07:40:56 +0000 2009,4567,,,False,False,5296,,False,False,False,121314,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1220424345102757888/pi0XeADR_normal.jpg,https://pbs.twimg.com/profile_images/1220424345102757888/pi0XeADR_normal.jpg,0925DB,000000,FC8B00,000000,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/51994004/1579806814,,,,,,,,,,
461,Sun Jan 26 01:40:10 +0000 2020,1221246417919971329,1221246417919971329,@tdr_22 @TexasTechMBB Damn...you need a life🤨,False,"[22, 45]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2212460336756613e+18,1221246033675661314,1.002630777035731e+18,1002630777035730946,tdr_22,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'tdr_22', 'name': 'T.Eff.D.', 'id': 1002630777035730946, 'id_str': '1002630777035730946', 'indices': [0, 7]}, {'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [8, 21]}]",[],en,recent,870628950476677121,870628950476677121,Don,RedDonRaider,"Kansas City, MO","US Army Field Artillery Veteran, and proud American! Support what is in the best interest of family and country! Texas Tech Alumni and KC Chief fan!",,[],False,102,249,0,Fri Jun 02 13:11:32 +0000 2017,7077,,,False,False,5765,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1210172376337600515/yxwkK93Q_normal.jpg,https://pbs.twimg.com/profile_images/1210172376337600515/yxwkK93Q_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/870628950476677121/1577362554,,,,,,,,,,
