,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,user.entities.url.urls,user.profile_banner_url,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
129,Sun Jan 26 03:19:43 +0000 2020,1221271471076581376,1221271471076581376,@YaB0iMaCoy @TexasTechMBB One to talk “clas”,False,"[26, 44]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.221271193501737e+18,1221271193501736960,1.203801409638019e+18,1203801409638019075,YaB0iMaCoy,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'YaB0iMaCoy', 'name': 'Matthew MaCoy😴', 'id': 1203801409638019075, 'id_str': '1203801409638019075', 'indices': [0, 11]}, {'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [12, 25]}]",[],en,recent,1163162453351522304,1163162453351522304,Sizz (NinerGang),UnLockedDrew,Broncos Country,@Broncos/@nuggets/@Yankees/@Avalanche/@TexasTechMBB/@DrewLock23/#UnlockDrew/🔴#WreckEm⚫️/#Broncoscountry/#FrenshipTennis,,[],False,189,512,1,Sun Aug 18 18:55:25 +0000 2019,7866,,,False,False,2385,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1218302167121059841/U8y7hW3t_normal.jpg,https://pbs.twimg.com/profile_images/1218302167121059841/U8y7hW3t_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1163162453351522304/1577661304,,,,,,,,,,
137,Sun Jan 26 03:16:13 +0000 2020,1221270589824012297,1221270589824012297,@YaB0iMaCoy @TexasTechMBB Clas act,False,"[26, 34]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2212680366211523e+18,1221268036621152256,1.203801409638019e+18,1203801409638019075,YaB0iMaCoy,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'YaB0iMaCoy', 'name': 'Matthew MaCoy😴', 'id': 1203801409638019075, 'id_str': '1203801409638019075', 'indices': [0, 11]}, {'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [12, 25]}]",[],en,recent,1163162453351522304,1163162453351522304,Sizz (NinerGang),UnLockedDrew,Broncos Country,@Broncos/@nuggets/@Yankees/@Avalanche/@TexasTechMBB/@DrewLock23/#UnlockDrew/🔴#WreckEm⚫️/#Broncoscountry/#FrenshipTennis,,[],False,189,512,1,Sun Aug 18 18:55:25 +0000 2019,7866,,,False,False,2385,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1218302167121059841/U8y7hW3t_normal.jpg,https://pbs.twimg.com/profile_images/1218302167121059841/U8y7hW3t_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1163162453351522304/1577661304,,,,,,,,,,
146,Sun Jan 26 03:11:53 +0000 2020,1221269497975377920,1221269497975377920,"@Sn1per_T @newanimprovedJR @davide25moretti @teejayy_22 @Chris_Clarkee @Kevin_McCullar hell of an effort tonight boys. From a Tech alum, you guys made us proud. Keep fighting! #4:1 @TexasTechMBB",False,"[0, 194]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,8.623387462844211e+17,862338746284421120,Sn1per_T,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'Sn1per_T', 'name': 'Terrence Shannon Jr', 'id': 862338746284421120, 'id_str': '862338746284421120', 'indices': [0, 9]}, {'screen_name': 'newanimprovedJR', 'name': 'Jahmi’us Ramsey', 'id': 699844978286006272, 'id_str': '699844978286006272', 'indices': [10, 26]}, {'screen_name': 'davide25moretti', 'name': 'Davide Moretti', 'id': 1230892196, 'id_str': '1230892196', 'indices': [27, 43]}, {'screen_name': 'teejayy_22', 'name': 'TJ Holyfield', 'id': 427767229, 'id_str': '427767229', 'indices': [44, 55]}, {'screen_name': 'Chris_Clarkee', 'name': '✞ ✞ ✞', 'id': 418861700, 'id_str': '418861700', 'indices': [56, 70]}, {'screen_name': 'Kevin_McCullar', 'name': 'Kev', 'id': 3214143100, 'id_str': '3214143100', 'indices': [71, 86]}, {'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [181, 194]}]",[],en,recent,244755908,244755908,Tyler Timmons,tytimmon,"Midland, Texas","Husband, father, son, brother and avid golfer. Texas Tech alum. Wreck Em and Go Cowboys. Job 19:25. YOU GOTTA HAVE FUN!",,[],False,132,991,7,Sun Jan 30 02:14:34 +0000 2011,5081,,,True,False,9660,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1168553828981121025/RgNOmb-S_normal.jpg,https://pbs.twimg.com/profile_images/1168553828981121025/RgNOmb-S_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/244755908/1569365885,,,,,,,,,,
159,Sun Jan 26 03:06:56 +0000 2020,1221268252166361088,1221268252166361088,What a damn game between @TexasTechMBB and @KentuckyMBB tonight at the USA. Just a dog fight! I have a feeling the Red Raiders are about to put together some type of run. Let’s get it. #4:1 #WreckEm,False,"[0, 198]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,0,1,False,False,en,"[{'text': 'WreckEm', 'indices': [190, 198]}]",[],"[{'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [25, 38]}, {'screen_name': 'KentuckyMBB', 'name': 'Kentucky Basketball', 'id': 35583547, 'id_str': '35583547', 'indices': [43, 55]}]",[],en,recent,244755908,244755908,Tyler Timmons,tytimmon,"Midland, Texas","Husband, father, son, brother and avid golfer. Texas Tech alum. Wreck Em and Go Cowboys. Job 19:25. YOU GOTTA HAVE FUN!",,[],False,132,991,7,Sun Jan 30 02:14:34 +0000 2011,5081,,,True,False,9660,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1168553828981121025/RgNOmb-S_normal.jpg,https://pbs.twimg.com/profile_images/1168553828981121025/RgNOmb-S_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/244755908/1569365885,,,,,,,,,,
160,Sun Jan 26 03:06:47 +0000 2020,1221268218016301056,1221268218016301056,RT @PatrickMahomes: Man that game in Lubbock looks LITTTT!!! 🔥🔥 @TexasTechMBB,False,"[0, 77]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,505,0,False,False,en,[],[],"[{'screen_name': 'PatrickMahomes', 'name': 'Patrick Mahomes II', 'id': 353178677, 'id_str': '353178677', 'indices': [3, 18]}, {'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [64, 77]}]",[],en,recent,464021871,464021871,Anyssa Barbosa,anyssabarbosa,"Texas, USA",NCAA AMA intern ‘19-‘20 | Texas Tech FB Academics| @TTU_Law | MS in Sport Mgmt. | @wearepanhandle Softball Alum | Find your Fire,,[],False,1188,647,6,Sat Jan 14 19:06:20 +0000 2012,5049,,,True,False,30225,,False,False,False,1BB1DB,http://abs.twimg.com/images/themes/theme17/bg.gif,https://abs.twimg.com/images/themes/theme17/bg.gif,True,http://pbs.twimg.com/profile_images/1211746863260540933/O3QGQl1B_normal.jpg,https://pbs.twimg.com/profile_images/1211746863260540933/O3QGQl1B_normal.jpg,CC3366,FFFFFF,252429,666666,True,True,False,False,False,False,False,none,Sat Jan 25 23:17:36 +0000 2020,1.2212105384888443e+18,1221210538488844288,Man that game in Lubbock looks LITTTT!!! 🔥🔥 @TexasTechMBB,False,"[0, 57]",[],[],"[{'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [44, 57]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,353178677.0,353178677,Patrick Mahomes II,PatrickMahomes,"Tyler, TX",,https://t.co/dk33wg3CmM,"[{'url': 'https://t.co/dk33wg3CmM', 'expanded_url': 'http://PatrickMahomes.com', 'display_url': 'PatrickMahomes.com', 'indices': [0, 23]}]",[],False,780840.0,406.0,960.0,Thu Aug 11 17:31:20 +0000 2011,13759.0,,,True,True,16098.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1102419763563773952/Xcf0IYlE_normal.jpg,https://pbs.twimg.com/profile_images/1102419763563773952/Xcf0IYlE_normal.jpg,https://pbs.twimg.com/profile_banners/353178677/1493533148,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,505.0,6994.0,False,False,en,,https://pbs.twimg.com/profile_banners/464021871/1565302072,,,,,,,,,,
172,Sun Jan 26 02:54:41 +0000 2020,1221265172112822273,1221265172112822273,It's fine. Lose now so you can win later. Stay laser focused on Atlanta for the final four. LFG @TexasTechMBB 💪🏻,False,"[0, 112]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [96, 109]}]",[],en,recent,351953236,351953236,Alisha Sebastian,Caffrican,Texas,"Child to a KING 🙌 Born & raised a Red Raider, but married to an Aggie. Poodle mom. Admin law attorney. ΑΔΠ Alumna. @oculaw alumni. Cowboys Nation & Red Devil.",https://t.co/V9fEzQPSX5,[],False,430,986,7,Tue Aug 09 23:20:52 +0000 2011,4689,,,True,False,12750,,False,False,False,0099B9,http://abs.twimg.com/images/themes/theme4/bg.gif,https://abs.twimg.com/images/themes/theme4/bg.gif,False,http://pbs.twimg.com/profile_images/852984895056031745/f05JQXwd_normal.jpg,https://pbs.twimg.com/profile_images/852984895056031745/f05JQXwd_normal.jpg,0099B9,5ED4DC,95E8EC,3C3940,True,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'url': 'https://t.co/V9fEzQPSX5', 'expanded_url': 'http://www.yourglamorousface.com', 'display_url': 'yourglamorousface.com', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/351953236/1492202630,,,,,,,,,,
177,Sun Jan 26 02:47:46 +0000 2020,1221263429329149952,1221263429329149952,"@WildcatsOne @TexasTechMBB We don’t hate you, we never play you. Our Super Bowl was in Minneapolis last April.",False,"[27, 110]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2212501827230515e+18,1221250182723051521,34995141.0,34995141,WildcatsOne,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'WildcatsOne', 'name': 'Larry Wilder', 'id': 34995141, 'id_str': '34995141', 'indices': [0, 12]}, {'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [13, 26]}]",[],en,recent,16321060,16321060,TheVeaz,TheVeaze,"Austin, TX",Dad. Husband. #TexasTech Alumnus. #AustinFC supporter. 🔥 Sports takes & baby pictures.,,[],False,240,714,9,Wed Sep 17 01:01:59 +0000 2008,4432,,,True,False,17680,,False,False,False,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,http://pbs.twimg.com/profile_images/1221212712065093632/GZHZCWfe_normal.jpg,https://pbs.twimg.com/profile_images/1221212712065093632/GZHZCWfe_normal.jpg,E81C4F,181A1E,252429,666666,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/16321060/1571492466,,,,,,,,,,
186,Sun Jan 26 02:43:17 +0000 2020,1221262302936170503,1221262302936170503,@preston94698078 @GP_Tre_Ball @TexasTechMBB No. Football is my main sport. You would understand if you were a real fan.,False,"[44, 119]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2212617821713859e+18,1221261782171385856,1.2198225258421821e+18,1219822525842182144,preston94698078,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'preston94698078', 'name': 'preston walker', 'id': 1219822525842182144, 'id_str': '1219822525842182144', 'indices': [0, 16]}, {'screen_name': 'GP_Tre_Ball', 'name': 'Grant Peters', 'id': 846173053, 'id_str': '846173053', 'indices': [17, 29]}, {'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [30, 43]}]",[],en,recent,1163162453351522304,1163162453351522304,Sizz (NinerGang),UnLockedDrew,Broncos Country,@Broncos/@nuggets/@Yankees/@Avalanche/@TexasTechMBB/@DrewLock23/#UnlockDrew/🔴#WreckEm⚫️/#Broncoscountry/#FrenshipTennis,,[],False,189,512,1,Sun Aug 18 18:55:25 +0000 2019,7866,,,False,False,2385,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1218302167121059841/U8y7hW3t_normal.jpg,https://pbs.twimg.com/profile_images/1218302167121059841/U8y7hW3t_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1163162453351522304/1577661304,,,,,,,,,,
211,Sun Jan 26 02:31:08 +0000 2020,1221259243673784321,1221259243673784321,@preston94698078 @GP_Tre_Ball @TexasTechMBB Wow we lost by a ton of points!! He really messed us up man!! Can’t belive he tore our team up by that!! Absolutely crazyyyy!! Burned us to the ground!!!,False,"[44, 197]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2212571358933115e+18,1221257135893311488,1.2198225258421821e+18,1219822525842182144,preston94698078,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'preston94698078', 'name': 'preston walker', 'id': 1219822525842182144, 'id_str': '1219822525842182144', 'indices': [0, 16]}, {'screen_name': 'GP_Tre_Ball', 'name': 'Grant Peters', 'id': 846173053, 'id_str': '846173053', 'indices': [17, 29]}, {'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [30, 43]}]",[],en,recent,1163162453351522304,1163162453351522304,Sizz (NinerGang),UnLockedDrew,Broncos Country,@Broncos/@nuggets/@Yankees/@Avalanche/@TexasTechMBB/@DrewLock23/#UnlockDrew/🔴#WreckEm⚫️/#Broncoscountry/#FrenshipTennis,,[],False,189,512,1,Sun Aug 18 18:55:25 +0000 2019,7866,,,False,False,2385,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1218302167121059841/U8y7hW3t_normal.jpg,https://pbs.twimg.com/profile_images/1218302167121059841/U8y7hW3t_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1163162453351522304/1577661304,,,,,,,,,,
219,Sun Jan 26 02:28:10 +0000 2020,1221258499084165121,1221258499084165121,RT @RobYarbrah: @TexasTechMBB Why does Beard have so much faith in Moretti? He’s literally a detriment every single game this season.,False,"[0, 133]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'RobYarbrah', 'name': 'Robby', 'id': 500075866, 'id_str': '500075866', 'indices': [3, 14]}, {'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [16, 29]}]",[],en,recent,1046746237,1046746237,Nick,WhiteEggRolls,"Lubbock, TX","TTU 2021⚫🔴
Advertising Major. 
                            Check out my YouTube Channel!",https://t.co/DvoDDud4Sx,[],False,77,102,0,Sun Dec 30 03:51:05 +0000 2012,2290,,,False,False,449,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1179454395991429120/KEdbti0N_normal.jpg,https://pbs.twimg.com/profile_images/1179454395991429120/KEdbti0N_normal.jpg,3B94D9,000000,000000,000000,False,True,False,False,False,False,False,none,Sun Jan 26 01:38:42 +0000 2020,1.2212460493916078e+18,1221246049391607811,@TexasTechMBB Why does Beard have so much faith in Moretti? He’s literally a detriment every single game this season.,False,"[14, 117]",[],[],"[{'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [0, 13]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2212458600312545e+18,1221245860031254529,2829783529.0,2829783529,TexasTechMBB,500075866.0,500075866,Robby,RobYarbrah,"Belton, TX",23. Texas Tech Alumnus. V8 or bust,,,[],False,233.0,236.0,4.0,Wed Feb 22 19:39:12 +0000 2012,3910.0,,,True,False,2869.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1205923105199329282/6dUfJrBw_normal.jpg,https://pbs.twimg.com/profile_images/1205923105199329282/6dUfJrBw_normal.jpg,https://pbs.twimg.com/profile_banners/500075866/1483235954,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,False,1.0,19.0,False,False,en,"[{'url': 'https://t.co/DvoDDud4Sx', 'expanded_url': 'https://www.youtube.com/channel/UCIuNQOWlsIZFTEmAupYR6OQ', 'display_url': 'youtube.com/channel/UCIuNQ…', 'indices': [0, 23]}]",https://pbs.twimg.com/profile_banners/1046746237/1567215467,,,,,,,,,,
239,Sun Jan 26 02:17:30 +0000 2020,1221255812238266370,1221255812238266370,@TexasTechMBB Oops forgot we played TCU last game,False,"[14, 49]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2212556937826714e+18,1221255693782671360,1.1631624533515223e+18,1163162453351522304,UnLockedDrew,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [0, 13]}]",[],en,recent,1163162453351522304,1163162453351522304,Sizz (NinerGang),UnLockedDrew,Broncos Country,@Broncos/@nuggets/@Yankees/@Avalanche/@TexasTechMBB/@DrewLock23/#UnlockDrew/🔴#WreckEm⚫️/#Broncoscountry/#FrenshipTennis,,[],False,189,512,1,Sun Aug 18 18:55:25 +0000 2019,7866,,,False,False,2385,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1218302167121059841/U8y7hW3t_normal.jpg,https://pbs.twimg.com/profile_images/1218302167121059841/U8y7hW3t_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1163162453351522304/1577661304,,,,,,,,,,
240,Sun Jan 26 02:17:01 +0000 2020,1221255693782671360,1221255693782671360,"@TexasTechMBB At least we lost to a respectful, honest, and hardworking team.",False,"[14, 77]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2212458600312545e+18,1221245860031254529,2829783529.0,2829783529,TexasTechMBB,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [0, 13]}]",[],en,recent,1163162453351522304,1163162453351522304,Sizz (NinerGang),UnLockedDrew,Broncos Country,@Broncos/@nuggets/@Yankees/@Avalanche/@TexasTechMBB/@DrewLock23/#UnlockDrew/🔴#WreckEm⚫️/#Broncoscountry/#FrenshipTennis,,[],False,189,512,1,Sun Aug 18 18:55:25 +0000 2019,7866,,,False,False,2385,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1218302167121059841/U8y7hW3t_normal.jpg,https://pbs.twimg.com/profile_images/1218302167121059841/U8y7hW3t_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1163162453351522304/1577661304,,,,,,,,,,
252,Sun Jan 26 02:13:00 +0000 2020,1221254681516789761,1221254681516789761,@Cazya185 @TexasTechMBB That gif has the same quality as the Kentucky players trying to act like they didn’t foul,False,"[24, 113]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2212464063353037e+18,1221246406335303682,7.827869577598771e+17,782786957759877120,Cazya185,,,,,False,0,4,False,False,en,[],[],"[{'screen_name': 'Cazya185', 'name': 'Adam Williams', 'id': 782786957759877120, 'id_str': '782786957759877120', 'indices': [0, 9]}, {'screen_name': 'TexasTechMBB', 'name': 'Texas Tech Basketball', 'id': 2829783529, 'id_str': '2829783529', 'indices': [10, 23]}]",[],en,recent,1163162453351522304,1163162453351522304,Sizz (NinerGang),UnLockedDrew,Broncos Country,@Broncos/@nuggets/@Yankees/@Avalanche/@TexasTechMBB/@DrewLock23/#UnlockDrew/🔴#WreckEm⚫️/#Broncoscountry/#FrenshipTennis,,[],False,189,512,1,Sun Aug 18 18:55:25 +0000 2019,7866,,,False,False,2385,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1218302167121059841/U8y7hW3t_normal.jpg,https://pbs.twimg.com/profile_images/1218302167121059841/U8y7hW3t_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/profile_banners/1163162453351522304/1577661304,,,,,,,,,,
