,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.url.urls,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,retweeted_status.created_at,retweeted_status.id,retweeted_status.id_str,retweeted_status.full_text,retweeted_status.truncated,retweeted_status.display_text_range,retweeted_status.entities.hashtags,retweeted_status.entities.symbols,retweeted_status.entities.user_mentions,retweeted_status.entities.urls,retweeted_status.metadata.iso_language_code,retweeted_status.metadata.result_type,retweeted_status.source,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_status_id_str,retweeted_status.in_reply_to_user_id,retweeted_status.in_reply_to_user_id_str,retweeted_status.in_reply_to_screen_name,retweeted_status.user.id,retweeted_status.user.id_str,retweeted_status.user.name,retweeted_status.user.screen_name,retweeted_status.user.location,retweeted_status.user.description,retweeted_status.user.url,retweeted_status.user.entities.url.urls,retweeted_status.user.entities.description.urls,retweeted_status.user.protected,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.listed_count,retweeted_status.user.created_at,retweeted_status.user.favourites_count,retweeted_status.user.utc_offset,retweeted_status.user.time_zone,retweeted_status.user.geo_enabled,retweeted_status.user.verified,retweeted_status.user.statuses_count,retweeted_status.user.lang,retweeted_status.user.contributors_enabled,retweeted_status.user.is_translator,retweeted_status.user.is_translation_enabled,retweeted_status.user.profile_background_color,retweeted_status.user.profile_background_image_url,retweeted_status.user.profile_background_image_url_https,retweeted_status.user.profile_background_tile,retweeted_status.user.profile_image_url,retweeted_status.user.profile_image_url_https,retweeted_status.user.profile_banner_url,retweeted_status.user.profile_link_color,retweeted_status.user.profile_sidebar_border_color,retweeted_status.user.profile_sidebar_fill_color,retweeted_status.user.profile_text_color,retweeted_status.user.profile_use_background_image,retweeted_status.user.has_extended_profile,retweeted_status.user.default_profile,retweeted_status.user.default_profile_image,retweeted_status.user.following,retweeted_status.user.follow_request_sent,retweeted_status.user.notifications,retweeted_status.user.translator_type,retweeted_status.geo,retweeted_status.coordinates,retweeted_status.place,retweeted_status.contributors,retweeted_status.is_quote_status,retweeted_status.retweet_count,retweeted_status.favorite_count,retweeted_status.favorited,retweeted_status.retweeted,retweeted_status.lang,retweeted_status.place.id,retweeted_status.place.url,retweeted_status.place.place_type,retweeted_status.place.name,retweeted_status.place.full_name,retweeted_status.place.country_code,retweeted_status.place.country,retweeted_status.place.contained_within,retweeted_status.place.bounding_box.type,retweeted_status.place.bounding_box.coordinates,place.id,place.url,place.place_type,place.name,place.full_name,place.country_code,place.country,place.contained_within,place.bounding_box.type,place.bounding_box.coordinates
4,Sun Jan 26 02:18:31 +0000 2020,1221256070305202176,1221256070305202176,@mitchstrohman @BDebisschop @NAUBasketball @psuviksMBB @NAU @NAUCoachBurcar Happy birthday!,False,"[76, 91]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.22125550457745e+18,1221255504577449984,33681636.0,33681636,mitchstrohman,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'mitchstrohman', 'name': 'Mitch Strohman', 'id': 33681636, 'id_str': '33681636', 'indices': [0, 14]}, {'screen_name': 'BDebisschop', 'name': 'brooks debisschop', 'id': 1071603710, 'id_str': '1071603710', 'indices': [15, 27]}, {'screen_name': 'NAUBasketball', 'name': ""NAU Men's Basketball"", 'id': 605768282, 'id_str': '605768282', 'indices': [28, 42]}, {'screen_name': 'psuviksMBB', 'name': 'Portland State Men’s Basketball', 'id': 2828883709, 'id_str': '2828883709', 'indices': [43, 54]}, {'screen_name': 'NAU', 'name': 'NAU', 'id': 22424037, 'id_str': '22424037', 'indices': [55, 59]}, {'screen_name': 'NAUCoachBurcar', 'name': 'Shane Burcar', 'id': 984509666322296832, 'id_str': '984509666322296832', 'indices': [60, 75]}]",[],en,recent,28165505,28165505,Brad James,BradfatherSpeak,"Manti, Utah",I work in radio & am a proud Utahn. Mid-Utah Radio/Heber Valley Radio: proud SUU alum. Now with Pro Football Guru. Church of Jesus Christ of Latter-Day Saints,https://t.co/EwcztJ5lmA,"[{'url': 'https://t.co/EwcztJ5lmA', 'expanded_url': 'http://www.midutahradio.com', 'display_url': 'midutahradio.com', 'indices': [0, 23]}]",[],False,11326,11305,162,Wed Apr 01 18:46:58 +0000 2009,165,,,True,False,399096,,False,False,False,9AE4E8,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1207761930112262144/p6SLnFKe_normal.jpg,https://pbs.twimg.com/profile_images/1207761930112262144/p6SLnFKe_normal.jpg,https://pbs.twimg.com/profile_banners/28165505/1576787860,0084B4,BDDCAD,DDFFCC,333333,True,True,False,False,False,False,False,regular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Fri Jan 24 03:23:49 +0000 2020,1220547727714607104,1220547727714607104,@Paulina6288 @NAU @NAUPresident They got a really good crowd too. Lots of community folks made for full room. Great way for profs to share their expertise and help us learn!,False,"[32, 173]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.220536604101505e+18,1220536604101505025,48817398.0,48817398,Paulina6288,,,,,False,0,2,False,False,en,[],[],"[{'screen_name': 'Paulina6288', 'name': 'Paulina Swiatkowski, PhD', 'id': 48817398, 'id_str': '48817398', 'indices': [0, 12]}, {'screen_name': 'NAU', 'name': 'NAU', 'id': 22424037, 'id_str': '22424037', 'indices': [13, 17]}, {'screen_name': 'NAUPresident', 'name': 'Rita Cheng', 'id': 2437353606, 'id_str': '2437353606', 'indices': [18, 31]}]",[],en,recent,3285994886,3285994886,Jayson Dibble,jaysondibble,"Holland, MI","PhD | Assoc Prof, @hopecommdept, Hope College | Relationship comm researcher | Fan of truth & science | 🏈 referee | Tweets my own | RTs =/= agreement",,,[],False,461,2172,7,Tue Jul 21 01:58:53 +0000 2015,9708,,,False,False,2015,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1206737400124366848/L3Zy-DVR_normal.jpg,https://pbs.twimg.com/profile_images/1206737400124366848/L3Zy-DVR_normal.jpg,https://pbs.twimg.com/profile_banners/3285994886/1576543693,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Thu Jan 23 17:10:15 +0000 2020,1220393317172559874,1220393317172559874,RT @mariedaniella_: My friends deserve better than to have their tuition exploited in front of their eyes for the President’s personal affa…,False,"[0, 140]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,1,0,False,False,en,[],[],"[{'screen_name': 'mariedaniella_', 'name': 'marie', 'id': 1145252640, 'id_str': '1145252640', 'indices': [3, 18]}]",[],en,recent,832398606,832398606,Sage Taylor,SageTaylor2,,Green Shirt Guy shouted out #RitaResign and @nauyoungdems on twitter,,,[],False,161,184,1,Wed Sep 19 02:50:45 +0000 2012,741,,,False,False,266,,False,False,False,A4B45D,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1194399430318809088/4Hl2SOcs_normal.jpg,https://pbs.twimg.com/profile_images/1194399430318809088/4Hl2SOcs_normal.jpg,https://pbs.twimg.com/profile_banners/832398606/1486662382,635026,A4B45D,CEDBD7,8C9C43,True,True,False,False,False,False,False,none,Wed Jan 22 23:39:08 +0000 2020,1.2201287965414564e+18,1220128796541456384,My friends deserve better than to have their tuition exploited in front of their eyes for the President’s personal affairs. @NAU your move #RitaResign,False,"[0, 150]","[{'text': 'RitaResign', 'indices': [139, 150]}]",[],"[{'screen_name': 'NAU', 'name': 'NAU', 'id': 22424037, 'id_str': '22424037', 'indices': [124, 128]}]",[],en,recent,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1145252640.0,1145252640,marie,mariedaniella_,,spread more love | studying @POLISatLeeds | blogging @DangerousGlobe | she/her,https://t.co/Wk8jILONuN,"[{'url': 'https://t.co/Wk8jILONuN', 'expanded_url': 'https://www.instagram.com/mariedaniella__/', 'display_url': 'instagram.com/mariedaniella_…', 'indices': [0, 23]}]",[],False,619.0,602.0,7.0,Sun Feb 03 14:06:20 +0000 2013,17152.0,,,True,False,4178.0,,False,False,False,DBE9ED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1172438112510734336/TSXtDs83_normal.jpg,https://pbs.twimg.com/profile_images/1172438112510734336/TSXtDs83_normal.jpg,https://pbs.twimg.com/profile_banners/1145252640/1575933038,3E008F,000000,DDEEF6,333333,True,True,False,False,False,False,False,none,,,,,False,1.0,9.0,False,False,en,,,,,,,,,,,,,,,,,,,,
24,Tue Jan 21 22:32:01 +0000 2020,1219749518117236736,1219749518117236736,RT @NAUPresident: Thank you #AZ Senate Appropriations Committee for the opportunity to discuss how @NAU &amp; our partner universities play a v…,False,"[0, 144]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,,,,,False,2,0,False,False,en,"[{'text': 'AZ', 'indices': [28, 31]}]",[],"[{'screen_name': 'NAUPresident', 'name': 'Rita Cheng', 'id': 2437353606, 'id_str': '2437353606', 'indices': [3, 16]}, {'screen_name': 'NAU', 'name': 'NAU', 'id': 22424037, 'id_str': '22424037', 'indices': [99, 103]}]",[],en,recent,428234917,428234917,Katy Yanez ☘️,az_irish,"G'Town, AZ",AZ native. Policy junkie. @NotreDame and @ASU alum. MSW. Defender of Higher Ed @NAU. #GoIrish,,,[],False,397,488,9,Sun Dec 04 14:20:41 +0000 2011,7513,,,True,False,5139,,False,False,False,000000,http://abs.twimg.com/images/themes/theme16/bg.gif,https://abs.twimg.com/images/themes/theme16/bg.gif,False,http://pbs.twimg.com/profile_images/1164182764255498240/ri7gew_X_normal.jpg,https://pbs.twimg.com/profile_images/1164182764255498240/ri7gew_X_normal.jpg,https://pbs.twimg.com/profile_banners/428234917/1574916148,3B94D9,000000,000000,000000,False,False,False,False,False,False,False,none,Tue Jan 21 22:30:44 +0000 2020,1.219749192798597e+18,1219749192798597126,Thank you #AZ Senate Appropriations Committee for the opportunity to discuss how @NAU &amp; our partner universities play a vital role in educating #Arizona’s workforce &amp; contributing to the state’s New Economy. @AZRegents @ASU @uarizona,False,"[0, 241]","[{'text': 'AZ', 'indices': [10, 13]}, {'text': 'Arizona', 'indices': [148, 156]}]",[],"[{'screen_name': 'NAU', 'name': 'NAU', 'id': 22424037, 'id_str': '22424037', 'indices': [81, 85]}, {'screen_name': 'AZRegents', 'name': 'Arizona Board of Regents', 'id': 102503750, 'id_str': '102503750', 'indices': [216, 226]}, {'screen_name': 'ASU', 'name': 'Arizona State University', 'id': 18783501, 'id_str': '18783501', 'indices': [227, 231]}, {'screen_name': 'uarizona', 'name': 'Univ. of Arizona 🐻⬇', 'id': 14862639, 'id_str': '14862639', 'indices': [232, 241]}]",[],en,recent,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,2437353606.0,2437353606,Rita Cheng,NAUPresident,"Flagstaff, AZ",16th President of Northern Arizona University. Inspired by the opportunity to bring affirmative change into people's lives.,https://t.co/JsG6itN1Ds,"[{'url': 'https://t.co/JsG6itN1Ds', 'expanded_url': 'http://www.nau.edu', 'display_url': 'nau.edu', 'indices': [0, 23]}]",[],False,2085.0,545.0,27.0,Thu Apr 10 18:12:23 +0000 2014,1838.0,,,True,True,3173.0,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/818307155019214849/X414JTTN_normal.jpg,https://pbs.twimg.com/profile_images/818307155019214849/X414JTTN_normal.jpg,https://pbs.twimg.com/profile_banners/2437353606/1560188969,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,False,2.0,12.0,False,False,en,,,,,,,,,,,,,,,,,,,,
25,Tue Jan 21 22:30:44 +0000 2020,1219749192798597126,1219749192798597126,Thank you #AZ Senate Appropriations Committee for the opportunity to discuss how @NAU &amp; our partner universities play a vital role in educating #Arizona’s workforce &amp; contributing to the state’s New Economy. @AZRegents @ASU @uarizona,False,"[0, 241]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,2,12,False,False,en,"[{'text': 'AZ', 'indices': [10, 13]}, {'text': 'Arizona', 'indices': [148, 156]}]",[],"[{'screen_name': 'NAU', 'name': 'NAU', 'id': 22424037, 'id_str': '22424037', 'indices': [81, 85]}, {'screen_name': 'AZRegents', 'name': 'Arizona Board of Regents', 'id': 102503750, 'id_str': '102503750', 'indices': [216, 226]}, {'screen_name': 'ASU', 'name': 'Arizona State University', 'id': 18783501, 'id_str': '18783501', 'indices': [227, 231]}, {'screen_name': 'uarizona', 'name': 'Univ. of Arizona 🐻⬇', 'id': 14862639, 'id_str': '14862639', 'indices': [232, 241]}]",[],en,recent,2437353606,2437353606,Rita Cheng,NAUPresident,"Flagstaff, AZ",16th President of Northern Arizona University. Inspired by the opportunity to bring affirmative change into people's lives.,https://t.co/JsG6itN1Ds,"[{'url': 'https://t.co/JsG6itN1Ds', 'expanded_url': 'http://www.nau.edu', 'display_url': 'nau.edu', 'indices': [0, 23]}]",[],False,2085,545,27,Thu Apr 10 18:12:23 +0000 2014,1838,,,True,True,3173,,False,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/818307155019214849/X414JTTN_normal.jpg,https://pbs.twimg.com/profile_images/818307155019214849/X414JTTN_normal.jpg,https://pbs.twimg.com/profile_banners/2437353606/1560188969,1DA1F2,C0DEED,DDEEF6,333333,True,False,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Tue Jan 21 02:58:22 +0000 2020,1219454158618550272,1219454158618550272,"Hi Twitter, I'm Sierra! I work as an independent #digitalcommunications consultant and enjoy the variation of work that comes with each unique client. I am also privileged to be furthering my education 
@NAU pursuing a B.S. in Strategic Communication!",False,"[0, 251]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,1,False,False,en,"[{'text': 'digitalcommunications', 'indices': [49, 71]}]",[],"[{'screen_name': 'NAU', 'name': 'NAU', 'id': 22424037, 'id_str': '22424037', 'indices': [203, 207]}]",[],en,recent,1219430302734405632,1219430302734405632,Sierra Medina,SMedinaDigital,Arizona,"Independent Digital Communications Consultant
NAU College of Social & Behavioral Sciences",https://t.co/OVjS1YGVhW,"[{'url': 'https://t.co/OVjS1YGVhW', 'expanded_url': 'http://linktr.ee/sierramedinaportfolio', 'display_url': 'linktr.ee/sierramedinapo…', 'indices': [0, 23]}]",[],False,10,12,1,Tue Jan 21 01:23:44 +0000 2020,1,,,False,False,4,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1219520372199940096/PaC8rX-H_normal.jpg,https://pbs.twimg.com/profile_images/1219520372199940096/PaC8rX-H_normal.jpg,https://pbs.twimg.com/profile_banners/1219430302734405632/1579571188,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Sun Jan 19 20:38:37 +0000 2020,1218996202315763712,1218996202315763712,This week we are planning to work with @NAU and profile the MLK March on Monday.,False,"[0, 80]","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'NAU', 'name': 'NAU', 'id': 22424037, 'id_str': '22424037', 'indices': [39, 43]}]",[],en,recent,1218991037592395776,1218991037592395776,Shannon Degrange,DegrangeShannon,,Senior at NAU Com 402 Class Twitter,https://t.co/Yb9HMFcLou,"[{'url': 'https://t.co/Yb9HMFcLou', 'expanded_url': 'https://www.instagram.com/shannondegrangeportfolio/?hl=en', 'display_url': 'instagram.com/shannondegrang…', 'indices': [0, 23]}]",[],False,6,0,1,Sun Jan 19 20:18:10 +0000 2020,0,,,False,False,11,,False,False,False,F5F8FA,,,False,http://pbs.twimg.com/profile_images/1218991207340077056/e2sh6zRv_normal.jpg,https://pbs.twimg.com/profile_images/1218991207340077056/e2sh6zRv_normal.jpg,https://pbs.twimg.com/profile_banners/1218991037592395776/1579467038,1DA1F2,C0DEED,DDEEF6,333333,True,True,True,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Sun Jan 19 17:16:07 +0000 2020,1218945243510382592,1218945243510382592,"@HowellONeill @michaelzimmer @NAU I wish! I'm in Takoma Park, MD (DC basically), but did undergrad there and a few Olympic distance tris",False,"[34, 136]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.218942356738601e+18,1218942356738600960,113763153.0,113763153,HowellONeill,,,,,False,0,0,False,False,en,[],[],"[{'screen_name': 'HowellONeill', 'name': ""Patrick Howell O'Neill"", 'id': 113763153, 'id_str': '113763153', 'indices': [0, 13]}, {'screen_name': 'michaelzimmer', 'name': 'Michael Zimmer', 'id': 6168682, 'id_str': '6168682', 'indices': [14, 28]}, {'screen_name': 'NAU', 'name': 'NAU', 'id': 22424037, 'id_str': '22424037', 'indices': [29, 33]}]",[],en,recent,22186723,22186723,"Joseph Lorenzo Hall, PhD",JoeBeOne,ΔxΔp ≥ ħ/2,"SVP, Strong Internet @internetsociety; former @CenDemTech; PhD @BerkeleyISchool @UCB_Astronomy; crypto: https://t.co/YlDupT0pas; he/him; no manels!",https://t.co/LjgsgOKA8Q,"[{'url': 'https://t.co/LjgsgOKA8Q', 'expanded_url': 'https://josephhall.org/', 'display_url': 'josephhall.org', 'indices': [0, 23]}]","[{'url': 'https://t.co/YlDupT0pas', 'expanded_url': 'https://josephhall.org/gpg-key', 'display_url': 'josephhall.org/gpg-key', 'indices': [104, 127]}]",False,7130,2684,384,Fri Feb 27 20:37:11 +0000 2009,63743,,,True,False,30881,,False,False,False,ACDED6,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1221149333963386881/lHMVAkSR_normal.jpg,https://pbs.twimg.com/profile_images/1221149333963386881/lHMVAkSR_normal.jpg,https://pbs.twimg.com/profile_banners/22186723/1571700207,038543,EEEEEE,F6F6F6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Sun Jan 19 02:46:08 +0000 2020,1218726306592055296,1218726306592055296,"@michaelzimmer That’s always a challenge! I went to @nau and running fleece, fleece balaklava, tights, and light gloves were a must! Have fun!",False,"[15, 142]","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.2187251567697306e+18,1218725156769730560,6168682.0,6168682,michaelzimmer,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'michaelzimmer', 'name': 'Michael Zimmer', 'id': 6168682, 'id_str': '6168682', 'indices': [0, 14]}, {'screen_name': 'NAU', 'name': 'NAU', 'id': 22424037, 'id_str': '22424037', 'indices': [52, 56]}]",[],en,recent,22186723,22186723,"Joseph Lorenzo Hall, PhD",JoeBeOne,ΔxΔp ≥ ħ/2,"SVP, Strong Internet @internetsociety; former @CenDemTech; PhD @BerkeleyISchool @UCB_Astronomy; crypto: https://t.co/YlDupT0pas; he/him; no manels!",https://t.co/LjgsgOKA8Q,"[{'url': 'https://t.co/LjgsgOKA8Q', 'expanded_url': 'https://josephhall.org/', 'display_url': 'josephhall.org', 'indices': [0, 23]}]","[{'url': 'https://t.co/YlDupT0pas', 'expanded_url': 'https://josephhall.org/gpg-key', 'display_url': 'josephhall.org/gpg-key', 'indices': [104, 127]}]",False,7130,2684,384,Fri Feb 27 20:37:11 +0000 2009,63743,,,True,False,30881,,False,False,False,ACDED6,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,http://pbs.twimg.com/profile_images/1221149333963386881/lHMVAkSR_normal.jpg,https://pbs.twimg.com/profile_images/1221149333963386881/lHMVAkSR_normal.jpg,https://pbs.twimg.com/profile_banners/22186723/1571700207,038543,EEEEEE,F6F6F6,333333,True,False,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Sat Jan 18 16:11:01 +0000 2020,1218566474240888833,1218566474240888833,@marcuslemonis @TheProfitCNBC And yes I will go to the Arizona College five. @asu @nau #azstate .. and to others I have forgotten about.,False,"[30, 136]","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1.2185662121640223e+18,1218566212164022273,167107711.0,167107711,frazzledjazz,,,,,False,0,0,False,False,en,"[{'text': 'azstate', 'indices': [87, 95]}]",[],"[{'screen_name': 'marcuslemonis', 'name': 'Marcus Lemonis', 'id': 27801361, 'id_str': '27801361', 'indices': [0, 14]}, {'screen_name': 'TheProfitCNBC', 'name': ""CNBC's The Profit"", 'id': 2800292898, 'id_str': '2800292898', 'indices': [15, 29]}, {'screen_name': 'ASU', 'name': 'Arizona State University', 'id': 18783501, 'id_str': '18783501', 'indices': [77, 81]}, {'screen_name': 'NAU', 'name': 'NAU', 'id': 22424037, 'id_str': '22424037', 'indices': [82, 86]}]",[],en,recent,167107711,167107711,Richard Jasmin,frazzledjazz,out west,Computer Science /Linux Cyber Major. Former Military Journalist and programmer. Former Space Cowboy. Dont forget to Love One Another.,https://t.co/geBmOk9Ekn,"[{'url': 'https://t.co/geBmOk9Ekn', 'expanded_url': 'https://www.southernhedgehogs.org', 'display_url': 'southernhedgehogs.org', 'indices': [0, 23]}]",[],False,474,365,132,Thu Jul 15 19:39:43 +0000 2010,55000,,,False,False,131613,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1016573576068128768/oYwJlPpb_normal.jpg,https://pbs.twimg.com/profile_images/1016573576068128768/oYwJlPpb_normal.jpg,https://pbs.twimg.com/profile_banners/167107711/1533413975,19CF86,000000,000000,000000,False,True,False,False,False,False,False,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
