,created_at,id,id_str,full_text,truncated,display_text_range,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,entities.hashtags,entities.symbols,entities.user_mentions,entities.urls,metadata.iso_language_code,metadata.result_type,user.id,user.id_str,user.name,user.screen_name,user.location,user.description,user.url,user.entities.description.urls,user.protected,user.followers_count,user.friends_count,user.listed_count,user.created_at,user.favourites_count,user.utc_offset,user.time_zone,user.geo_enabled,user.verified,user.statuses_count,user.lang,user.contributors_enabled,user.is_translator,user.is_translation_enabled,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_image_url,user.profile_image_url_https,user.profile_banner_url,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.has_extended_profile,user.default_profile,user.default_profile_image,user.following,user.follow_request_sent,user.notifications,user.translator_type,user.entities.url.urls
1,Fri Jan 24 22:34:18 +0000 2020,1220837256216358912,1220837256216358912,@MBazzichetto @UnivRoma3 @UnivRennes1 Well done!,False,"[38, 48]","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1220350223098286080,1220350223098286080,574497861,574497861,MBazzichetto,,,,,False,0,1,False,False,en,[],[],"[{'screen_name': 'MBazzichetto', 'name': 'ManueleBazzichetto', 'id': 574497861, 'id_str': '574497861', 'indices': [0, 13]}, {'screen_name': 'UnivRoma3', 'name': 'Università Roma Tre', 'id': 3195485187, 'id_str': '3195485187', 'indices': [14, 24]}, {'screen_name': 'UnivRennes1', 'name': 'Université Rennes 1', 'id': 72280875, 'id_str': '72280875', 'indices': [25, 37]}]",[],en,recent,1124380438569607168,1124380438569607168,IAVS Young Scientists,IavsYoung,,"The IAVS Young Scientists 
are an official section
of the International Association for Vegetation Science (IAVS)",https://t.co/O0ySe1OXVA,[],False,215,240,0,Fri May 03 18:29:21 +0000 2019,316,,,False,False,463,,False,False,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,http://pbs.twimg.com/profile_images/1124381201689714688/5uXkqEc2_normal.jpg,https://pbs.twimg.com/profile_images/1124381201689714688/5uXkqEc2_normal.jpg,https://pbs.twimg.com/profile_banners/1124380438569607168/1563392758,7FDBB6,000000,000000,000000,False,False,False,False,False,False,False,none,"[{'url': 'https://t.co/O0ySe1OXVA', 'expanded_url': 'http://iavs.org/Working-Groups/Young-Scientists.aspx', 'display_url': 'iavs.org/Working-Groups…', 'indices': [0, 23]}]"
